Question,Option A,Option B,Option C,Option D,Correct Answer
"In what year was the ninth Sikh Guru, Sri Guru Tegh Bahadur, murdered on the orders of Aurangzeb?",1705,1675,1575,1775,b
Sri Akal Takht Sahib is located within which complex?,Golden Temple,Red Fort,Qutub Minar,India Gate,a
Under whose leadership did the Sikhs revolt against the Mughals after the death of Sri Guru Gobind Singh?,Ranjit Singh,Banda Bahadur,Shivaji Maharaj,Maharana Pratap,b
Who is credited with inventing the Gurmukhi script?,Guru Gobind Singh,Guru Nanak,Guru Angad,Guru Tegh Bahadur,c
Where is Hemkund Sahib Gurudwara located?,Himachal Pradesh,Uttarakhand,Jammu and Kashmir,Sikkim,b
Which Sikh Guru laid the foundation of 'Khalsa Panth'?,Guru Angad,Guru Tegh Bahadur,Guru Gobind Singh,Guru Nanak Dev,c
In which year was Guru Nanak Dev born?,1496,1469,1539,1675,b
"Who built the Harmandir Sahib, popularly known as the Golden Temple, in Amritsar?",Guru Gobind Singh,Guru Tegh Bahadur,Guru Arjun Dev,Guru Nanak Dev,c
In what year did the East India Company sign the first Treaty of Amritsar with Ranjit Singh?,1857,1809,1764,1799,b
What was the capital during the rule of Tipu Sultan?,Bangalore,Mysore,Srirangapatna,Deccan,c
The Second Anglo-Mysore War ended in which treaty?,Treaty of Srirangapatna,Treaty of Mysore,Treaty of Mangalore,Treaty of Bengal,c
How many wars did the British fight with the Mysore rulers in the 18th century?,Two,Three,Four,Five,c
Who is associated with the Third Anglo-Mysore War and the introduction of civil services in India?,Warren Hastings,Lord Wellesley,Lord Cornwallis,Robert Clive,c
From which location did the Wodeyar dynasty rule?,Bangalore,Madras,Mysore,Delhi,c
In what year did Tipu Sultan and the British East India Company sign the Treaty of Mangalore?,1799,1784,1809,1764,b
"In 1799, whom did the British defeat?",Hyder Ali,Ranjit Singh,Tipu Sultan,Shivaji Maharaj,c
"After the defeat of Tipu Sultan in the Battle of Srirangapatna, who ruled Mysore?",The British East India Company,The Nizams,Wadiyars,The Marathas,c
Tipu Sultan was known as the Lion of which region?,Bengal,Mysore,Punjab,Deccan,b
Who was the Governor General of Bengal during the Third Anglo-Mysore War?,Warren Hastings,Lord Wellesley,Lord Cornwallis,Robert Clive,c
From which region did the Nizams of the Asaf Jahi dynasty rule?,Bengal,Deccan region,Awadh,Punjab,b
Which was the second province to accept the Subsidiary Alliance?,Awadh,Bengal,Mysore,Hyderabad,c
In which year was Sri Guru Tegh Bahadur murdered on the orders of Aurangzeb?,1700,1666,1675,1599,c
The Gurmukhi script was invented by which Sikh Guru?,Guru Gobind Singh,Guru Arjun Dev,Guru Angad,Guru Tegh Bahadur,c
In which present-day state is Hemkund Sahib Gurudwara located?,Punjab,Himachal Pradesh,Uttarakhand,Jammu and Kashmir,c
Who laid the foundation of the 'Khalsa Panth'?,Guru Angad,Guru Nanak Dev,Guru Tegh Bahadur,Guru Gobind Singh,d
In what year was Guru Nanak Dev born?,1539,1469,1675,1708,b
Guru Arjun Dev built which world-famous shrine in Amritsar?,Akal Takht,Harmandir Sahib (Golden Temple),Anandpur Sahib,Hemkund Sahib,b
Which individual is associated with the Third Anglo-Mysore War?,Lord Wellesley,Warren Hastings,Lord Dalhousie,Lord Cornwallis,d
In what year was Tipu Sultan defeated by the British?,1767,1784,1799,1809,c
Which of the following is INCORRECT regarding Tipu Sultan?,He was known as the Lion of Mysore,He was defeated in the Battle of Srirangapatna,He signed the Treaty of Mangalore with the British,He ruled from Delhi,d
"After the defeat of Tipu Sultan in the Battle of Srirangapatna, which dynasty ruled Mysore?",The Mughals,The Wodeyars,The Nizams,The Marathas,b
"Match the following:

Column I
(A) Guru Angad
(B) Guru Gobind Singh
(C) Guru Arjun Dev
(D) Tipu Sultan

Column II
(1) Khalsa Panth
(2) Golden Temple
(3) Gurmukhi Script
(4) Lion of Mysore","A-3, B-1, C-2, D-4","A-1, B-2, C-3, D-4","A-2, B-3, C-4, D-1","A-4, B-3, C-2, D-1",a
In which year was Sri Guru Tegh Bahadur murdered?,1665,1685,1675,1655,c
"After the death of Sri Guru Gobind Singh, against whom did the Sikhs revolt?",Rajputs,Marathas,Mughals,Afghans,c
Who invented the Gurmukhi script?,Guru Nanak,Guru Gobind Singh,Guru Tegh Bahadur,Guru Angad,d
Who laid the foundation of 'Khalsa Panth'?,Guru Angad,Guru Tegh Bahadur,Guru Nanak Dev,Guru Gobind Singh,d
Who built the Harmandir Sahib (Golden Temple) in Amritsar?,Guru Har Rai,Guru Harkrishan,Guru Arjun Dev,Guru Ram Das,c
The Second Anglo-Mysore War ended with which treaty?,Treaty of Seringapatam,Treaty of Madras,Treaty of Mangalore,Treaty of Salbai,c
Who is associated with the Third Anglo-Mysore War?,Warren Hastings,Lord Wellesley,Lord Dalhousie,Lord Cornwallis,d
From where did the Wodeyar dynasty rule?,Deccan,Madras,Mysore,Bengal,c
In which year was the Treaty of Mangalore signed between Tipu Sultan and the British East India Company?,1792,1780,1784,1799,c
Tipu Sultan was known as the Lion of which place?,Bengal,Deccan,Srirangapatna,Mysore,d
"After the death of Sri Guru Gobind Singh, the Sikhs revolted against whom?",The British,The Afghans,The Marathas,The Mughals,d
The Gurmukhi script was invented by which Guru?,Guru Nanak,Guru Gobind Singh,Guru Tegh Bahadur,Guru Angad,d
"Who built the Harmandir Sahib, popularly known as the Golden Temple?",Guru Har Rai,Guru Harkrishan,Guru Arjun Dev,Guru Ram Das,c
In which year did the East India Company sign the first Treaty of Amritsar with Ranjit Singh?,1819,1799,1809,1789,c
Which dynasty ruled from Mysore?,Asaf Jahi dynasty,Wodeyar dynasty,Nanda dynasty,Maurya dynasty,b
"After the defeat of Tipu Sultan in the Battle of Srirangapatna, Mysore was ruled by whom?",The British,The Mughals,Wadiyars,The Nizams,c
Who established the independent state of Bengal?,Hector Munro,Ibrahim Khan,Murshid Quli Khan,Alivardi Khan,c
The English army in the Battle of Buxar was led by whom?,Robert Clive,Warren Hastings,Hector Munro,Murshid Quli Khan,c
Mir Qasim's name is associated with which of the following?,Treaty of Alinagar,Battle of Plassey,Black Hole Tragedy,Battle of Buxar,d
In what year was Siraj-ud-Daulah made the Nawab of Bengal?,1764,1757,1673,1756,d
Who did Siraj-ud-Daulah succeed as the Nawab of Bengal?,Mir Jafar,Murshid Quli Khan,Ibrahim Khan,Alivardi Khan,d
Under whose leadership did Bengal break away from Mughal control?,Alamgir II,Mir Jafar,Alivardi Khan,Murshid Quli Khan,d
Which entity won the Battle of Plassey in 1757?,Mughal Empire,French East India Company,British East India Company,Bengal Sultanate,c
On which riverbank is Plassey located?,Ganges River,Yamuna River,Hooghly River,Bhagirathi River,d
Where is the 'Black Hole' monument located?,Murshidabad,Delhi,West Bengal (Calcutta),Bihar,c
In which year was Mir Jafar re-established as the Nawab of Bengal?,1756,1757,1764,1673,c
Who was made the Nawab of Bengal after the Battle of Plassey?,Siraj-ud-Daulah,Alivardi Khan,Mir Qasim,Mir Jafar,d
"Which general, who had never fought a battle, led to the defeat of Siraj-ud-Daulah in the Battle of Plassey?",Mohanlal,Mir Madan,Hector Munro,Mir Jafar,d
Mir Madan and Mohanlal are related to which battle?,Battle of Buxar,Battle of Alinagar,Battle of Plassey,Battle of Wandiwash,c
Who was the Mughal Emperor at the time of the Battle of Plassey?,Shah Alam II,Aurangzeb,Bahadur Shah Zafar,Alamgir II,d
Who signed the Treaty of Alinagar with the British?,Mir Jafar,Alivardi Khan,Siraj-ud-Daulah,Mir Qasim,c
The Battle of Buxar was fought in which year?,1757 AD,1756 AD,1764 AD,1673 AD,c
Who led the English army in the Battle of Buxar?,Robert Clive,Warren Hastings,Hector Munro,Lord Cornwallis,c
The name of Mir Qasim is associated with which of the following battles?,Battle of Plassey,Battle of Wandiwash,Battle of Buxar,Battle of Panipat,c
In what year was Mir Jafar re-established as the Nawab of Bengal?,1757,1760,1764,1765,c
Who was the Nawab of Bengal made after the Battle of Plassey?,Siraj-ud-Daulah,Mir Qasim,Alivardi Khan,Mir Jafar,d
Which Mughal Emperor reigned at the time of the Battle of Plassey?,Shah Alam II,Aurangzeb,Alamgir II,Bahadur Shah Zafar,c
With whom did Siraj-ud-Daulah sign the Treaty of Alinagar?,The French,The Dutch,The British,The Portuguese,c
Which of the following statements is INCORRECT regarding the Battle of Plassey?,It was fought between the East India Company and Nawab Siraj-ud-Daulah.,"The army was led by Mir Jafar, who had never fought a battle.",It was won by the British East India Company.,It was fought on the banks of the Hooghly River.,d
In what year did Siraj ud-Daulah become the Nawab of Bengal?,1764,1756,1757,1760,b
The English army in the Battle of Buxar was commanded by which individual?,Robert Clive,Warren Hastings,Hector Munro,Lord Cornwallis,c
Mir Qasim is most notably associated with which of the following battles?,Battle of Plassey,Battle of Buxar,Battle of Panipat,Battle of Alinagar,b
Who was the Mughal Emperor during the Battle of Plassey?,Shah Alam II,Aurangzeb,Alamgir II,Bahadur Shah Zafar,c
Which of the following statements is INCORRECT regarding Siraj-ud-Daulah?,He signed the Treaty of Alinagar with the British.,He became the Nawab of Bengal in 1756.,His army was led by Mir Jafar at the Battle of Plassey.,He succeeded Murshid Quli Khan as the Nawab of Bengal.,d
The Battle of Plassey was won by which entity?,Nawab Siraj-ud-Daulah,Mughal Empire,British East India Company,French East India Company,c
The 'Black Hole' monument is located in which of the following locations?,Murshidabad,Delhi,West Bengal (Calcutta),Plassey,c
Mir Madan and Mohanlal are related to which of the following events?,Battle of Buxar,Treaty of Alinagar,Battle of Plassey,Establishment of Bengal as a French colony,c
"Arrange the following events related to Bengal in chronological order:
 I. Battle of Buxar
 II. Battle of Plassey
 III. Siraj-ud-Daulah became the Nawab of Bengal
 IV. Mir Jafar re-established as Nawab","III, II, I, IV","II, III, IV, I","I, II, III, IV","IV, I, II, III",a
Which of the following statements is NOT correct regarding the Battle of Plassey?,It was fought in 1757.,It was fought on the banks of the Bhagirathi River.,The army of Siraj-ud-Daulah was led by Mir Jafar.,It resulted in Mir Qasim becoming the Nawab of Bengal.,d
The French established a trading post on the right bank of the Hooghly River in 1673 after obtaining permission from which Nawab of Bengal?,Siraj-ud-Daulah,Alivardi Khan,Murshid Quli Khan,Ibrahim Khan,d
"On which river's banks is Plassey, the site of the Battle of Plassey, located?",Ganges River,Yamuna River,Bhagirathi River,Hooghly River,c
In which city is the 'Black Hole' monument located?,Murshidabad,Delhi,Calcutta,Plassey,c
Which general's leadership contributed to the defeat of Nawab Siraj-ud-Daulah in the Battle of Plassey?,Mohanlal,Mir Madan,Hector Munro,Mir Jafar,d
Which Mughal Emperor reigned during the Battle of Plassey?,Shah Alam II,Aurangzeb,Alamgir II,Bahadur Shah Zafar,c
Which battle was fought in 1764 AD?,Battle of Plassey,Battle of Alinagar,Battle of Buxar,Battle of Bengal,c
"Match the following historical figures with their associated battles:

Column I
(A) Mir Madan
(B) Hector Munro

Column II
(1) Battle of Buxar
(2) Battle of Plassey

Choose the correct option:","A-1, B-2","A-2, B-1","A-1, B-1","A-2, B-2",b
"In which year was the Treaty of Allahabad signed between Shuja-ud-Daulah, Shah Alam, and Robert Clive?",1757,1764,1765,1756,c
"Who was the Governor General when the East India Company was granted Diwani rights in Bengal, Bihar, and Orissa by Emperor Shah Alam?",Warren Hastings,Lord Cornwallis,Lord Wellesley,Lord Clive,d
Who shifted the capital from Murshidabad to Munger?,Mir Jafar,Siraj-ud-Daulah,Mir Qasim,Shuja-ud-Daulah,c
"After the Battle of Plassey, where was Mir Jafar enthroned as the Nawab of Bengal?",Calcutta,Munger,Dhaka,Murshidabad,d
In which year did the Battle of Plassey occur?,1764,1756,1765,1757,d
Which Indian coastal town was gifted as dowry to Charles II of England in 1662?,Calcutta,Goa,Mumbai,Madras,c
The 'Kala Kothri' incident occurred in Calcutta in which year?,1764,1757,1765,1756,d
Who defeated Siraj-ud-Daulah in the Battle of Plassey?,Lord Cornwallis,Robert Clive,Warren Hastings,Lord Wellesley,b
The East India Company obtained 'Diwani' rights over Bengal and Bihar in which year?,1757,1764,1765,1756,c
In which year was the Battle of Buxar fought?,1757 AD,1756 AD,1765 AD,1764 AD,d
Who led the East India Company's army in the Battle of Plassey in 1757?,Warren Hastings,Lord Cornwallis,Robert Clive,Lord Wellesley,c
Murshid Quli Khan shifted his capital from Dhaka to which city?,Munger,Calcutta,Plassey,Murshidabad,d
"Who was the Governor-General during whose tenure the East India Company was granted Diwani rights in Bengal, Bihar, and Orissa by Emperor Shah Alam?",Warren Hastings,Lord Cornwallis,Lord Wellesley,Lord Clive,d
In which year did the British East India Company win a decisive victory in the Battle of Plassey?,1764,1756,1765,1757,d
Which Indian coastal town was gifted as dowry to Charles II of England in 1662 by the King of Portugal?,Goa,Calcutta,Mumbai,Madras,c
In which city did the 'Kala Kothri' (Black Hole) incident occur in 1756?,Murshidabad,Calcutta,Dhaka,Munger,b
"Who defeated Siraj-ud-Daulah, the Nawab of Bengal, in the Battle of Plassey?",Lord Cornwallis,Robert Clive,Warren Hastings,Lord Wellesley,b
The Battle of Plassey was fought between the East India Company and whom?,The Mughal Emperor,The Nawab of Awadh,The Nawab of Bengal,The Maratha Empire,c
In which year did the British gain political power in India after the Battle of Plassey?,1764,1756,1765,1757,d
In which year did the East India Company obtain 'Diwani' rights over Bengal and Bihar?,1757,1764,1765,1772,c
"In which year were 'Diwani rights' (right to collect revenue and settle civil cases in Bengal, Bihar and Orissa) granted to the East India Company?",1757,1764,1765,1772,c
How did the trade of the British East India Company expand?,Through alliances with local rulers,Through aggressive trade policies,After the British victory at the Battle of Plassey in 1757,Through direct investment in infrastructure,c
Who led the army of the East India Company in the Battle of Plassey in 1757?,Warren Hastings,Lord Cornwallis,Robert Clive,Lord Wellesley,c
Which region saw the establishment of British rule after the battles of Plassey and Buxar?,In Bombay,In Madras,In Bengal,In Punjab,c
Murshid Quli Khan declared himself the Nawab of Bengal and shifted his capital from Dhaka to which place?,Munger,Calcutta,Murshidabad,Plassey,c
In which year did Shuja-ud-Daulah and Shah Alam sign the Treaty of Allahabad with Robert Clive?,1764,1757,1765,1756,c
In what year did the Kala Kothri incident occur in Calcutta?,1764,1765,1757,1756,d
"In the Battle of Plassey, who defeated Siraj-ud-Daulah, the Nawab of Bengal?",Robert Clive,Warren Hastings,Lord Cornwallis,Lord Dalhousie,a
In which year did the Battle of Plassey take place?,1764,1756,1765,1757,d
Murshid Quli Khan shifted his capital from Dhaka to which place?,Munger,Calcutta,Plassey,Murshidabad,d
"Match the following:

Column I
(A) Battle of Plassey
(B) Treaty of Allahabad

Column II
(1) 1765
(2) 1757

Choose the correct option:","A-1, B-2","A-2, B-1","A-1, B-1","A-2, B-2",b
Which of the following is NOT correct about the events related to the East India Company?,The British gained political power in India after the Battle of Plassey.,The King of Portugal gifted Mumbai as dowry to Charles II of England in 1662.,The East India Company obtained 'Diwani' rights over Bengal and Bihar in 1765.,The Battle of Buxar was fought in 1756.,d
"In what year did the Battle of Plassey take place, marking a decisive victory for the British East India Company?",1764,1756,1765,1757,d
Which coastal town was gifted by the King of Portugal as dowry to Charles II of England in 1662?,Calcutta,Goa,Mumbai,Madras,c
The Battle of Plassey in 1757 was fought between the East India Company and whom?,The Mughal Empire,The Nawab of Awadh,The Nawab of Bengal,The Maratha Empire,c
In what year did the British gain significant political power in India following the Battle of Plassey?,1764,1756,1765,1757,d
"In what year were 'Diwani rights' (right to collect revenue and settle civil cases in Bengal, Bihar, and Orissa) granted to the East India Company?",1757,1764,1765,1750,c
The battles of Plassey and Buxar established the British rule in which region?,Bombay,Madras,Bengal,Delhi,c
"Where did Murshid Quli Khan shift his capital from Dhaka to, after declaring himself the Nawab of Bengal?",Calcutta,Munger,Plassey,Murshidabad,d
"In 1680, who ascended the throne after winning the war of succession against his brother Rajaram?",Shivaji,Sambhaji,Shahu,Balaji Vishwanath,b
With whom did the Holkar dynasty sign the Treaty of Mandsaur in 1818?,The Mughals,The French,The British,Ahmad Shah Abdali,c
Shivaji was born in which fort?,Raigad Fort,Shivneri Fort,Panhala Fort,Torna Fort,b
In which year was the third battle of Panipat fought?,1757,1764,1761,1802,c
Who fought against Ahmad Shah Abdali in the third battle of Panipat?,The Mughals,The Rajputs,The Sikhs,The Marathas,d
"In which year was the Treaty of Salbai signed, ending the First Anglo-Maratha War?",1775,1782,1802,1818,b
In which year was the Treaty of Bassein signed?,1761,1782,1802,1818,c
Who went to London to plead for the pension of Bajirao II before the Court of Directors?,Nana Saheb,Maharana Pratap,Azimullah Khan,Peshwa Balaji Vishwanath,c
"Who remarked, “The Company is an anomaly, but it is part of a system where everything is anomalous.”?",Lord Clive,Warren Hastings,GB Macaulay,Ahmad Shah Abdali,c
Who was the father of Bajirao I (Bajirao Ballal)?,Shivaji,Sambhaji,Rajaram,Peshwa Balaji Vishwanath,d
Who was the third Chhatrapati and the younger son of Shivaji?,Sambhaji,Shahu,Bajirao I,Balaji Vishwanath,b
What tactics and military strategies did Shivaji use to lead a series of invasions in the 1660s?,Conventional,Guerrilla,Naval,Diplomatic,b
Where was Shivaji born?,Raigad Fort,Panhala Fort,Shivneri Fort,Pratapgad Fort,c
What was the name of Maharana Pratap's horse?,Badal,Chetak,Nukra,Pawan,b
Who went to London to plead before the Court of Directors for giving the pension given to Bajirao II to Nana Saheb?,Nana Saheb,Azimullah Khan,Bajirao I,Balaji Vishwanath,b
Who was the adopted son of Bajirao Peshwa?,Shivaji,Sambhaji,Nana Saheb,Rajaram,c
"Who remarked about the East India Company, “The Company is an anomaly, but it is part of a system where everything is anomalous.”?",Warren Hastings,Lord Cornwallis,GB Macaulay,Lord Dalhousie,c
Who was the father of Bajirao I or Bajirao Ballal?,Shivaji,Sambhaji,Peshwa Balaji Vishwanath,Rajaram,c
Who ascended the Maratha throne in 1680 after winning the war of succession against Rajaram?,Shivaji,Sambhaji,Shahu,Bajirao I,b
Which treaty did the Holkar dynasty sign with the British in 1818?,Treaty of Salbai,Treaty of Bassein,Treaty of Mandsaur,Treaty of Plassey,c
In which battle was Ahmad Shah Abdali defeated by the Marathas?,First Anglo-Maratha War,Second Anglo-Maratha War,Third Battle of Panipat,Battle of Plassey,c
Which of the following statements is INCORRECT regarding the Maratha Empire?,The Treaty of Salbai ended the First Anglo-Maratha War.,Shivaji used guerrilla tactics in the 1660s.,The third battle of Panipat was fought in 1761.,Shivaji was born in Raigad.,d
Who pleaded before the Court of Directors in London for giving the pension of Bajirao II to Nana Saheb?,Lord Clive,GB Macaulay,Azimullah Khan,Peshwa Balaji Vishwanath,c
"Match the following treaties with the years they were signed:

Column I
(A) Treaty of Salbai
(B) Treaty of Bassein

Column II
(1) 1802
(2) May 1782

","A-1, B-2","A-2, B-1","A-1, B-1","A-2, B-2",b
"Who remarked, “The Company is an anomaly, but it is part of a system where everything is anomalous.” about the East India Company?",Azimullah Khan,GB Macaulay,Lord Clive,Nana Saheb,b
Who was the son of Peshwa Balaji Vishwanath?,Nana Saheb,Bajirao II,Bajirao I,Ahmad Shah Abdali,c
The fear of expansion towards India in the 19th century was the basis of Anglo relations with which country?,Afghanistan,Russia,Britain,China,b
Who went to London to plead for giving the pension of Bajirao II to Nana Saheb?,Maharana Pratap,Azimullah Khan,Lord Clive,GB Macaulay,b
Who defeated whom in the Battle of Plassey?,Lord Clive defeated Mir Jafar,Lord Clive defeated Siraj-ud-daulah,Ahmad Shah Abdali defeated the Marathas,The British defeated the Afghans,b
Which country's potential expansion towards India was the basis of Anglo-Afghan relations in the 19th century?,France,Germany,Russia,China,c
The provinces of the Peshwas were merged into which Presidency as a result of the Anglo-Maratha War?,Bengal Presidency,Madras Presidency,Bombay Presidency,Calcutta Presidency,c
In which year was the Treaty of Salbai signed?,1792,1782,1802,1772,b
On what date did the Third Battle of Panipat take place?,"January 14, 1761","January 24, 1761","February 14, 1761","December 14, 1760",a
Which of the following dynasties was Bajirao II associated with?,Mughal,Maratha,Peshwa,Holkar,c
In which year did the Maratha Empire cease to exist?,1857,1818,1805,1761,b
Which state did NOT accept the 'Subsidiary Alliance'?,The Holkar State of Indore,Awadh,Pune,Surat,a
The First Anglo-Burmese War concluded with the signing of which treaty?,Treaty of Salbai,Treaty of Vasin,Treaty of Yandabo,Treaty of Surat,c
How much amount did the East India Company agree to pay the Mughal Emperor annually after the Battle of Buxar?,₹ 36 lakh,₹ 16 lakh,₹ 26 lakh,₹ 46 lakh,c
Who annexed Awadh for the British Empire citing disorder in the state?,Warren Hastings,Lord Wellesley,Lord Dalhousie,Robert Clive,c
On what date did Maharaja Dilip Singh sign the documents related to the merger of Punjab into the British Empire?,"March 19, 1849","March 29, 1849","April 9, 1849","April 19, 1849",b
In which year was Awadh integrated into the North-Western Province?,1867,1877,1849,1856,b
In which year was Awadh dethroned by the East India Company?,1849,1857,1856,1877,c
Lord Dalhousie annexed Awadh on the grounds of misrule in which year?,1877,1849,1856,1857,c
Which policy is associated with Warren Hastings?,Doctrine of Lapse,'ring fence' policy,Subsidiary Alliance,Divide and Rule,b
"Match the following: 
Column I (Treaty/Battle)   Column II (Year)
A. Treaty of Vasin           1. 1856
B. Third Battle of Panipat  2. 1782
C. Treaty of Salbai          3. 1761
D. Annexation of Awadh      4. 1802

Choose the correct sequence:","A-4, B-3, C-2, D-1","A-3, B-4, C-1, D-2","A-2, B-1, C-4, D-3","A-1, B-2, C-3, D-4",a
Which of the following represents the correct chronological order of these events?,Treaty of Vasin - Third Battle of Panipat - Treaty of Salbai,Third Battle of Panipat - Treaty of Salbai - Treaty of Vasin,Treaty of Salbai - Treaty of Vasin - Third Battle of Panipat,Treaty of Vasin - Treaty of Salbai - Third Battle of Panipat,b
Who signed the Treaty of Vasin with the British in 1802?,Bajirao I,Maharaja Dilip Singh,Wajid Ali Shah,Bajirao II,d
The Maratha Empire ceased to exist in which year?,1761,1782,1802,1818,d
The First Anglo-Burmese War concluded with which treaty?,Treaty of Salbai,Treaty of Vasin,Treaty of Yandabo,Treaty of Lahore,c
"After the Battle of Buxar, what annual sum did the East India Company agree to pay the Mughal Emperor?",₹ 16 lakh,₹ 20 lakh,₹ 26 lakh,₹ 30 lakh,c
Who annexed Awadh for the British Empire in India?,Warren Hastings,Lord Dalhousie,Lord Wellesley,Lord William Bentinck,b
Who was the ruler of Awadh when it was dethroned by the East India Company?,Bajirao II,Maharaja Dilip Singh,Wajid Ali Shah,Warren Hastings,c
The 'ring fence' policy is associated with which of the following?,Lord Dalhousie,Warren Hastings,Lord Wellesley,Lord Curzon,b
Which of the following statements is INCORRECT regarding the annexation of Awadh?,Lord Dalhousie annexed Awadh in 1856.,Awadh was annexed on the grounds of misrule.,Wajid Ali Shah was the ruler of Awadh during annexation.,Awadh was annexed after the Treaty of Salbai.,d
"Match the following:

Column I
(A) Treaty of Vasin
(B) Treaty of Salbai

Column II
(1) 1782
(2) 1802","A-1, B-2","A-2, B-1","A-1, B-1","A-2, B-2",b
The Treaty of Vasin was signed in which year?,1782,1849,1802,1818,c
The Treaty of Salbai was signed in the year:,1761,1802,1849,1782,d
The 'Subsidiary Alliance' was NOT accepted by which of the following?,Maratha Peshwa Bajirao II,East India Company,Holkar State of Indore,Mughal Emperor,c
The First Anglo-Burmese War ended with the signing of which treaty?,Treaty of Salbai,Treaty of Vasin,Treaty of Yandabo,Treaty of Lahore,c
"After the Battle of Buxar, the East India Company agreed to pay the Mughal Emperor an annual sum of:",₹ 16 lakh,₹ 36 lakh,₹ 20 lakh,₹ 26 lakh,d
Who annexed Awadh for the British Empire in India citing disorder in the state?,Warren Hastings,Lord Wellesley,Lord Dalhousie,Wajid Ali Shah,c
Maharaja Dilip Singh signed the documents related to the merger of Punjab into the British Empire on:,"March 14, 1761","March 29, 1849","January 14, 1761","January 29, 1849",b
In what year was Awadh integrated into the North-Western Province?,1856,1782,1877,1802,c
Lord Dalhousie annexed Awadh in 1856 on the grounds of:,Treaty violation,Misrule,Military weakness,Lack of an heir,b
The 'ring fence' policy is associated with:,Lord Dalhousie,Lord Wellesley,Warren Hastings,Wajid Ali Shah,c
In which year was the Treaty of Vasin signed between the Maratha Peshwa Bajirao II and the British?,1782,1802,1818,1761,b
In what year was the Treaty of Salbai signed?,1761,1802,1782,1818,c
On what date was the Third Battle of Panipat fought?,"January 14, 1761","March 29, 1849",In 1877,1856,a
Bajirao I ruled as Peshwa during which period?,1796-1818 AD,1720-1740 AD,1782-1802 AD,1761-1782 AD,b
Which city was once known as the capital of the Peshwa dynasty?,Indore,Surat,Bombay,Pune,d
How much money did the East India Company agree to pay the Mughal Emperor annually after the Battle of Buxar?,₹ 16 lakh,₹ 36 lakh,₹ 26 lakh,₹ 46 lakh,c
Who was a staunch supporter of the Doctrine of Lapse?,Warren Hastings,Lord Wellesley,Lord Dalhousie,Lord William Bentinck,c
The integration of Awadh into the North-Western Province took place in which year?,1856,1849,1782,1877,d
Lord Dalhousie annexed Awadh on the grounds of what?,Treaty violation,Military aggression,Misrule,Economic instability,c
The former princely state of Tripura was ruled by which dynasty?,Ahom,Manikya,Naga,Rajput,b
The Nawab of Awadh accepted the Subsidiary Alliance in which year?,1799,1801,1803,1805,b
In which year was the Supreme Court established in Calcutta by the East India Company?,1757,1773,1793,1813,b
Who headed the commission in 1834 related to laws?,Lord Cornwallis,Lord Ripon,Lord Wellesley,Lord Macaulay,d
"According to British revenue records, what could a 'mahal' be?",A single house,A city,A village or group of villages,A province,c
Land revenue collected directly from the cultivator is known as what system?,Zamindari,Ryotwari,Mahalwari,Permanent Settlement,b
In which state was the Mahalwari system primarily implemented?,Bengal,Madras,Bombay,Uttar Pradesh,d
In which year was the Bengal State Prisoners Regulation (Bengal Regulation III) passed?,1808,1818,1828,1838,b
In which year was the Inland Emigration Act implemented by the British?,1839,1849,1859,1869,c
The Charitable Endowments Act was passed in which year?,1870 AD,1880 AD,1890 AD,1900 AD,c
In which act was a separate examination provided for the Indian Civil Service to be held in India?,"Indian Councils Act, 1909","Government of India Act, 1919","Government of India Act, 1935","Indian Independence Act, 1947",b
Who first used fingerprints for human identification in India around 1860?,Lord Cornwallis,Lord Ripon,William Herschel,Lord Macaulay,c
Lord Cornwallis introduced which land revenue management system?,Ryotwari System,Mahalwari System,Permanent Settlement,Subsidiary Alliance,c
The Ryotwari system of revenue collection was based on which theory?,Adam Smith's theory of wealth,Ricardo's theory of rent,Marx's theory of capital,Keynesian economics,b
Under whose governance was CP Ilbert the Law Member of the Council?,Lord Dalhousie,Lord Curzon,Lord Ripon,Lord William Bentinck,c
The Ahom dynasty ruled over which state of India?,Manipur,Assam,Nagaland,Mizoram,b
In which year did the Nawab of Awadh accept the Subsidiary Alliance?,1799,1801,1803,1805,b
In which year did the East India Company establish the Supreme Court in Calcutta?,1771,1773,1775,1777,b
Who headed the committee in 1834 related to law?,Lord Dalhousie,Lord Canning,Lord William Bentinck,Lord Macaulay,d
"In the British revenue records, what is a 'mahal'?",A type of currency,A court of law,A village or group of villages,A type of weapon,c
Land revenue collected from the cultivator is known as what system?,Zamindari system,Ryotwari system,Mahalwari system,Permanent Settlement,b
The land revenue system in which the village is considered as the basic unit is known as:,Ryotwari system,Permanent Settlement,Mahalwari system,Zamindari system,c
In which state was the Mahalwari system implemented?,Bihar,Bengal,Uttar Pradesh,Madras,c
In which year was the Inland Emigration Act implemented?,1857,1859,1861,1863,b
Which act restricted plantation workers from leaving tea gardens without permission?,The Tea Plantation Act,The Emigration Act,"Inland Immigration Act, 1859",Plantation Labour Act,c
In which year was the Charitable Endowments Act passed?,1885 AD,1890 AD,1895 AD,1900 AD,b
"Under which act was a separate examination provided for the Indian Civil Service, to be held in India?","Indian Councils Act, 1909","Government of India Act, 1919","Government of India Act, 1935","Indian Independence Act, 1947",b
"In the 18th century, who was often called the local representative of the ""grandeur of the Company Bahadur""?",Collector,Governor,Inspector,Viceroy,c
