Question,Option A,Option B,Option C,Option D,Correct Answer,Subject,Topics,Points
Which city is called as 'The city of Taj' in Uttar Pradesh?,Lucknow,Agra,Kanpur,Varanasi,b,UP Special,"Geographical features of Uttar Pradesh rivers soil climate, District wise facts and administrative divisions UP, Important cities historical names and nicknames UP, Rivers dams and irrigation projects in UP, National parks wildlife sanctuaries bird sanctuaries UP, UP agriculture crops production ranks facts, UP minerals industries and industrial corridors, Historical places monuments and heritage sites UP, Freedom movement events related to UP, Famous personalities of Uttar Pradesh fields wise, UP festivals fairs folk dances music culture, UP education institutions universities facts, UP transport road rail expressways airports, UP government schemes and initiatives, UP census population literacy sex ratio density, UP districts formation years and headquarters, UP legislative assembly council facts seats, UP economy GDP sectors contribution, UP GI tags handicrafts products facts, Recent current affairs related to Uttar Pradesh",1
"Which of the following handicrafts is famous in Bareilly, Uttar Pradesh?",Zari Zardozi,Wood Carving,Surma,Pottery,a,UP Special,"Geographical features of Uttar Pradesh rivers soil climate, District wise facts and administrative divisions UP, Important cities historical names and nicknames UP, Rivers dams and irrigation projects in UP, National parks wildlife sanctuaries bird sanctuaries UP, UP agriculture crops production ranks facts, UP minerals industries and industrial corridors, Historical places monuments and heritage sites UP, Freedom movement events related to UP, Famous personalities of Uttar Pradesh fields wise, UP festivals fairs folk dances music culture, UP education institutions universities facts, UP transport road rail expressways airports, UP government schemes and initiatives, UP census population literacy sex ratio density, UP districts formation years and headquarters, UP legislative assembly council facts seats, UP economy GDP sectors contribution, UP GI tags handicrafts products facts, Recent current affairs related to Uttar Pradesh",1
Which of the following schemes is launched by UP government for the development of infrastructure in urban areas?,Atal Mission,Smart City Mission,Amrut Mission,Nirmal Bharat Abhiyan,c,UP Special,"Geographical features of Uttar Pradesh rivers soil climate, District wise facts and administrative divisions UP, Important cities historical names and nicknames UP, Rivers dams and irrigation projects in UP, National parks wildlife sanctuaries bird sanctuaries UP, UP agriculture crops production ranks facts, UP minerals industries and industrial corridors, Historical places monuments and heritage sites UP, Freedom movement events related to UP, Famous personalities of Uttar Pradesh fields wise, UP festivals fairs folk dances music culture, UP education institutions universities facts, UP transport road rail expressways airports, UP government schemes and initiatives, UP census population literacy sex ratio density, UP districts formation years and headquarters, UP legislative assembly council facts seats, UP economy GDP sectors contribution, UP GI tags handicrafts products facts, Recent current affairs related to Uttar Pradesh",1
Which classical dance form is originated from Uttar Pradesh?,Kuchipudi,Kathak,Bharatnatyam,Odissi,b,UP Special,"Geographical features of Uttar Pradesh rivers soil climate, District wise facts and administrative divisions UP, Important cities historical names and nicknames UP, Rivers dams and irrigation projects in UP, National parks wildlife sanctuaries bird sanctuaries UP, UP agriculture crops production ranks facts, UP minerals industries and industrial corridors, Historical places monuments and heritage sites UP, Freedom movement events related to UP, Famous personalities of Uttar Pradesh fields wise, UP festivals fairs folk dances music culture, UP education institutions universities facts, UP transport road rail expressways airports, UP government schemes and initiatives, UP census population literacy sex ratio density, UP districts formation years and headquarters, UP legislative assembly council facts seats, UP economy GDP sectors contribution, UP GI tags handicrafts products facts, Recent current affairs related to Uttar Pradesh",1
Which project aims to provide clean drinking water to rural households in Uttar Pradesh?,Jal Jeevan Mission,Swachh Bharat Abhiyan,Namami Gange,Nirmal Gram Yojana,a,UP Special,"Geographical features of Uttar Pradesh rivers soil climate, District wise facts and administrative divisions UP, Important cities historical names and nicknames UP, Rivers dams and irrigation projects in UP, National parks wildlife sanctuaries bird sanctuaries UP, UP agriculture crops production ranks facts, UP minerals industries and industrial corridors, Historical places monuments and heritage sites UP, Freedom movement events related to UP, Famous personalities of Uttar Pradesh fields wise, UP festivals fairs folk dances music culture, UP education institutions universities facts, UP transport road rail expressways airports, UP government schemes and initiatives, UP census population literacy sex ratio density, UP districts formation years and headquarters, UP legislative assembly council facts seats, UP economy GDP sectors contribution, UP GI tags handicrafts products facts, Recent current affairs related to Uttar Pradesh",1
What is the primary focus of the Uttar Pradesh Skill Development Mission?,Providing employment opportunities,Enhancing skills of youth,Promoting tourism,Improving agriculture,b,UP Special,"Geographical features of Uttar Pradesh rivers soil climate, District wise facts and administrative divisions UP, Important cities historical names and nicknames UP, Rivers dams and irrigation projects in UP, National parks wildlife sanctuaries bird sanctuaries UP, UP agriculture crops production ranks facts, UP minerals industries and industrial corridors, Historical places monuments and heritage sites UP, Freedom movement events related to UP, Famous personalities of Uttar Pradesh fields wise, UP festivals fairs folk dances music culture, UP education institutions universities facts, UP transport road rail expressways airports, UP government schemes and initiatives, UP census population literacy sex ratio density, UP districts formation years and headquarters, UP legislative assembly council facts seats, UP economy GDP sectors contribution, UP GI tags handicrafts products facts, Recent current affairs related to Uttar Pradesh",1
Which of the following is the largest district by area in Uttar Pradesh?,Lakhimpur Kheri,Sonbhadra,Sitapur,Prayagraj,a,UP Special,"Geographical features of Uttar Pradesh rivers soil climate, District wise facts and administrative divisions UP, Important cities historical names and nicknames UP, Rivers dams and irrigation projects in UP, National parks wildlife sanctuaries bird sanctuaries UP, UP agriculture crops production ranks facts, UP minerals industries and industrial corridors, Historical places monuments and heritage sites UP, Freedom movement events related to UP, Famous personalities of Uttar Pradesh fields wise, UP festivals fairs folk dances music culture, UP education institutions universities facts, UP transport road rail expressways airports, UP government schemes and initiatives, UP census population literacy sex ratio density, UP districts formation years and headquarters, UP legislative assembly council facts seats, UP economy GDP sectors contribution, UP GI tags handicrafts products facts, Recent current affairs related to Uttar Pradesh",1
Which city in UP is famous for its locks and hardware?,Agra,Aligarh,Kanpur,Lucknow,b,UP Special,"Geographical features of Uttar Pradesh rivers soil climate, District wise facts and administrative divisions UP, Important cities historical names and nicknames UP, Rivers dams and irrigation projects in UP, National parks wildlife sanctuaries bird sanctuaries UP, UP agriculture crops production ranks facts, UP minerals industries and industrial corridors, Historical places monuments and heritage sites UP, Freedom movement events related to UP, Famous personalities of Uttar Pradesh fields wise, UP festivals fairs folk dances music culture, UP education institutions universities facts, UP transport road rail expressways airports, UP government schemes and initiatives, UP census population literacy sex ratio density, UP districts formation years and headquarters, UP legislative assembly council facts seats, UP economy GDP sectors contribution, UP GI tags handicrafts products facts, Recent current affairs related to Uttar Pradesh",1
What is the purpose of UP government's 'Gauvansh Ashray Sthal'?,Promoting cow breed,Providing shelter to stray cattle,Increasing milk production,Promoting organic farming,b,UP Special,"Geographical features of Uttar Pradesh rivers soil climate, District wise facts and administrative divisions UP, Important cities historical names and nicknames UP, Rivers dams and irrigation projects in UP, National parks wildlife sanctuaries bird sanctuaries UP, UP agriculture crops production ranks facts, UP minerals industries and industrial corridors, Historical places monuments and heritage sites UP, Freedom movement events related to UP, Famous personalities of Uttar Pradesh fields wise, UP festivals fairs folk dances music culture, UP education institutions universities facts, UP transport road rail expressways airports, UP government schemes and initiatives, UP census population literacy sex ratio density, UP districts formation years and headquarters, UP legislative assembly council facts seats, UP economy GDP sectors contribution, UP GI tags handicrafts products facts, Recent current affairs related to Uttar Pradesh",1
Which of the following is a famous folk song of Uttar Pradesh?,Bihugeet,Kajari,Lavani,Bhangra,b,UP Special,"Geographical features of Uttar Pradesh rivers soil climate, District wise facts and administrative divisions UP, Important cities historical names and nicknames UP, Rivers dams and irrigation projects in UP, National parks wildlife sanctuaries bird sanctuaries UP, UP agriculture crops production ranks facts, UP minerals industries and industrial corridors, Historical places monuments and heritage sites UP, Freedom movement events related to UP, Famous personalities of Uttar Pradesh fields wise, UP festivals fairs folk dances music culture, UP education institutions universities facts, UP transport road rail expressways airports, UP government schemes and initiatives, UP census population literacy sex ratio density, UP districts formation years and headquarters, UP legislative assembly council facts seats, UP economy GDP sectors contribution, UP GI tags handicrafts products facts, Recent current affairs related to Uttar Pradesh",1
The construction of which dam caused displacement of tribal population in Sonbhadra district?,Rihand Dam,Rajghat Dam,Matatila Dam,Parichha Dam,a,UP Special,"Geographical features of Uttar Pradesh rivers soil climate, District wise facts and administrative divisions UP, Important cities historical names and nicknames UP, Rivers dams and irrigation projects in UP, National parks wildlife sanctuaries bird sanctuaries UP, UP agriculture crops production ranks facts, UP minerals industries and industrial corridors, Historical places monuments and heritage sites UP, Freedom movement events related to UP, Famous personalities of Uttar Pradesh fields wise, UP festivals fairs folk dances music culture, UP education institutions universities facts, UP transport road rail expressways airports, UP government schemes and initiatives, UP census population literacy sex ratio density, UP districts formation years and headquarters, UP legislative assembly council facts seats, UP economy GDP sectors contribution, UP GI tags handicrafts products facts, Recent current affairs related to Uttar Pradesh",1
Which Indian classical musician belongs to Uttar Pradesh?,Pandit Ravi Shankar,Ustad Zakir Hussain,MS Subbulakshmi,Bhimsen Joshi,a,UP Special,"Geographical features of Uttar Pradesh rivers soil climate, District wise facts and administrative divisions UP, Important cities historical names and nicknames UP, Rivers dams and irrigation projects in UP, National parks wildlife sanctuaries bird sanctuaries UP, UP agriculture crops production ranks facts, UP minerals industries and industrial corridors, Historical places monuments and heritage sites UP, Freedom movement events related to UP, Famous personalities of Uttar Pradesh fields wise, UP festivals fairs folk dances music culture, UP education institutions universities facts, UP transport road rail expressways airports, UP government schemes and initiatives, UP census population literacy sex ratio density, UP districts formation years and headquarters, UP legislative assembly council facts seats, UP economy GDP sectors contribution, UP GI tags handicrafts products facts, Recent current affairs related to Uttar Pradesh",1
Which district of Uttar Pradesh is known for its production of mangoes?,Lucknow,Saharanpur,Allahabad,Varanasi,a,UP Special,"Geographical features of Uttar Pradesh rivers soil climate, District wise facts and administrative divisions UP, Important cities historical names and nicknames UP, Rivers dams and irrigation projects in UP, National parks wildlife sanctuaries bird sanctuaries UP, UP agriculture crops production ranks facts, UP minerals industries and industrial corridors, Historical places monuments and heritage sites UP, Freedom movement events related to UP, Famous personalities of Uttar Pradesh fields wise, UP festivals fairs folk dances music culture, UP education institutions universities facts, UP transport road rail expressways airports, UP government schemes and initiatives, UP census population literacy sex ratio density, UP districts formation years and headquarters, UP legislative assembly council facts seats, UP economy GDP sectors contribution, UP GI tags handicrafts products facts, Recent current affairs related to Uttar Pradesh",1
Which scheme aims to provide affordable housing for the urban poor in Uttar Pradesh?,Pradhan Mantri Awas Yojana (Urban),Rajiv Awas Yojana,Indira Awas Yojana,Ashiana Housing Scheme,a,UP Special,"Geographical features of Uttar Pradesh rivers soil climate, District wise facts and administrative divisions UP, Important cities historical names and nicknames UP, Rivers dams and irrigation projects in UP, National parks wildlife sanctuaries bird sanctuaries UP, UP agriculture crops production ranks facts, UP minerals industries and industrial corridors, Historical places monuments and heritage sites UP, Freedom movement events related to UP, Famous personalities of Uttar Pradesh fields wise, UP festivals fairs folk dances music culture, UP education institutions universities facts, UP transport road rail expressways airports, UP government schemes and initiatives, UP census population literacy sex ratio density, UP districts formation years and headquarters, UP legislative assembly council facts seats, UP economy GDP sectors contribution, UP GI tags handicrafts products facts, Recent current affairs related to Uttar Pradesh",1
