Question,Option A,Option B,Option C,Option D,Correct Answer
In which district is Katarniaghat Wildlife Sanctuary situated?,Lalitpur,Bahraich,Chitrakoot,Sonbhadra,b
Which is the smallest wildlife sanctuary in Uttar Pradesh?,Hastinapur Wildlife Sanctuary,Kaimur Wildlife Sanctuary,Mahavir Swami Wildlife Sanctuary,Ranipur Wildlife Sanctuary,c
"Match the following Wildlife Sanctuaries with their respective districts:

Column I (Wildlife Sanctuary)
(A) Katarniaghat
(B) Ranipur
(C) Kaimur
(D) Mahavir Swami

Column II (District)
(1) Banda and Chitrakoot
(2) Mirzapur and Sonbhadra
(3) Lalitpur
(4) Bahraich

Choose the correct sequence:","A-4, B-1, C-2, D-3","A-1, B-2, C-3, D-4","A-2, B-3, C-4, D-1","A-3, B-4, C-1, D-2",a
In which district is Sohagi Barwa Wildlife Sanctuary located?,Varanasi,Aligarh,Maharajganj,Gonda,c
The Turtle Wildlife Sanctuary is located in which district?,Agra,Varanasi,Bijnor,Kannauj,b
What is the current conservation status of the state bird Sarus?,Critically Endangered,Vulnerable,Endangered,Near Threatened,c
Approximately what percentage of the world's crane population resides in Uttar Pradesh?,20%,30%,50%,40%,d
Which of the following is the largest bird sanctuary in Uttar Pradesh?,Shekha Bird Sanctuary,Shaheed Chandrashekhar Azad Bird Sanctuary,Lakh Bahosi Bird Sanctuary,Parvati Arga Bird Sanctuary,c
Where is Lakh Bahosi Bird Sanctuary located?,Aligarh,Kannauj,Gonda,Pratapgarh,b
What is the area of Lakh Bahosi Bird Sanctuary?,0.40 sq km,80.24 sq km,50.00 sq km,65.75 sq km,b
Which is the smallest bird sanctuary in Uttar Pradesh?,Sur Sarovar Bird Sanctuary,Parvati Arga Bird Sanctuary,Shekha Bird Sanctuary,Jai Prakash Narayan Bird Sanctuary,c
The Shekha Bird Sanctuary is located in which district?,Gonda,Baliya,Agra,Aligarh,d
What is the area of Shekha Bird Sanctuary?,80.24 sq km,0.80 sq km,0.40 sq km,1.20 sq km,c
What was the former name of Shaheed Chandrashekhar Azad Bird Sanctuary?,Sur Sarovar Bird Sanctuary,Nawabganj Bird Sanctuary,Parvati Arga Bird Sanctuary,Bakhira Bird Sanctuary,b
Shaheed Chandrashekhar Azad Bird Sanctuary is located in which district?,Baliya,Pratapgarh,Unnao,Bijnor,c
Parvati Arga Bird Sanctuary is located in which district?,Kannauj,Aligarh,Gonda,Agra,c
Where is Sur Sarovar Bird Sanctuary located?,Bijnor,Agra,Baliya,Pratapgarh,b
Dr. Bhimrao Ambedkar Bird Sanctuary is located in which district?,Baliya,Gonda,Pratapgarh,Unnao,c
Jai Prakash Narayan Bird Sanctuary is located in which district?,Pratapgarh,Baliya,Agra,Bijnor,b
How many tiger reserves are there in Uttar Pradesh?,2,3,5,4,d
Amangarh Tiger Reserve is located in which district?,Pilibhit,Bijnor,Maharajganj,Unnao,b
Which of the following is the fourth tiger reserve of Uttar Pradesh?,Dudhwa,Pilibhit,Amangarh,Ranipur,d
In which year was Ranipur Tiger Reserve established?,2020,2021,2022,2019,c
By what name was Kanpur Biological Park initially established?,Allen Forest as Zoo,Ellen Forrest as Juke,Prince of Wales Zoological Garden,Kanpur Zoological Garden,b
What was the former name of Wajid Ali Shah Zoological Park in Lucknow?,Kanpur Zoological Park,Allen Forest,Prince of Wales Zoological Garden,Lucknow Zoo,c
Ranipur Tiger Reserve is India's ____ tiger reserve.,50th,51st,52nd,53rd,d
In which district is the Sohagi Barwa Wildlife Sanctuary located?,Varanasi,Gonda,Maharajganj,Bijnor,c
The Turtle Wildlife Sanctuary is located in which of the following districts?,Agra,Varanasi,Aligarh,Kannauj,b
"Sarus and Vulture, the state birds, currently belong to which category?",Least Concern,Vulnerable,Endangered category,Critically Endangered,c
What percentage of the world's cranes live in Uttar Pradesh?,20%,30%,50%,40%,d
"Which is the largest bird sanctuary in Uttar Pradesh, and in which district is it located?","Shekha Bird Sanctuary, Aligarh","Shaheed Chandrashekhar Azad Bird Sanctuary, Unnao","Lakh Bahosi Bird Sanctuary , Kannauj","Sur Sarovar Bird Sanctuary, Agra",c
What is the name of the smallest bird sanctuary in Uttar Pradesh and where is it located?,"Parvati Arga Bird Sanctuary, Gonda","Sur Sarovar Bird Sanctuary, Agra","Shekha Bird Sanctuary , Aligarh","Dr. Bhimrao Ambedkar ( Bentital ) Bird Sanctuary, Pratapgarh",c
Parvati Arga Bird Sanctuary is situated in which district?,Baliya,Gonda,Pratapgarh,Agra,b
In which district is Sur Sarovar Bird Sanctuary located?,Aligarh,Baliya,Gonda,Agra,d
Dr. Bhimrao Ambedkar (Bentital) Bird Sanctuary is located in which district?,Pratapgarh,Baliya,Gonda,Agra,a
Where is Jai Prakash Narayan (Surhatal) Bird Sanctuary situated?,Agra,Pratapgarh,Baliya,Gonda,c
How many tiger reserves are present in Uttar Pradesh?,2,3,5,4,d
Which of the following is NOT a tiger reserve in Uttar Pradesh?,Dudhwa,Amangarh,Pilibhit,Jim Corbett,d
The Amangarh Tiger Reserve is located in which district?,Pilibhit,Bijnor,Maharajganj,Unnao,b
Ranipur Tiger Reserve is the ______ tiger reserve of Uttar Pradesh and India's ______ tiger reserve.,"Third, 52nd","Fourth, 53rd","Second, 51st","First, 50th",b
When was Ranipur Tiger Reserve established?,October 2023,September 2021,October 2022,November 2020,c
Kanpur Biological Park was established under what name?,Prince of Wales Zoological Garden,Allen Forrest as Juke,Sur Sarovar,Nawabganj,b
What was the previous name of Wajid Ali Shah Zoological Park (Lucknow)?,Ellen Forrest as Juke,Shaheed Chandrashekhar Azad Bird Sanctuary,Prince of Wales Zoological Garden,Ranipur Tiger Reserve,c
In which category are the state birds Sarus and Vulture currently classified?,Vulnerable,Least Concern,Endangered,Critically Endangered,c
Approximately what percentage of the world's cranes live in Uttar Pradesh?,20%,30%,50%,40%,d
Which is the largest bird sanctuary in Uttar Pradesh?,"Shekha Bird Sanctuary, Aligarh","Shaheed Chandrashekhar Azad Bird Sanctuary, Unnao","Lakh Bahosi Bird Sanctuary, Kannauj","Parvati Arga Bird Sanctuary, Gonda",c
"What is the area of Lakh Bahosi Bird Sanctuary, Kannauj?",0.40 sq km,60.24 sq km,70.24 sq km,80.24 sq km,d
"What is the area of Shekha Bird Sanctuary, Aligarh?",80.24 sq km,0.80 sq km,0.40 sq km,1.20 sq km,c
In which district is Parvati Arga Bird Sanctuary located?,Baliya,Pratapgarh,Gonda,Agra,c
Sur Sarovar Bird Sanctuary is situated in which of the following districts?,Kannauj,Agra,Unnao,Bijnor,b
How many tiger reserves are currently in Uttar Pradesh?,2,3,5,4,d
In which district is Amangarh Tiger Reserve located?,Pilibhit,Bijnor,Maharajganj,Unnao,b
Ranipur Tiger Reserve is the ______ tiger reserve of Uttar Pradesh?,Second,Third,First,Fourth,d
What was the initial name given to Kanpur Biological Park?,Prince of Wales Zoological Garden,Allen Forrest as Zoo,Ellen Forrest as Juke,Nawabganj Bird Sanctuary,c
What was the former name of Wajid Ali Shah Zoological Park (Lucknow)?,Kanpur Biological Park,Ellen Forrest as Juke,Shaheed Chandrashekhar Azad Bird Sanctuary,Prince of Wales Zoological Garden,d
In which district is the Turtle Wildlife Sanctuary located?,Pratapgarh,Varanasi,Kannauj,Aligarh,b
What category are the state birds Sarus and Vulture currently in?,Critically Endangered,Vulnerable,Endangered,Near Threatened,c
Which is the oldest bird sanctuary in Uttar Pradesh?,Sur Sarovar Bird Sanctuary,Shaheed Chandrashekhar Azad Bird Sanctuary,Parvati Arga Bird Sanctuary,Dr. Bhimrao Ambedkar Bird Sanctuary,b
In which district is Dr. Bhimrao Ambedkar Bird Sanctuary located?,Baliya,Pratapgarh,Gonda,Kannauj,b
In which district is Jai Prakash Narayan Bird Sanctuary located?,Agra,Baliya,Aligarh,Pratapgarh,b
Ranipur Tiger Reserve is the ________ tiger reserve of Uttar Pradesh.,Second,Third,Fourth,First,c
What was the former name of Kanpur Biological Park?,Prince of Wales Zoological Garden,Ellen Forrest as Juke,Nawabganj Bird Sanctuary,Sur Sarovar Bird Sanctuary,b
Which of the following statements is INCORRECT regarding tiger reserves in Uttar Pradesh?,Dudhwa is a tiger reserve in Uttar Pradesh.,Pilibhit is a tiger reserve in Uttar Pradesh.,Ranipur is the fourth tiger reserve of Uttar Pradesh.,Varanasi is a tiger reserve in Uttar Pradesh.,d
"Arrange the following tiger reserves in Uttar Pradesh based on their establishment (oldest to newest): (1) Dudhwa, (2) Pilibhit, (3) Amangarh, (4) Ranipur","1, 2, 3, 4","4, 3, 2, 1","2, 3, 4, 1","3, 1, 2, 4",a
Which of the following is the third zoological park of Uttar Pradesh?,Kanpur Zoological Park,Lucknow Zoological Park,Ashfaq Ullah Khan Zoological Park (Gorakhpur),Etawah Safari Park,c
In which of the following zoological parks has the butterfly park been established?,Kanpur and Etawah,Lucknow and Gorakhpur,Lucknow and Kanpur,Gorakhpur and Etawah,c
The Turtle Rehabilitation Scheme was launched under which of the following schemes?,Project Tiger,Ganga Action Plan (1985-86),National River Conservation Plan,Namami Gange Programme,b
Where was the first elephant reserve in Uttar Pradesh established under Project Elephant (1992)?,Lakhimpur Kheri,Pilibhit,Bijnor and Saharanpur,Dudhwa National Park,c
Which of the following is the second elephant reserve of Uttar Pradesh?,Dudhwa Elephant Reserve,Pilibhit Elephant Reserve,Terai Elephant Reserve,Shivalik Elephant Reserve,c
Where is the Peacock Conservation Centre located in Uttar Pradesh?,Kusmi Forest,Chitrakoot,Vrindavan (Mathura),Sarnath,c
"The Asiatic Lion Breeding Centre, also known as Lion Safari Park, is located in which district of Uttar Pradesh?",Lucknow,Kanpur,Agra,Etawah,d
Where is the first biotechnology park of Uttar Pradesh located?,Kanpur,Bakshi Talab (Lucknow),Noida,Varanasi,b
In which of the following locations is the breeding center of the extinct species situated?,Nawabganj Bird Sanctuary,Kukrail Forest (Lucknow),Chandra Prabha Wildlife Sanctuary,Hastinapur Wildlife Sanctuary,b
Which of the following areas are known for blackbuck conservation in Uttar Pradesh?,Gabhana area of Aligarh and Meja Korao area of Prayagraj,Dudhwa National Park and Pilibhit Tiger Reserve,Chambal Sanctuary and Sohagibarwa Wildlife Sanctuary,Katarniaghat Wildlife Sanctuary and Kishanpur Wildlife Sanctuary,a
Where is the first vulture conservation center being established in Uttar Pradesh?,Pilibhit district,Lakhimpur Kheri district,Maharajganj district,Basti district,c
The Indian Veterinary Research Institute is located in which city of Uttar Pradesh?,Lucknow,Kanpur,Bareilly,Varanasi,c
When is the Uttar Pradesh Forest Festival celebrated every year?,From June 1 to June 7,From July 1 to July 7,From August 1 to August 7,From September 1 to September 7,b
After how many years is the Forest Status Report published by the Forest Survey of India?,Every year,Every 3 years,Every 5 years,Every 2 years,d
Approximately what percentage of the total geographical area of Uttar Pradesh is covered by forests?,2.5%,4.24%,6.24%,8.24%,c
What was the increase in the total forest cover of Uttar Pradesh in 2023 as compared to the year 2021?,50.43 sq km,80.43 sq km,118.43 sq km,150.43 sq km,c
Which district in Uttar Pradesh has the largest forest area?,Lakhimpur Kheri,Sonbhadra,Pilibhit,Chitrakoot,b
Which district in Uttar Pradesh has the highest percentage of forest cover?,Mirzapur,Chandauli,Sonbhadra,Lakhimpur Kheri,c
Which district in Uttar Pradesh has the smallest forest area?,Ghazipur,Bhadohi (Sant Ravidas Nagar),Mau,Ballia,b
Under which scheme was the Turtle Rehabilitation Scheme launched?,Project Tiger,Ganga Action Plan (1985-86),National River Conservation Plan,Namami Gange Programme,b
Where is the Peacock Conservation Centre located?,Kushinagar,Ayodhya,Vrindavan (Mathura),Varanasi,c
The Asiatic Lion Breeding Centre / Lion Safari Park is located in which of the following districts?,Kanpur,Lucknow,Gorakhpur,Etawah,d
Where is the state's first biotechnology park located?,Kanpur,Bakshi Talab (Lucknow),Prayagraj,Varanasi,b
The breeding center of the extinct species is located in which of the following places?,Nawabganj Bird Sanctuary,Kukrail Forest (Lucknow),Chandra Prabha Wildlife Sanctuary,Hastinapur Wildlife Sanctuary,b
Which of the following areas are famous for blackbuck?,Gabhana area of Aligarh and Meja Korao area of Prayagraj,Chitrakoot and Sonbhadra,Lalitpur and Jhansi,Bhadohi and Mirzapur,a
Where is the Indian Veterinary Research Institute located?,Lucknow,Kanpur,Bareilly,Mathura,c
When is Uttar Pradesh Forest Festival celebrated every year?,From June 1 to June 7,From July 1 to July 7,From August 1 to August 7,From September 1 to September 7,b
What is the approximate total forest cover in Uttar Pradesh?,10000 sq km,20000 sq km,15045.80 sq km,25000 sq km,c
By how much sq km did the total forest cover of UP increase in 2023 as compared to the year 2021?,50.21 sq km,100.50 sq km,118.43 sq km,150.75 sq km,c
Which of the following districts has the largest forest cover area?,Lakhimpur Kheri,Sonbhadra,Pilibhit,Chitrakoot,b
Which district has the highest percentage of forest cover?,Mirzapur,Chandauli,Sonbhadra,Shravasti,c
Which of the following districts has the smallest forest cover area?,Sant Kabir Nagar,Bhadohi (Sant Ravidas Nagar),Mau,Ghazipur,b
Which zoological park is recognized as the third zoological park of Uttar Pradesh?,Kanpur Zoological Park,Lucknow Zoological Park,Ashfaq Ullah Khan Zoological Park (Gorakhpur),Etawah Lion Safari Park,c
The Butterfly Park has been established in which two zoological parks?,Kanpur and Gorakhpur,Lucknow and Gorakhpur,Lucknow and Kanpur,Etawah and Lucknow,c
In which city is the Night Safari Park located in Uttar Pradesh?,Kanpur,Agra,Varanasi,Lucknow,d
Where is the Asiatic Lion Breeding Centre / Lion Safari Park located in Uttar Pradesh?,Kanpur,Etawah,Lucknow,Gorakhpur,b
The state's first biotechnology park is situated at which location?,Nawabganj (Unnao),Bakshi Talab (Lucknow),Sarnath (Varanasi),Sector 62 (Noida),b
The breeding center of extinct species is located in which of the following places?,Nawabganj Bird Sanctuary,Chandra Prabha Wildlife Sanctuary,Kukrail Forest (Lucknow),Hastinapur Wildlife Sanctuary,c
Which areas are known for blackbuck conservation in Uttar Pradesh?,Dudhwa and Pilibhit,Gabhana area of Aligarh and Meja Korao area of Prayagraj,Chitrakoot and Sonbhadra,Lakhimpur Kheri and Bahraich,b
The Indian Veterinary Research Institute is located in which district of Uttar Pradesh?,Mathura,Bareilly,Lucknow,Kanpur,b
After how many years does the Forest Survey of India publish the Forest Status Report?,Every year,Every 3 years,Every 5 years,Every 2 years (since 1987),d
"What is the total forest cover in Uttar Pradesh, as a percentage of its total geographical area?",4.24%,5.24%,6.24%,7.24%,c
The Turtle Rehabilitation Scheme was launched under which of the following plans?,Project Tiger,Ganga Action Plan (1985-86),National River Conservation Plan,Yamuna Action Plan,b
The Peacock Conservation Centre is located in which of the following cities?,Ayodhya,Vrindavan (Mathura),Prayagraj,Varanasi,b
In which of the following districts is the first vulture conservation center being established in Uttar Pradesh?,Lakhimpur Kheri,Pilibhit,Maharajganj,Kushinagar,c
The Indian Veterinary Research Institute is located in which of the following cities?,Lucknow,Kanpur,Bareilly,Prayagraj,c
The Uttar Pradesh Forest Festival is celebrated every year from:,June 1 to June 7,July 1 to July 7,August 1 to August 7,September 1 to September 7,b
After how many years is the Forest Status Report published by the Forest Survey of India since 1987?,Every year,Every 3 years,Every 5 years,Every 2 years,d
Which of the following districts in Uttar Pradesh has the largest forest area?,Lakhimpur Kheri,Sonbhadra,Pilibhit,Chandauli,b
Which of the following districts in Uttar Pradesh has the smallest forest area?,Sant Kabir Nagar,Gautam Buddh Nagar,Bhadohi (Sant Ravidas Nagar),Hapur,c
"Match the following locations with their relevance to Uttar Pradesh's biodiversity:

Column I
(A) Kukrail Forest
(B) Vrindavan
(C) Etawah
(D) Bijnor

Column II
(1) Peacock Conservation Centre
(2) Asiatic Lion Breeding Centre
(3) Elephant Reserve
(4) Breeding center of the extinct species

Choose the correct sequence:","A-4, B-1, C-2, D-3","A-1, B-2, C-3, D-4","A-2, B-3, C-4, D-1","A-3, B-4, C-1, D-2",a
Which of the following statements is INCORRECT regarding forest cover in Uttar Pradesh?,The total forest cover is 15045.80 sq km.,The total forest cover is 6.24% of the total geographical area.,The forest cover increased by 118.43 sq km from 2021 to 2023.,Bhadohi has the largest forest area in the state.,d
Which of the following areas is famous for Blackbuck conservation?,Dudhwa National Park,Gabhana area of Aligarh and Meja Korao area of Prayagraj,Pilibhit Tiger Reserve,Chandraprabha Wildlife Sanctuary,b
Which of the following districts has the lowest percentage of forest cover?,Lakhimpur Kheri,Jhansi,Amethi,Sambhal,d
Which district experienced the highest increase in forest cover?,Lakhimpur Kheri,Sonbhadra,Jhansi,Amethi,c
Which district recorded the highest decrease in forest cover?,Jhansi,Sonbhadra,Lakhimpur Kheri,Sambhal,c
Which district has the highest forest cover in terms of both area and percentage?,Lakhimpur Kheri,Jhansi,Sonbhadra,Amethi,c
Which district is at the top with the maximum bushes?,Sonbhadra,Lakhimpur Kheri,Amethi,Jhansi,d
Which district is at the top with the least amount of bushes?,Jhansi,Lakhimpur Kheri,Amethi,Sonbhadra,c
Which district has the highest Very Dense Forest (VDF)?,Sonbhadra,Amethi,Jhansi,Lakhimpur Kheri,d
Which district has the highest Moderately Dense Forest (MDF)?,Amethi,Lakhimpur Kheri,Sonbhadra,Jhansi,c
In which district are Open Forests (OF) most abundant?,Lakhimpur Kheri,Amethi,Jhansi,Sonbhadra,d
When is World Wetlands Day celebrated?,February 14,January 26,February 2,December 25,c
In which year was World Wetlands Day first held?,2005,1943,2020,1997,d
On which date did the Upper Ganga River (from Brajghat to Narora) get the status of Ramsar site?,21/08/2020,02/02/1997,08/11/2005,01/01/2000,c
In which district is the Sarasai Nawar Lake Ramsar site located?,Hardoi,Raebareli,Etawah,Unnao,c
In which district is the Sandi Bird Sanctuary Ramsar site located?,Raebareli,Unnao,Hardoi,Mainpuri,c
The Samaspur Bird Sanctuary Ramsar site is located in which district?,Hardoi,Mainpuri,Unnao,Raebareli,d
In which district is the Saman Bird Sanctuary Ramsar site located?,Unnao,Hardoi,Mainpuri,Raebareli,c
The Nawabganj Bird Sanctuary Ramsar site is located in which district?,Mainpuri,Raebareli,Unnao,Hardoi,c
The Parvati Arga Bird Sanctuary Ramsar site is located in which district?,Sant Kabir Nagar,Gonda,Bijnor,Muzaffarnagar,b
On which date did Sur Sarovar (Keetham Lake) get the status of Ramsar site?,08/11/2005,02/02/1997,21/08/2020,01/01/2000,c
In which district is the Bakhira Wildlife Sanctuary Ramsar site located?,Gonda,Bijnor,Muzaffarnagar,Sant Kabir Nagar,d
Haiderpur Wetland is spread over which districts?,Gonda and Sant Kabir Nagar,Bijnor and Muzaffarnagar,Hardoi and Raebareli,Unnao and Mainpuri,b
Under which plan has road transport been classified into five categories?,Lucknow Plan,Nagpur Plan,Bombay Plan,Delhi Plan,b
In which year was the Nagpur Plan implemented?,1981,2001,2020,1943,d
The Lucknow Plan related to roads was started for the development of rural roads for which period?,1943 to 1963,2001 to 2021,1981 to 2001,2020 to 2040,c
Which government is responsible for the maintenance of national highways?,State government,Local government,Central government,Private contractors,c
Which district has the lowest percentage of forest cover according to the text?,Lakhimpur Kheri,Jhansi,Sambhal,Sonbhadra,c
"According to the text, which district has the highest increase in forest cover?",Sonbhadra,Lakhimpur Kheri,Jhansi,Amethi,c
Which district has the highest decrease in forest cover?,Sonbhadra,Jhansi,Sambhal,Lakhimpur Kheri,d
Which district has the highest forest cover both in terms of area and percentage?,Jhansi,Lakhimpur Kheri,Sonbhadra,Amethi,c
Which district has the maximum bushes according to the text?,Amethi,Lakhimpur Kheri,Sonbhadra,Jhansi,d
Which district has the least amount of bushes?,Jhansi,Lakhimpur Kheri,Amethi,Sonbhadra,c
Which district has the highest MDF?,Lakhimpur Kheri,Jhansi,Amethi,Sonbhadra,d
In which district are Open Forests (OF) most prevalent?,Lakhimpur Kheri,Amethi,Jhansi,Sonbhadra,d
Sandi Bird Sanctuary Ramsar site is located in which district?,Raebareli,Mainpuri,Hardoi,Unnao,c
In which district is Samaspur Bird Sanctuary Ramsar site located?,Mainpuri,Hardoi,Unnao,Raebareli,d
Saman Bird Sanctuary Ramsar site is located in which district?,Hardoi,Raebareli,Mainpuri,Unnao,c
Nawabganj Bird Sanctuary Ramsar site is located in which district?,Mainpuri,Hardoi,Unnao,Raebareli,c
Parvati Arga Bird Sanctuary Ramsar site is located in which district?,Gonda,Raebareli,Mainpuri,Hardoi,a
Sur Sarovar (Keetham Lake) received Ramsar site status on which date?,08/11/2005,02/02/1997,21/08/2020,None of the above,c
Bakhira Wildlife Sanctuary Ramsar site is located in which district?,Sant Kabir Nagar,Raebareli,Mainpuri,Hardoi,a
Under which scheme road transport has been classified into five categories?,Lucknow Plan,Nagpur Plan,Central Government Scheme,Haiderpur Wetland Scheme,b
What was the duration of the Lucknow Plan related to roads for the development of rural roads?,1943 to 1963,1981 to 2001,2005 to 2025,2020 to 2040,b
Which district in Uttar Pradesh has the lowest percentage of forest cover?,Lakhimpur Kheri,Amethi,Sambhal,Jhansi,c
Which district has the highest increase in forest cover?,Lakhimpur Kheri,Sonbhadra,Jhansi,Etawah,c
Which district experienced the highest decrease in forest cover?,Jhansi,Sonbhadra,Amethi,Lakhimpur Kheri,d
Which district in Uttar Pradesh has the highest forest cover in terms of both area and percentage?,Lakhimpur Kheri,Jhansi,Sonbhadra,Hardoi,c
Which district in Uttar Pradesh has the maximum amount of bushes?,Amethi,Lakhimpur Kheri,Jhansi,Sonbhadra,c
On which date did the Upper Ganga River (from Brajghat to Narora) receive the status of Ramsar site?,21/08/2020,02/02/1997,08/11/2005,None of the above,c
Samaspur Bird Sanctuary Ramsar site is located in which district?,Hardoi,Raebareli,Mainpuri,Gonda,b
In which district is Nawabganj Bird Sanctuary Ramsar site located?,Unnao,Gonda,Sant Kabir Nagar,Mainpuri,a
On which date did Sur Sarovar (Keetham Lake) receive the status of Ramsar site?,08/11/2005,21/08/2020,02/02/1997,None of the above,b
For which period was the Lucknow Plan related to roads started for the development of rural roads?,From 1943 to 1963,From 1981 to 2001,From 2001 to 2021,From 1961 to 1981,b
Which district in Uttar Pradesh recorded the highest increase in forest cover?,Lakhimpur Kheri,Jhansi,Sonbhadra,Bijnor,b
Which district in Uttar Pradesh experienced the highest decrease in forest cover?,Jhansi,Sonbhadra,Lakhimpur Kheri,Amethi,c
Which district in Uttar Pradesh has the least amount of bushes?,Jhansi,Sonbhadra,Amethi,Lakhimpur Kheri,c
In which district of Uttar Pradesh is the highest Very Dense Forest (VDF) located?,Sonbhadra,Jhansi,Amethi,Lakhimpur Kheri,d
Which district in Uttar Pradesh has the highest Moderately Dense Forest (MDF)?,Lakhimpur Kheri,Jhansi,Sonbhadra,Amethi,c
In which district of Uttar Pradesh are Open Forests (OF) most abundant?,Lakhimpur Kheri,Amethi,Jhansi,Sonbhadra,d
World Wetlands Day is celebrated on:,August 21,November 8,February 2,January 1,c
On which date did the Upper Ganga River (from Brajghat to Narora) receive Ramsar site status?,21/08/2020,02/02/1997,08/11/2005,01/01/1943,c
Sarasai Nawar Lake Ramsar site is located in which district?,Hardoi,Raebareli,Etawah,Mainpuri,c
The Sandi Bird Sanctuary Ramsar site is located in which district?,Raebareli,Mainpuri,Hardoi,Unnao,c
In which district is the Samaspur Bird Sanctuary Ramsar site located?,Mainpuri,Hardoi,Unnao,Raebareli,d
The Saman Bird Sanctuary Ramsar site is located in which district?,Raebareli,Hardoi,Mainpuri,Unnao,c
In which district is Parvati Arga Bird Sanctuary Ramsar site located?,Unnao,Raebareli,Gonda,Sant Kabir Nagar,c
On which date did Sur Sarovar (Keetham Lake) get the status of a Ramsar site?,08/11/2005,02/02/1997,21/08/2020,01/01/1943,c
Under which scheme has road transport been classified into five categories?,Lucknow Plan,Nagpur Plan,Central Road Scheme,Rural Road Development Scheme,b
The Nagpur Plan is related to which year?,1981,2020,1997,1943,d
"According to the length of national highways, what is the position of Uttar Pradesh in the order of states?",First,Third,Second,Fourth,c
Which of the following is the longest highway passing through Uttar Pradesh?,NH-19,NH-2,NH-34,Yamuna Expressway,c
NH-19 (old name NH-2) connects which of the following cities?,Lucknow to Barabanki,Delhi to Kolkata,Greater Noida to Agra,Meerut to Prayagraj,b
When was the first bus service run by Uttar Pradesh Roadways?,"June 1, 1972","August 13, 2004",15 May 1947,In the year 1973,c
In which year was the Uttar Pradesh State Road Transport Corporation established?,"August 13, 2004","June 1, 1972",15 May 1947,In the year 1973,b
The Uttar Pradesh State Highway Authority was established in which year?,15 May 1947,In the year 1973,"June 1, 1972","August 13, 2004",d
What is the primary objective of the Gaurav Path Scheme?,Connecting Lucknow to Ghazipur,Connecting Meerut to Prayagraj,Connecting Chitrakoot to Etawah,Connecting the villages of martyrs to the main road,d
Since when did the express bus service start in Uttar Pradesh?,1947,1972,1993,2004,c
Into how many regions has Uttar Pradesh State Road Transport been divided?,9 areas,12 areas,20 areas,341 areas,c
The South and East - West corridors constructed by the National Highways Authority of India intersect in which city?,Lucknow,Prayagraj,Jhansi,Agra,c
What is the name of the bus service operated for women under the Nirbhaya Fund Scheme?,Gaurav Path,Yamuna Expressway,Pink Bus Service,Ganga Expressway,c
Which is the first expressway of Uttar Pradesh?,Yamuna Expressway,Ganga Expressway,Purvanchal Expressway,Noida - Greater Noida Expressway,d
Yamuna Expressway (formerly Taj Expressway) connects which two places?,Lucknow to Ghazipur,Meerut to Prayagraj,Greater Noida to Agra,Chitrakoot to Etawah,c
The Purvanchal Expressway connects Lucknow to which other district?,Meerut,Prayagraj,Ghazipur,Etawah,c
The Bundelkhand Expressway connects which two places?,Lucknow to Ghazipur,Meerut to Prayagraj,Greater Noida to Agra,Chitrakoot to Etawah,d
The Ganga Expressway connects which two cities?,Lucknow to Ghazipur,Meerut to Prayagraj,Greater Noida to Agra,Chitrakoot to Etawah,b
Ganga Expressway is the second longest expressway in the country after which expressway?,Yamuna Expressway,Purvanchal Expressway,Mumbai - Nagpur Expressway,Noida - Greater Noida Expressway,c
Through how many districts will the Ganga Expressway pass?,9 districts,20 districts,341 districts,12 districts,d
Gorakhpur Link Express connects Jaitpur in Gorakhpur to which other place?,Etawah,Prayagraj,Salarpur in Azamgarh,Ghazipur,c
NH-19 (formerly NH-2) connects which of the following cities?,Lucknow to Kanpur,Delhi to Mumbai,Delhi to Kolkata,Agra to Allahabad,c
When was the Uttar Pradesh State Road Transport Corporation established?,"August 13, 2004","June 1, 1972","May 15, 1947",In the year 1973,b
In which year was the Uttar Pradesh State Bridge Corporation established?,2004,1972,1947,1973,d
What is the objective of the Gaurav Path Scheme launched in 2017?,Constructing new national highways,Providing free bus services to women,Connecting the villages of martyrs to the main road,Improving the condition of state highways,c
When did the express bus service start in Uttar Pradesh?,2017,1972,1993,1947,c
"Under the Nirbhaya Fund Scheme, what is the name of the bus service operated for women?",Gaurav Path Bus Service,Yamuna Express Bus Service,Purvanchal Express Bus Service,Pink Bus Service,d
Which two cities does the Ganga Expressway (594 km) connect?,Lucknow to Ghazipur,Greater Noida to Agra,Meerut to Prayagraj,Chitrakoot to Etawah,c
"Arrange the following events in chronological order:
1. Establishment of Uttar Pradesh State Road Transport Corporation
2. First bus service run by Uttar Pradesh Roadways
3. Launch of Gaurav Path Scheme
4. Establishment of Uttar Pradesh State Highway Authority","2, 1, 4, 3","1, 2, 3, 4","4, 3, 2, 1","3, 4, 1, 2",a
Which of the following statements is INCORRECT regarding the Ganga Expressway?,It connects Meerut to Prayagraj.,It is the second longest expressway in the country.,It passes through 12 districts.,It is the longest expressway in the country.,d
"Match the following:
Column I
(Expressway)
A. Purvanchal Expressway
B. Bundelkhand Expressway
C. Gorakhpur Link Express
D. Ganga Expressway

Column II
(Connects)
1. Chitrakoot to Etawah
2. Meerut to Prayagraj
3. Lucknow to Ghazipur
4. Jaitpur to Salarpur","A-3, B-1, C-4, D-2","A-1, B-2, C-3, D-4","A-2, B-3, C-4, D-1","A-4, B-3, C-2, D-1",a
