Question,Option A,Option B,Option C,Option D,Correct Answer
When did the First World War end?,"August 8, 1942","April 6, 1930","April 13, 1919","November 11, 1918",d
Where is the 'Gateway of India' located?,London,Paris,Mumbai,Versailles,c
Which state of the United States of America was formerly a part of Russia?,Persia,Germany,Alaska,Iran,c
On which date does Bangladesh celebrate its Independence Day?,August 8,April 6,March 26,November 11,c
The UN was established immediately after which event?,French Revolution,World War I,Russo-Japanese War,World War II,d
Who was the founder of Andhra Mahila Sabha?,Satyendranath Tagore,Durgabai Deshmukh,Abraham Lincoln,Plato,b
Match the following events with their respective dates:,"Jallianwala Bagh - Aug 1, Non-cooperation - April 6, Civil disobedience - Aug 8, Quit India - April 13","Jallianwala Bagh - April 6, Non-cooperation - Aug 8, Civil disobedience - Aug 1, Quit India - April 13","Jallianwala Bagh - April 13, Non-cooperation - Aug 1, Civil disobedience - April 6, Quit India - Aug 8","Jallianwala Bagh - Aug 8, Non-cooperation - April 13, Civil disobedience - Aug 1, Quit India - April 6",c
Who is credited with ending slavery in America?,Plato,Satyendranath Tagore,Abraham Lincoln,Durgabai Deshmukh,c
In which city is Trafalgar Square located?,Paris,Mumbai,London,Versailles,c
Which country is especially associated with the word 'Holocaust'?,Russia,Germany,France,Iran,b
From whom does the statement “Man's greed is the effective cause of crime” originate?,Abraham Lincoln,Satyendranath Tagore,Durgabai Deshmukh,Plato,d
The UN was established in 1945 as the successor to which organization?,Indian Association,Andhra Mahila Sabha,Simon Commission,League of Nations,d
The first Indian to be selected in the ICS was:,Durgabai Deshmukh,Abraham Lincoln,Satyendranath Tagore,Plato,c
"Arrange the following events in chronological order:
I. Simon Commission visits India
II. Cripps Mission's visit to India
III. Jallianwala Bagh massacre
IV. Chauri Chauri incident","III, IV, I, II","I, II, III, IV","II, I, IV, III","IV, III, II, I",a
"Which of the following events occurred on August 1, 1920?",Jallianwala Bagh Massacre,Non-cooperation movement,Civil disobedience movement,Quit India Movement,b
"The Russo-Japanese War, which greatly influenced the Indian national movement, took place in:",1941–45,1918,1904–05,1789,c
The French Revolution took place in the year:,1941,1945,1918,1789 AD,d
The word 'Holocaust' is especially associated with which country?,Russia,France,Germany,Iran,c
The statement “Man's greed is the effective cause of crime” is attributed to:,Abraham Lincoln,Satyendranath Tagore,Plato,Durgabai Deshmukh,c
The First World War ended on:,"August 8, 1942","April 6, 1930","August 1, 1920","November 11, 1918",d
The UN was established immediately after World War II as the successor to which organization?,Indian Association,Andhra Mahila Sabha,Simon Commission,League of Nations,d
The Hundred Years' War was primarily fought between which two countries?,Germany and France,England and Spain,England and France,Spain and France,c
In what year did the Boston Tea Party take place?,1776,1783,1773,1775,c
Which country was involved in the Opium Wars alongside Britain?,Japan,India,China,Russia,c
In which year was the Battle of Waterloo fought?,1805,1812,1815,1820,c
In what year was the Berlin Wall demolished?,1985,1991,1989,1990,c
Which technology was developed during World War II to detect enemy submarines?,Radar,Sonar,Lidar,Infrared,b
Which political party came to power in Britain in 1945 and committed to granting independence to India?,Conservative Party,Liberal Party,Labour Party,National Party,c
"In which country was Marie Antoinette, the last queen of France, born?",France,Germany,Austria,Spain,c
In which American city can you find the Freedom Trail?,New York,Philadelphia,Boston,Washington D.C.,c
"The ideas of liberty, equality, and fraternity were inspired by which revolution?",American Revolution,Russian Revolution,French Revolution,Industrial Revolution,c
In what year was the Eiffel Tower built to commemorate the 100th anniversary of the French Revolution?,1789,1879,1889,1899,c
In which year did the French Revolution begin?,1776,1783,1789,1792,c
In which year was the Battle of Gulnabad fought?,1712,1722,1732,1742,b
Which American president delivered The Gettysburg Address?,Thomas Jefferson,George Washington,Abraham Lincoln,Franklin D. Roosevelt,c
Which of the following figures is associated with the American War of Independence?,Winston Churchill,George Washington,Napoleon Bonaparte,Otto von Bismarck,b
In what year did the United States of America adopt a democratic constitution?,1776,1783,1787,1791,c
In which year was the Treaty of Versailles signed?,1914,1918,1919,1920,c
Which alliance was the Soviet Union a part of during the Second World War?,Axis Powers,Central Powers,Allied Powers,Triple Alliance,c
The Hundred Years' War was fought between which of the following countries?,Germany and France,England and Spain,England and France,Spain and France,c
Which country was involved in the Opium Wars alongside China?,France,Germany,Britain,Russia,c
In which battle was Napoleon defeated?,Battle of Berlin,Battle of France,Battle of Britain,Waterloo,d
"What technology, developed during World War II, was used to track enemy submarines?",Radar,Laser,Sonar,Infrared,c
"Marie Antoinette, the last queen of France, was born in which country?",Germany,Italy,Spain,Austria,d
In which American city is The Freedom Trail located?,New York,Washington,Boston,Philadelphia,c
"Paul Revere, who fought in the American Revolution, lived and died in which town?",New York,Philadelphia,Boston,Washington,c
"From which revolution were the ideals of liberty, equality, and fraternity inspired?",American Revolution,Russian Revolution,French Revolution,Industrial Revolution,c
In what year did the French Revolution begin?,1779,1799,1789,1769,c
"From which revolution were the ideals of liberty, equality, and fraternity taken, influencing the national movement of India?",American,Russian,French,Industrial,c
In what year was the Battle of Gulnabad fought under the leadership of Mahmud Hotaki?,1712,1732,1722,1742,c
Which historical figure is associated with the American War of Independence?,Thomas Jefferson,Benjamin Franklin,George Washington,John Adams,c
In what year was the Treaty of Versailles signed?,1929,1909,1919,1939,c
"In the Second World War, which alliance included the Allied Powers?",Axis Power,Central Power,Soviet Union,United Nations,c
In which year did the Boston Tea Party take place?,1763,1783,1773,1793,c
"Which country, besides China, was involved in the Opium Wars?",France,Russia,Britain,Germany,c
In what year was the Battle of Waterloo fought?,1805,1825,1815,1835,c
In which battle was Napoleon decisively defeated?,Battle of Trafalgar,Battle of Austerlitz,Battle of Waterloo,Battle of Borodino,c
In which year was the Berlin Wall demolished?,1979,1989,1999,1969,b
"Which technology, developed during World War II, was used to track enemy submarines?",Radar,Sonar,Lidar,Infrared,b
In which American city can the Freedom Trail be found?,Philadelphia,New York,Boston,Washington D.C.,c
"Paul Revere, a patriot of the American Revolution, lived and died in which town?",Lexington,Concord,Boston,Philadelphia,c
"The ideals of liberty, equality, and fraternity were inspired by which revolution?",American Revolution,Russian Revolution,French Revolution,Glorious Revolution,c
"From which revolution were the ideals of liberty, equality, and fraternity adopted, which subsequently influenced the national movement of India?",American Revolution,Russian Revolution,French Revolution,Glorious Revolution,c
In which year was the Battle of Gulnabad fought under the leadership of Mahmud Hotaki?,1712,1722,1732,1742,b
Which historical figure is most closely associated with the American War of Independence?,Thomas Jefferson,Benjamin Franklin,George Washington,John Adams,c
Which alliance was the Soviet Union part of during the Second World War?,Axis Powers,Central Powers,Allied Powers,Eastern Bloc,c
The Hundred Years' War primarily involved which two nations?,Spain and Portugal,Germany and Russia,England and France,Italy and Austria,c
In what year did the Boston Tea Party occur?,1776,1783,1773,1765,c
Which country was Britain's primary opponent in the Opium Wars?,Japan,India,China,Vietnam,c
"Which technology, developed during World War II, was used to detect enemy submarines?",Radar,Sonar,Loran,Infrared,b
Which political party assumed power in Britain in 1945 and advocated for India's independence?,Conservative Party,Liberal Party,Labour Party,National Party,c
"Marie Antoinette, the last queen of France before the French Revolution, was born in which country?",Spain,Italy,Austria,Germany,c
"The principles of liberty, equality, and fraternity were inspired by which major historical event?",The American Revolution,The Russian Revolution,The French Revolution,The Glorious Revolution,c
In what year was the Eiffel Tower built to commemorate the centennial of the French Revolution?,1789,1879,1889,1899,c
Under whose leadership was the Battle of Gulnabad fought in 1722?,Nader Shah,Mahmud Hotaki,Ahmad Shah Durrani,Timur Shah,b
In what year did the United States of America adopt its democratic constitution?,1776,1783,1787,1791,c
Which of the following was part of the Allied Powers alliance during the Second World War?,Germany,Italy,Soviet Union,Japan,c
Which of the following countries was part of the 'Central Powers' alliance during the First World War?,United Kingdom,Austria-Hungary,France,Russia,b
During which period did the First World War take place?,1914-1916,1918-1922,1914-1918,1939-1945,c
In which year did the Second World War begin?,1918,1939,1945,1914,b
In which year were the battles of Kohima and Imphal fought during the Second World War?,1945,1943,1942,1944,d
What were the names of the atomic bombs dropped on Japan?,Thin Man and Fat Man,Little Boy and Thin Man,Little Boy and Fat Man,Fat Man and Big Boy,c
On what date was the atomic bomb dropped on Hiroshima by the US?,8 August 1945,7 August 1945,6 August 1945,9 August 1945,c
Which of the following countries is mainly ruled by Communist/Maoist parties?,Myanmar,Bhutan,China,Sri Lanka,c
Which country celebrates its Independence Day on 4th January?,China,Australia,Myanmar,Bangladesh,c
"In which year was Ugyen Wangchuck crowned as the Druk Gyalpo, the first monarch of Bhutan?",1948,1907,1939,1986,b
In what year did Sri Lanka (then Ceylon) gain independence as the Dominion of Ceylon?,1971,1948,1907,1986,b
In which year did the rule of the United Kingdom formally end in Australia?,1948,1971,1986,1907,c
To whom is the credit given for building the Great Wall of China?,Sheikh Mujibur Rahman,Ugyen Wangchuck,Jigme Khesar Namgyal,Qin Shi Huang,d
Approximately how many years ago did emperors in China begin building the Great Wall before the Mauryan Empire?,1907,2400,1948,1986,b
Who was the first Prime Minister of Bangladesh after its declaration of independence in 1971?,Qin Shi Huang,Ugyen Wangchuck,Jigme Khesar Namgyal,Sheikh Mujibur Rahman,d
During which period was Bangladesh a part of Pakistan?,1914-1918,1947-1971,1939-1945,1907-1948,b
Which of the following constituted a part of the 'Central Powers' alliance during the First World War?,United Kingdom,France,Austria-Hungary,Russia,c
In what year did the Second World War commence?,1944,1914,1939,1945,c
On which date did the US drop an atomic bomb on Hiroshima?,9 August 1945,7 August 1945,6 August 1945,8 August 1945,c
Which country is primarily governed by Communist/Maoist parties?,Vietnam,Myanmar,North Korea,China,d
Which country celebrates its Independence Day on January 4th?,Bangladesh,Bhutan,Myanmar,Sri Lanka,c
Who was elected as the hereditary ruler of Bhutan in 1907?,Jigme Khesar Namgyal,Sangaldip,Sheikh Mujibur Rahman,Ugyen Wangchuck,d
In what year did Gongsa Ugyen Wangchuck become the first monarch of Bhutan?,1948,1971,1986,1907,d
Sri Lanka (then Ceylon) gained independence as the Dominion of Ceylon in which year?,1971,1907,1948,1986,c
The rule of the United Kingdom formally ended in which country in 1986?,Sri Lanka,Myanmar,China,Australia,d
To whom is the credit for building the Great Wall of China attributed?,Sheikh Mujibur Rahman,Ugyen Wangchuck,To Qin Shi Huang,Sangaldip,c
Approximately how many years ago did emperors in China begin constructing the Great Wall?,1907,2400,1948,1986,b
Until what year was Bangladesh a part of Pakistan?,1947-1986,1907-1947,1947-1971,1939-1945,c
"Match the following events with the corresponding years:

Column I
(A) US dropped atomic bomb on Hiroshima
(B) Second World War began

Column II
(1) 1939
(2) 1945

","A-1, B-2","A-2, B-1","A-1, B-1","A-2, B-2",b
Identify the INCORRECT statement regarding the history of Bhutan:,Ugyen Wangchuck was crowned as the Druk Gyalpo in 1907.,Gongsa Ugyen Wangchuck became the first monarch of Bhutan in 1907.,Bhutan was ruled by a Cooch-Behar king named Sangaldip in the 7th century BC.,The current monarch of Bhutan is from the Nehru dynasty.,d
In what year did the Second World War begin?,1941,1935,1939,1945,c
On what date did the US drop an atomic bomb on Hiroshima?,9 August 1945,7 August 1945,5 August 1945,6 August 1945,d
The atomic bombs were dropped on Hiroshima and Nagasaki during which war?,First World War,Korean War,Vietnam War,World War II,d
Which country is mainly ruled by Communist/Maoist parties?,Vietnam,North Korea,China,Cuba,c
"What is the general term for the series of non-violent revolutions in 2005 that overthrew governments in Georgia, Ukraine, Kyrgyzstan and Lebanon?",Arab Spring,Velvet Revolution,Colour Revolution,Jasmine Revolution,c
Who was elected as the hereditary ruler of Bhutan in 1907 and installed as the Druk Gyalpo?,Jigme Khesar Namgyal,Sangaldip,Ugyen Wangchuck,Qin Shi Huang,c
In which year did Gongsa Ugyen Wangchuck become the first monarch of Bhutan?,1948,1971,1907,1986,c
In which century BC was Bhutan ruled or controlled by a Cooch-Behar king named Sangaldip?,5th century BC,6th century BC,8th century BC,7th century BC,d
Who is the current monarch of Bhutan?,Ugyen Wangchuck,Sheikh Mujibur Rahman,Jigme Khesar Namgyal,Sangaldip,c
In which year was Sri Lanka (then Ceylon) granted independence as the Dominion of Ceylon?,1950,1947,1948,1960,c
Which religion is followed by most of the people in Sri Lanka?,Hinduism,Islam,Buddhism,Christianity,c
Who is credited with building the Great Wall of China?,Sheikh Mujibur Rahman,Jigme Khesar Namgyal,Qin Shi Huang,Ugyen Wangchuck,c
"Approximately how many years ago did emperors in China start building the Great Wall, before the Mauryan Empire?",1400,2000,2400,1000,c
Until which period was Bangladesh a part of Pakistan?,1947-1965,1947-1979,1947-1971,1947-1950,c
The battles of Kohima and Imphal were fought during the Second World War in which year?,1946,1943,1945,1944,d
The dropping of atomic bombs on Hiroshima and Nagasaki occurred during which war?,First World War,Korean War,Vietnam War,World War II,d
Which country is primarily ruled by Communist/Maoist parties?,Vietnam,North Korea,China,Cuba,c
In which year was Gongsa Ugyen Wangchuck crowned as the first monarch of Bhutan?,1905,1906,1907,1908,c
Sri Lanka was granted independence as the Dominion of Ceylon in which year?,1947,1950,1948,1949,c
Until which year was Bangladesh a part of Pakistan?,1947-1965,1947-1968,1947-1971,1947-1970,c
Identify the INCORRECT statement regarding Ugyen Wangchuck:,He was elected as the hereditary ruler of Bhutan.,"He was crowned on December 17, 1907.",He was installed as the Druk Gyalpo.,He became the second monarch of Bhutan.,d
In which year did Bangladesh gain independence from Pakistan?,1962,1973,1971,1968,c
Who was the Indian Army Chief during the Bangladesh Liberation War?,Yuan Shikai,Sam Manekshaw,Darius I of Persia,Otto von Bismarck,b
In what year did Maldives transition from a Sultanate to a Presidential system of government?,2015,1948,1973,1968,d
Nepal adopted its first democratic constitution in which year?,1948,2015,1962,1973,b
The 'China-India border dispute' war took place in which year?,1971,1948,1962,2015,c
Who was the first President of the Republic of China?,Sam Manekshaw,Martin Luther King Jr.,Yuan Shikai,Fidel Castro,c
In which year was the Constitution of Pakistan implemented?,1948,1973,2015,1968,b
Burma became an independent sovereign republic in which year?,1971,1948,1962,2015,b
Who conquered the territory that later came under the Achaemenid Empire?,Fidel Castro,Otto von Bismarck,Yuan Shikai,Darius I of Persia,d
What is the political system in Afghanistan known as?,Presidential Republic,Communist State,Islamic Emirate of Afghanistan,Sultanate,c
Which revolutionary leader introduced land reform and literacy reform in Cuba?,Otto von Bismarck,Fidel Castro,Yuan Shikai,Darius I of Persia,b
Who was the American civil rights activist known for the 'I Have a Dream' speech?,Otto von Bismarck,Fidel Castro,Martin Luther King Jr.,Queen Victoria,c
Who was known as the 'Iron Chancellor'?,Fidel Castro,Otto von Bismarck,Yuan Shikai,Darius I of Persia,b
The Terracotta Army is a collection of sculptures depicting armies from which country?,Afghanistan,Pakistan,China,Cuba,c
Queen Elizabeth II surpassed whose record to become Britain's longest-reigning monarch?,Queen of Persia,Queen of China,Queen Victoria,Queen of Afghanistan,c
Magna Carta is a charter of rights issued by which monarch?,Darius I of Persia,King John of England,Yuan Shikai,Fidel Castro,b
Which of the following is stated to NOT be a country?,Pakistan,China,Republic,Afghanistan,c
In what year was a new international monetary system introduced under the Bretton Woods Agreement?,1968,1944,1973,2015,b
Where does the 14th Dalai Lama currently reside?,China,Afghanistan,Dharamshala,Pakistan,c
Who participated in the Second World War and was also associated with cricket?,Sam Manekshaw,Alan Burgess,Fidel Castro,Yuan Shikai,b
In what year did Maldives transition from a Sultanate to a Presidential system?,2015,1948,1971,1968,d
In what year did the 'China-India border dispute' war occur?,1973,1948,1962,2015,c
When did Burma become an independent sovereign republic?,1962,2015,1948,1973,c
Who conquered the region that came under the Achaemenid Empire?,King John of England,Queen Victoria,Darius I of Persia,Otto von Bismarck,c
The political system in Afghanistan is known as what?,Presidential Republic,Communist Republic,Islamic Emirate of Afghanistan,Constitutional Monarchy,c
Who was the revolutionary leader known for introducing land reform and literacy reform in Cuba?,Otto von Bismarck,Sam Manekshaw,Fidel Castro,Yuan Shikai,c
Who delivered the famous 'I Have a Dream' speech?,Fidel Castro,Martin Luther King Jr.,Yuan Shikai,Otto von Bismarck,b
The Terracotta Army is a collection of sculptures from which country?,Afghanistan,Cuba,China,Pakistan,c
Queen Elizabeth II surpassed whose record as Britain's longest-reigning monarch?,Queen Elizabeth I,Queen Mary,Queen Victoria,Queen Anne,c
Under which agreement was a new international monetary system introduced?,Magna Carta,Bretton Woods Agreement,Constitution of Pakistan,Islamic Emirate of Afghanistan,b
In which year did Bangladesh achieve independence from Pakistan?,1968,1973,1971,1962,c
In what year did the 'China-India border dispute' war take place?,1973,1948,1962,2015,c
Which ruler's conquest led to the Achaemenid Empire's control over a certain territory?,King John of England,Queen Victoria,Darius I of Persia,Otto von Bismarck,c
What is the political system in Afghanistan currently known as?,Presidential Republic,Communist State,Islamic Emirate of Afghanistan,Sultanate,c
The Terracotta Army is a collection of terracotta sculptures depicting the armies of the first emperor of which country?,Afghanistan,Pakistan,China,Cuba,c
Queen Elizabeth II surpassed the reign of which monarch to become Britain's longest-reigning?,King John of England,Queen Victoria,Darius I of Persia,Otto von Bismarck,b
Magna Carta is a charter of rights issued by which historical figure?,Otto von Bismarck,Queen Victoria,King John of England,Fidel Castro,c
Which of the following statements is INCORRECT according to the text?,China is a republic.,A new international monetary system was introduced under the Bretton Woods Agreement.,The Constitution of Pakistan was implemented in 1973.,Bangladesh gained independence in 1971.,a
"In what year was the Bretton Woods Agreement, which introduced a new international monetary system, established?",1948,1968,1944,1973,c
Which individual participated in the Second World War and was also associated with cricket?,Otto von Bismarck,Sam Manekshaw,Alan Burgess,Yuan Shikai,c
"Which empire did Darius I of Persia conquer, bringing the region now known as Afghanistan under its rule?",Islamic Emirate,Achaemenid Empire,British Empire,Roman Empire,b
Who introduced land reform and literacy reform in Cuba?,Martin Luther King Jr.,Otto von Bismarck,Fidel Castro,Yuan Shikai,c
Who was the American civil rights activist famous for the 'I Have a Dream' speech?,Otto von Bismarck,Fidel Castro,Martin Luther King Jr.,Yuan Shikai,c
Queen Elizabeth II surpassed the record set by which monarch to become Britain's longest-reigning monarch?,King John of England,Darius I of Persia,Queen Victoria,Fidel Castro,c
Which monarch issued the Magna Carta?,Queen Victoria,King John of England,Darius I of Persia,Queen Elizabeth II,b
In which year was the Bretton Woods Agreement introduced?,1962,1973,1944,2015,c
Which empire was NOT mentioned as being impacted by nationalism?,Germany,Iranian,Roman Republic,Assyrian Empire,a
Who overthrew the Roman Republic?,Julius Caesar,Tiberius,Augustus,Alexander,c
Julius Caesar expanded the Roman Empire into which present-day countries?,Iran and North Africa,Britain and Germany,India and Iran,South Africa and Australia,b
By which century BC had the Iranian empire established control over most of the Assyrian Empire?,5th century BC,4th century BC,6th century BC,7th century BC,c
Who was the second Roman emperor and adopted son of Augustus?,Julius Caesar,Alexander,Tiberius,Nelson Mandela,c
Alexander the Great conquered up to which river in India?,Ganga,Indus,Vyas,Narmada,c
In which year was Alexander the Great born?,323 BC,356 BC,509 BC,27 BC,b
For how many years was Nelson Mandela imprisoned?,1945 years,37 years,27 years,509 years,c
Adolf Hitler was a politician from which country?,South Africa,Australia,Iran,Germany,d
In which year did Adolf Hitler commit suicide?,1952,1945,356 BC,509 BC,b
Which country gave universal suffrage from the 19th century?,Australia,Iran,Germany,New Zealand,d
In which country were women first given the right to vote?,New Zealand,Iran,Australia,Germany,c
The Safavid dynasty ruled from which country?,Australia,Germany,Iran,New Zealand,c
"Which empire was NOT impacted by the rise of nationalism, unlike other major empires?",Germany,Roman Empire,British Empire,Austro-Hungarian Empire,a
"Who overthrew the Roman Republic, which lasted from 509 BC to 27 BC?",Julius Caesar,Tiberius,Augustus,Alexander,c
Under which military leader did the Roman Empire expand into present-day Britain and Germany in the first century BC?,Augustus,Tiberius,Julius Caesar,Alexander,c
Which group established control over most of the Assyrian Empire by the 6th century BC?,Greeks,Romans,Iranian,Egyptians,c
Who was the second Roman emperor (14–37 AD) and the adopted son of Augustus?,Julius Caesar,Alexander,Tiberius,Nero,c
"King ______ of the Macedonian kingdom conquered North Africa, Western Asia, Iran and the region up to the Vyas in India.",Tiberius,Julius Caesar,Augustus,Alexander,d
For how many years was Nelson Mandela imprisoned in South Africa?,20 years,30 years,27 years,25 years,c
The Roman Republic was overthrown by whom?,Julius Caesar,Tiberius,Augustus,Alexander,c
Julius Caesar expanded the Roman Empire into which present-day regions?,Iran and North Africa,Britain and Germany,Western Asia and India,Germany and Iran,b
Who had established control over most of the Assyrian Empire by the 6th century BC?,Roman,Macedonian,Iranian,German,c
Tiberius was the adopted son of whom?,Julius Caesar,Alexander,Augustus,Hitler,c
Nelson Mandela was imprisoned for how many years?,37,27,14,19,b
Which country gave women the right to vote first?,New Zealand,Australia,Germany,Iran,b
Julius Caesar expanded the Roman Empire into which of the following regions?,Iran,North Africa,Britain and Germany,Western Asia,c
Tiberius reigned as a Roman Emperor during which period?,14-37 AD,509-27 BC,6th Century BC,1952,a
Adolf Hitler belonged to which country?,Iran,New Zealand,Australia,Germany,d
