Question,Option A,Option B,Option C,Option D,Correct Answer
The Stethoscope used by doctors works on which principle?,Refraction of Light,Reflection/Superposition of sound waves,Dispersion of Light,Electromagnetic Induction,b
What does an Auxanometer measure?,Atmospheric Pressure,The growth rate of plants,Ocean Depth,Earthquake Intensity,b
Mercury is generally used in thermometers because of its:,Low Conductivity,High Conductivity,Low Density,High Density,b
Which instrument is used to measure the height of an object?,Luxmeter,Seismograph,A Sextant,Barometer,c
The instrument used to measure the intensity of light is called a:,Pyrometer,Luxmeter,Barometer,Seismograph,b
In what unit is the depth of the sea usually measured?,Meters,Fathoms,Kilometers,Miles,b
What does a Polygraph machine measure in lie detection?,Body Temperature,Brain activity and heart rate,Blood Pressure,Muscle movement,b
Sound increases in a doctor's stethoscope due to:,Refraction of Sound,Absorption of Sound,Reflection of Sound,Diffraction of Sound,c
What is the function of a barometer?,Measuring distance on a map,Measuring solar radiation,Measuring atmospheric pressure,Measuring the growth rate of plants,c
Which of the following instruments accurately measures ultramicro time intervals?,Barometer,Atomic Clock,Seismograph,Sphygmomanometer,b
A Radiation Thermometer is also known as?,Seismograph,Auxanometer,Pyrometer,Luxmeter,c
Which instrument is used to measure solar radiation?,Barometer,Pyrheliometer,Opisometer,Auxanometer,b
A pyrometer can be used to measure temperatures above:,500°C,1000°C,1500°C,2000°C,c
What type of pyrometer is suitable for measuring a temperature of 2000°C?,Standard Pyrometer,Radiation Pyrometer,Total Radiation Pyrometer,Atomic Pyrometer,c
Which of the following statements is INCORRECT regarding 'SONAR'?,It is used by navigators,It is used to measure solar radiation,It involves sound waves,It is used underwater,b
What does a seismograph measure?,Atmospheric pressure,Growth rate of plants,Intensity of an earthquake,Blood pressure,c
The instrument used for measuring blood pressure is called:,Barometer,Seismograph,Sphygmomanometer,Auxanometer,c
On what principle does a doctor's stethoscope work?,Refraction of light,Superposition of light waves,Reflection/Superposition of sound waves,Refraction of sound,c
Which instrument is used to measure the growth rate of plants?,Barometer,Auxanometer,Seismograph,Pyrometer,b
Why is mercury generally used in thermometers?,Low Conductivity,High Conductivity,Low Density,High Density,b
The intensity of light is measured by which instrument?,Barometer,Auxanometer,Luxmeter,Seismograph,c
What type of quantity is Young's modulus?,Vector quantity,Scalar quantity,Tensor quantity,Base quantity,b
What type of quantity is Torque?,Scalar quantity,Base quantity,Vector quantity,Derived quantity,c
What does a Polygraph machine primarily measure?,Body temperature,Brain activity and heart rate,Blood pressure,Muscle strength,b
The increase in sound in a doctor's stethoscope is due to:,Refraction of light,Reflection of Sound,Refraction of sound,Diffraction of light,b
Ultramicro time intervals are accurately measured by which of the following?,Barometer,Pyrometer,Seismograph,Atomic Clock,d
Which instrument can be used to measure temperatures above 1500°C?,Barometer,Luxmeter,Pyrometer,Seismograph,c
A thermometer suitable for measuring 2000°C is called:,Standard Thermometer,Atomic Clock,Radiation Thermometer,Total Radiation Pyrometer,d
Which instrument measures the intensity of an earthquake?,Barometer,Seismograph,Pyrometer,Luxmeter,b
Liquid Crystals are commonly found in which of the following?,Barometers,Seismographs,Wristwatches and Calculators,Pyrometers,c
The Stethoscope works on the principle of:,Refraction of Sound,Diffraction of Sound,Reflection/Superposition of sound waves,Absorption of Sound,c
Mercury is used in thermometers due to its:,Low Conductivity,High Resistance,High Conductivity,Low Resistance,c
Which of the following is a scalar quantity?,Torque,Young's Modulus,Force,Velocity,b
Which of the following is a vector quantity?,Speed,Torque,Distance,Mass,b
What unit is typically used to measure the depth of the sea?,Meter,Fathom,Kilometer,Mile,b
What does a Polygraph machine measure?,Blood Pressure,Body Temperature,Brain activity and heart rate,Respiratory Rate,c
Which instrument is used to measure the distance on a map?,Barometer,Opisometer,Pyrometer,Luxmeter,b
What is measured using a pyrheliometer?,Atmospheric Pressure,Growth rate of plants,Solar Radiation,Blood Pressure,c
Which of the following instruments is suitable for measuring temperatures above 1500°C?,Barometer,Luxmeter,Pyrometer,Auxanometer,c
Which of the following instruments is used to measure extremely high temperatures?,Seismograph,Pyrometer,Luxmeter,Barometer,b
A Total Radiation Pyrometer is best suited for measuring which temperature?,200°C,2000°C,20°C,20000°C,b
The intensity of an earthquake is measured by a:,Barometer,Pyrometer,Seismograph,Luxmeter,c
Liquid Crystals are used in which of the following devices?,Barometers,Seismographs,Wristwatches,Pyrometers,c
What instrument is used to measure blood pressure?,Auxanometer,Sphygmomanometer,Luxmeter,Opisometer,b
A doctor's stethoscope operates on the principle of:,Refraction of light,Superposition of light waves,Reflection/Superposition of sound waves,Refraction of sound,c
What does a luxmeter measure?,Atmospheric pressure,Intensity of light,Growth rate of plants,Earthquake intensity,b
What unit is used to measure the depth of the sea?,Lux,Fathom,Pascal,Hertz,b
Which type of waves are employed in Sonography?,Infrared waves,Microwaves,Ultrasonic waves,Radio waves,c
What power of ten does 'Femto' represent?,10−9,10−12,10−18,10−15,d
A Wind Vane is used to determine what?,Wind speed,Wind direction,Air pressure,Humidity,b
Which instrument is used to detect acoustic signals underwater?,Barometer,Hygrometer,Hydrophone,Thermometer,c
What physical quantity can be measured using the Reaumur Scale?,Pressure,Volume,Temperature,Density,c
"Which instrument measures electric current, whether Direct Current or Alternating Current?",Voltmeter,Wattmeter,Ammeter,Ohmmeter,c
What does a Voltmeter measure in an electric circuit?,Electric resistance,Electric power,Electric current,Electric potential difference (Voltage),d
What is the primary function of a Stethoscope?,To measure blood pressure,To listen to sounds generated inside the body,To measure heart rate,To measure body temperature,b
Which instrument measures the altitude of an aircraft?,Speedometer,Altimeter,Barometer,Hygrometer,b
What does a Venturimeter measure?,Air pressure,Humidity,Speed and rate of flow of fluid in a pipe,Temperature,c
Which instrument is used to identify and record earthquakes?,Hygrometer,Seismograph,Barometer,Thermometer,b
What is measured by a Standard Rain Gauge?,Air pressure,Humidity,Wind speed,Rainfall per unit area,d
Which instrument allows submarines to view objects above sea level?,Telescope,Microscope,Periscope,Binoculars,c
Which type of waves are utilized in Sonography?,Infrared waves,Radio waves,Ultrasonic waves,Microwaves,c
Which instrument is designed to determine wind direction?,Hygrometer,Barometer,Anemometer,Wind Vane,d
What is the function of a hydrophone?,Measure wind speed,Detect acoustic signals underwater,Measure air pressure,Detect seismic waves,b
The Reaumur Scale is primarily used to measure which physical quantity?,Pressure,Humidity,Temperature,Density,c
"Which instrument is used for measuring electric current, regardless of whether it is Direct Current or Alternating Current?",Voltmeter,Wattmeter,Ammeter,Ohmmeter,c
What is the primary function of a voltmeter?,Measure resistance,Measure electric current,Measure electric potential difference (Voltage),Measure power consumption,c
What is the main purpose of a stethoscope?,To measure blood pressure,To listen to sounds generated inside the body,To measure heart rate,To measure lung capacity,b
Which instrument measures the speed and rate of fluid flow in a pipe?,Hygrometer,Venturimeter,Barometer,Thermometer,b
Which instrument measures rainfall per unit area?,Hygrometer,Anemometer,Standard Rain Gauge,Barometer,c
What instrument allows submarines to view objects above sea level?,Telescope,Radar,Periscope,Sonar,c
What type of waves are utilized in Sonography?,Infrared waves,Radio waves,Ultrasonic waves,Microwaves,c
Which instrument is designed to determine the direction of the wind?,Hygrometer,Anemometer,Wind Vane,Barometer,c
What is the name of the instrument used to detect acoustic signals underwater?,Thermometer,Microphone,Hydrophone,Tachometer,c
Which of the following can be measured using the Reaumur Scale?,Pressure,Humidity,Temperature,Velocity,c
"Which medical instrument is used to listen to sounds generated inside the body, primarily in the heart or lungs?",Altimeter,Stethoscope,Sphygmomanometer,Endoscope,b
Which instrument measures the altitude of an aircraft above a certain level?,Speedometer,Barometer,Hygrometer,Altimeter,d
What instrument is used to measure the speed and rate of fluid flow in a pipe?,Barometer,Venturimeter,Hygrometer,Thermometer,b
What is the name of the meteorological instrument that measures rainfall per unit area?,Hygrometer,Anemometer,Standard Rain Gauge,Barometer,c
Which instrument enables submarines to view objects above sea level?,Telescope,Microscope,Periscope,Binoculars,c
The prefix 'Femto' corresponds to which power of ten?,-9 (10−9),-12 (10−12),-18 (10−18),-15 (10−15),d
What specific attribute does a Wind Vane instrument measure?,Wind speed,Air pressure,Wind direction,Air temperature,c
Which instrument is designed to detect acoustic signals underwater?,Barometer,Hygrometer,Hydrophone,Thermometer,c
What physical quantity is measured using the Reaumur Scale?,Pressure,Humidity,Temperature,Density,c
"Which instrument is employed to measure electric current, regardless of whether it is Direct Current or Alternating Current?",Voltmeter,Ammeter,Ohmmeter,Wattmeter,b
What is measured by a Voltmeter?,Electric resistance,Electric current,Electric potential difference (Voltage),Electric power,c
"Which medical instrument is utilized to listen to sounds produced within the body, especially in the heart or lungs?",Thermometer,Stethoscope,Sphygmomanometer,Endoscope,b
Which scientific instrument is used to determine the altitude of an aircraft?,Speedometer,Altimeter,Odometer,Anemometer,b
Identify the instrument used to measure the speed and rate of fluid flow in a pipe.,Manometer,Hydrometer,Venturimeter,Piezometer,c
Which instrument is used for the identification and recording of earthquakes?,Barometer,Seismograph,Hygrometer,Tachometer,b
What is the name of the meteorological instrument used to measure rainfall per unit area?,Anemometer,Hygrometer,Standard Rain Gauge,Barometer,c
Which instrument allows submarines to observe objects above the water's surface?,Telescope,Microscope,Periscope,Spectroscope,c
Which instrument measures the speed of a vehicle?,Hygrometer,Speedometer,Barometer,Photometer,b
A Sextant is used in which of the following?,Photography,Navigation,Measuring electric current,Measuring temperature,b
Which instrument is used to test for an electric charge?,Ammeter,Galvanometer,Electroscope,Ohmmeter,c
What is used to measure relative humidity?,Photometer,Hygrometer,Hyetometer,Eudiometer,b
Which instrument measures the intensity of light from an unknown source relative to a standard source?,Hyetometer,Photometer,Lucimeter,Cyanometer,b
The instrument for measuring rain is called:,Hygrometer,Barometer,Hyetometer,Photometer,c
What does an Eudiometer measure?,Wind Speed,Volume of Gas,Blood Pressure,Low Temperature,b
What does the Beaufort Scale measure?,Blood Pressure,Volume of Gas,Wind Speed,Low Temperature,c
Which instrument measures the blood pressure of arteries?,Hygrometer,Sphygmomanometer,Hyetometer,Photometer,b
Which instrument is used for the photography of the Sun?,Cyanometer,Spectroheliograph,Lucimeter,Ergometer,b
The sensory receptor related to detecting blood pressure is a:,Chemoreceptor,Mechanoreceptor,Photoreceptor,Thermoreceptor,b
What is the instrument for measuring low temperature called?,Hygrometer,Cryometer,Barometer,Photometer,b
Which instrument measures Work done?,Cyanometer,Ergometer,Lucimeter,Geiger Counter,b
"Which instrument detects and measures Alpha, Beta, and Gamma radiation?",Cyanometer,Ergometer,Lucimeter,Geiger Counter,d
The instrument used to measure the blueness of the sky or sea is called?,Cyanometer,Ergometer,Lucimeter,Geiger Counter,a
Which instrument measures time?,Chronometer,Galvanometer,Ohmmeter,Ammeter,a
What instrument measures the intensity of light?,Cyanometer,Ergometer,Lucimeter,Geiger Counter,c
The tool used to measure specific gravity is called:,Aerometer,Galvanometer,Ohmmeter,Ammeter,a
Specific gravity of milk is measured using a:,Hygrometer,Hydrometer (Lactometer),Barometer,Photometer,b
Which instrument detects current in an electric circuit?,Ammeter,Galvanometer,Ohmmeter,Voltmeter,b
Which instrument measures electrical resistance?,Ammeter,Galvanometer,Ohmmeter,Voltmeter,c
A Hygrometer measures:,Pressure,Electric Current,Relative Humidity,Weight,c
A Barometer measures:,Pressure,Electric Current,Relative Humidity,Weight,a
What does a Spring Balance measure?,Pressure,Electric Current,Relative Humidity,Weight,d
A Stethoscope is used for:,Measuring Blood Pressure,Listening to Heart Sounds,Detecting Electric Current,Measuring Wind Speed,b
A Sextant instrument is primarily used in which field?,Meteorology,Navigation,Photography,Medicine,b
What instrument tests whether an object carries an electric charge?,Galvanometer,Ohmmeter,Electroscope,Ammeter,c
Relative humidity is measured using which of the following instruments?,Photometer,Hygrometer,Hyetometer,Eudiometer,b
Which instrument measures the intensity of light by comparing it to a standard source?,Hyetometer,Lucimeter,Photometer,Cyanometer,c
The instrument used for measuring rainfall is called a:,Hygrometer,Barometer,Hyetometer,Photometer,c
What quantity does a Eudiometer measure?,Wind speed,Blood pressure,Volume of gas,Low temperature,c
The Beaufort Scale is used to measure what?,Air pressure,Wind speed,Rainfall,Humidity,b
Which blood vessels' pressure is measured using a Sphygmomanometer?,Veins,Arteries,Capillaries,Venules,b
Which instrument is used for photographing the Sun?,Cryometer,Spectroheliograph,Cyanometer,Lucimeter,b
A mechanoreceptor detects which of the following?,Temperature,Light intensity,Blood pressure,Sound waves,c
Which instrument is specifically designed for measuring low temperatures?,Hygrometer,Cryometer,Ergometer,Ohmmeter,b
What does an Ergometer measure?,Electric current,Weight,Work done,Relative humidity,c
"Which instrument is used to detect and measure Alpha, Beta, and Gamma radiation?",Ohmmeter,Geiger Counter,Galvanometer,Ammeter,b
The blueness of the sky is measured by what instrument?,Spectroheliograph,Cyanometer,Lucimeter,Photometer,b
Which instrument is used to measure time with high accuracy?,Hygrometer,Chronometer,Galvanometer,Barometer,b
What does a Lucimeter measure?,Volume of gas,Intensity of light,Wind speed,Relative humidity,b
Which tool is used to measure specific gravity?,Ohmmeter,Aerometer,Hygrometer,Barometer,b
The specific gravity of milk is measured using which instrument?,Barometer,Hygrometer,Hydrometer (Lactometer),Ammeter,c
An instrument that detects the presence of current in an electrical circuit is a:,Ohmmeter,Ammeter,Galvanometer,Voltmeter,c
What instrument measures electrical resistance?,Ammeter,Ohmmeter,Galvanometer,Voltmeter,b
An Ammeter is used to measure which of the following?,Pressure,Electric current,Weight,Relative humidity,b
Which of the following does a Barometer measure?,Relative Humidity,Pressure,Wind Speed,Temperature,b
A Spring Balance is used to measure:,Pressure,Temperature,Weight,Volume,c
What is the primary use of a Stethoscope?,Measuring blood pressure,Listening to heart sounds,Measuring body temperature,Detecting electric current,b
A sextant instrument is primarily used for what purpose?,Measuring electric current,Testing electric charge,Navigation,Measuring wind speed,c
Which instrument is used to detect an electric charge on an object?,Hygrometer,Electroscope,Photometer,Galvanometer,b
Relative humidity is measured using which instrument?,Photometer,Hyetometer,Hygrometer,Eudiometer,c
"The intensity of light from an unknown source, relative to a standard, is measured by a:",Hygrometer,Photometer,Hyetometer,Eudiometer,b
Which of the following instruments is used to measure rainfall?,Eudiometer,Hygrometer,Hyetometer,Photometer,c
A Sphygmomanometer is used to measure the blood pressure in:,Veins,Arteries,Capillaries,Nerves,b
The sensory receptor related to detecting blood pressure is known as a:,Chemoreceptor,Photoreceptor,Mechanoreceptor,Thermoreceptor,c
Which instrument measures low temperatures?,Ergometer,Geiger Counter,Cryometer,Cyanometer,c
The blueness of the sky or sea is measured by which instrument?,Chronometer,Lucimeter,Aerometer,Cyanometer,d
What instrument measures time precisely?,Lucimeter,Aerometer,Chronometer,Galvanometer,c
Specific gravity is measured using which tool?,Galvanometer,Ohmmeter,Aerometer,Ammeter,c
Which instrument is used to measure the specific gravity of milk?,Ohmmeter,Hydrometer (Lactometer),Ammeter,Barometer,b
Which instrument is used to detect current in an electric circuit?,Ohmmeter,Galvanometer,Ammeter,Barometer,b
Electrical resistance is measured using:,Ammeter,Barometer,Ohmmeter,Spring Balance,c
What quantity is measured by a Barometer?,Weight,Relative humidity,Pressure,Electric current,c
A Stethoscope is used primarily:,To measure blood pressure,To listen to heart sounds,To measure lung capacity,To detect nerve impulses,b
A Sextant instrument is primarily utilized in which field?,Photography,Navigation,Meteorology,Medicine,b
Which of the following instruments is used to detect an electric charge on an object?,Galvanometer,Electroscope,Ohmmeter,Ammeter,b
What instrument is employed to measure relative humidity?,Photometer,Hyetometer,Hygrometer,Eudiometer,c
"The intensity of light from an unknown source, relative to a standard, is measured using a:",Hyetometer,Photometer,Lucimeter,Cyanometer,b
Which instrument is specifically designed for measuring rainfall?,Hygrometer,Hyetometer,Barometer,Thermometer,b
What quantity is measured by a Eudiometer?,Wind speed,Volume of gas,Blood pressure,Low temperature,b
The Beaufort Scale is used to measure:,Blood pressure,Rainfall,Wind speed,Air pressure,c
A Sphygmomanometer is used to measure the blood pressure in which of the following?,Veins,Arteries,Capillaries,Heart,b
Which instrument is used to photograph the Sun?,Cyanometer,Spectroheliograph,Photometer,Lucimeter,b
What type of sensory receptor is responsible for detecting blood pressure?,Chemoreceptor,Photoreceptor,Mechanoreceptor,Thermoreceptor,c
Which instrument is used for measuring low temperatures?,Hygrometer,Cryometer,Barometer,Thermometer,b
An Ergometer measures:,Air pressure,Work done,Wind speed,Humidity,b
The Geiger Counter is designed to detect and measure which types of radiation?,Only Alpha,Only Beta,Only Gamma,"Alpha, Beta, and Gamma",d
Which instrument measures the blueness of the sky or sea?,Hygrometer,Cyanometer,Photometer,Lucimeter,b
What does a Chronometer measure?,Distance,Temperature,Time,Pressure,c
What is an Aerometer used to measure?,Air pressure,Wind speed,Specific gravity,Humidity,c
The instrument used to measure electrical resistance is the:,Ammeter,Voltmeter,Ohmmeter,Galvanometer,c
An Ammeter is used to measure:,Electrical resistance,Electric current,Voltage,Air pressure,b
What physical quantity does a Barometer measure?,Temperature,Humidity,Pressure,Wind speed,c
What is the primary purpose of a Stethoscope?,Measuring blood pressure,Listening to heart sounds,Measuring temperature,Detecting electric current,b
Which instrument is used to measure Blood Pressure (BP)?,Karatmeter,Lux meter,Sphygmomanometer,Anemometer,c
What is a Karatmeter used for?,Measuring light intensity,Detecting the purity of gold,Measuring wind velocity,Measuring atmospheric pressure,b
Which of the following instruments measures wind velocity?,Seismograph,Barograph,Hygrometer,Anemometer,d
What does a Seismograph primarily measure?,Atmospheric pressure,Earthquakes,Atmospheric humidity,Wind velocity,b
Which instrument is used to measure atmospheric humidity?,Barograph,Anemometer,Hygrometer,Seismograph,c
"According to the text, why is rolling a stone up a sloping road easier than lifting it vertically upwards?",Because the stone's weight decreases on a slope.,Because the work done in rolling the stone is less than lifting it.,Because gravity doesn't affect rolling objects.,Because the inclined plane provides mechanical advantage.,b
What type of energy is conveyed by the flowing water of a river?,Potential,Chemical,Kinetic,Thermal,c
Passengers leaning forward when a moving bus suddenly applies brakes is an example of which law?,Newton's Third Law,Newton's Second Law,Newton's Law of Gravitation,Newton's First Law,d
A jet engine's functionality is based on which principle?,Boyle's Law,Archimedes' Principle,Conservation of Energy,Conservation of Linear Momentum,d
"According to the text, how does sliding friction compare to limiting friction?",Slightly greater than limiting friction.,Equal to limiting friction.,Significantly greater than limiting friction.,Slightly less than limiting friction.,d
What primarily determines the time period of a simple pendulum?,The mass of the pendulum bob,The color of the pendulum bob,On the length of the pendulum,The material of the pendulum bob,c
Motion that repeats itself after some time is called?,Linear Motion,Circular Motion,Periodic Motion,Random Motion,c
"According to the text, where is gravity effectively absent?",At the North Pole,At the South Pole,Near an artificial satellite (Microgravity),At the Earth's core,c
A passenger throws a ball vertically upwards in a train moving at a constant speed. Where will the ball land?,Slightly behind the passenger,In the passenger's hands,Slightly ahead of the passenger,Outside the train,b
Where on Earth is the value of 'g' (gravitational acceleration) at its minimum?,At the North Pole,At the South Pole,At the Equator,At the Prime Meridian,c
An unused book remaining on a shelf for two years is an example of which law of motion?,Newton's Second Law of Motion,Newton's Third Law of Motion,Law of Universal Gravitation,Newton's First Law of Motion,d
Which law of motion is exemplified by throwing a ball against a wall and it returning?,Newton's First Law of Motion,Newton's Second Law of Motion,Newton's Third Law of Motion,Law of Universal Gravitation,c
The velocity required for a satellite to escape the Earth's gravitational pull is called?,Orbital Velocity,Terminal Velocity,Escape Velocity,Tangential Velocity,c
What type of sound waves are generated in a Sitar?,Longitudinal and Progressive,Longitudinal and Stationary,Stationary and Longitudinal,Stationary and Transverse,d
"Who formulated the law stating, 'For every action, there is an equal and opposite reaction'?",Archimedes,Einstein,Galileo,Newton,d
When does the apparent weight of a body in a lift exceed its actual weight?,When the lift is moving downwards at constant speed.,When the lift is moving upwards at constant speed.,Is accelerating upwards.,Is accelerating downwards.,c
What does a Karatmeter measure?,Atmospheric pressure,Purity of gold,Wind velocity,Light intensity,b
Anemometer is used to measure which of the following?,Atmospheric humidity,Earthquake,Wind velocity,Atmospheric pressure,c
Which of the following instruments measures atmospheric pressure?,Hygrometer,Seismograph,Barograph,Lux meter,c
What type of energy does flowing river water primarily convey?,Potential,Electrical,Kinetic,Thermal,c
Passengers leaning forward when a bus suddenly brakes is an example of which law?,Newton's Third Law,Law of Thermodynamics,Newton's Second Law,Newton's First Law,d
On what principle does a Jet Engine primarily operate?,Boyle's Law,Archimedes' Principle,Conservation of Energy,Conservation of Linear Momentum,d
Which statement is correct regarding sliding friction?,Equal to Limiting friction,Greater than Limiting friction,Slightly less than Limiting friction,Independent of Limiting friction,c
The time period of a simple pendulum is dependent on which factor?,Mass of the pendulum,Density of the pendulum,Length of the pendulum,Material of the pendulum,c
Motion that repeats itself after a fixed interval is called:,Linear Motion,Rotational Motion,Periodic Motion,Random Motion,c
Where is the effect of gravity considered minimal?,At the Earth's core,At the poles,Near an artificial satellite,At the top of Mount Everest,c
A ball thrown vertically upwards inside a train moving at constant speed will fall:,Slightly behind the passenger,Slightly ahead of the passenger,In the passenger's hands,Outside the train,c
The gravitational acceleration ('g') has its minimum value:,At the North Pole,At the South Pole,At the Equator,At the center of the Earth,c
An unused book remaining on a shelf exemplifies which law of motion?,Newton's Second Law of Motion,Law of Universal Gravitation,Newton's Third Law of Motion,Newton's First Law of Motion,d
"The statement ""For every action, there is an equal and opposite reaction"" is attributed to:",Einstein,Archimedes,Newton,Galileo,c
When does a body in a lift appear to weigh more than its actual weight?,When the lift is moving downwards at a constant speed,When the lift is accelerating downwards,When the lift is stationary,When the lift is accelerating upwards,d
What does a Hygrometer measure?,Wind Speed,Atmospheric Pressure,Atmospheric Humidity,Earthquake Intensity,c
The velocity required for a satellite to escape Earth's gravitational pull is called:,Orbital Velocity,Terminal Velocity,Escape Velocity,Tangential Velocity,c
Sound waves produced in a Sitar are categorized as:,Longitudinal and Progressive,Longitudinal and Stationary,Stationary and Transverse,Progressive and Transverse,c
What is a Karatmeter used to detect?,Atmospheric pressure,Purity of gold,Wind velocity,Earthquake,b
Which instrument measures light intensity?,Hygrometer,Lux meter,Barograph,Seismograph,b
Which of the following instruments is used to measure atmospheric pressure?,Hygrometer,Anemometer,Barograph,Karatmeter,c
"According to the provided text, what type of energy does flowing river water convey?",Potential,Chemical,Kinetic,Electrical,c
A jet engine works based on which principle?,Bernoulli's principle,Conservation of Energy,Conservation of Angular Momentum,Conservation of Linear Momentum,d
How does sliding friction compare to limiting friction?,Slightly greater,Equal,Significantly greater,Slightly less,d
On what factor does the time period of a simple pendulum depend?,Mass of the pendulum,Material of the pendulum,Length of the pendulum,Amplitude of the pendulum,c
Motion that repeats itself after a specific duration is called?,Linear Motion,Circular Motion,Periodic Motion,Random Motion,c
"Where is gravity considered to be not present, according to the text?",At the Earth's core,On the Moon,Near an artificial satellite,In a vacuum,c
"According to the text, where is the value of 'g' (gravitational acceleration) minimum?",At the Poles,At the center of the Earth,At the Equator,At the North Pole,c
A passenger throwing a ball vertically upwards in a train moving at a constant speed and catching it again exemplifies which law?,Newton's Second Law of Motion,Newton's Law of Gravitation,Newton's Third Law of Motion,Newton's First Law of Motion,d
What is the velocity called with which a satellite escapes Earth's gravitational pull?,Orbital Velocity,Tangential Velocity,Escape Velocity,Terminal Velocity,c
"The statement 'For every action, there is an equal and opposite reaction' is attributed to which scientist?",Einstein,Galileo,Newton,Archimedes,c
"According to the text, when will the apparent weight of a body in a lift be greater than its actual weight?",When the lift is moving downwards at a constant speed,When the lift is accelerating downwards,When the lift is accelerating upwards,When the lift is stationary,c
Sound waves generated in a Sitar are of which type?,Longitudinal and Progressive,Progressive and Transverse,Stationary and Longitudinal,Stationary and Transverse,d
What does a Karatmeter primarily detect?,Wind Velocity,Purity of Gold,Atmospheric Pressure,Light Intensity,b
What type of energy is conveyed by flowing river water?,Potential,Chemical,Kinetic,Electrical,c
On what principle does a Jet Engine operate?,Newton's Third Law,Sliding Friction,Conservation of Linear Momentum,Simple Pendulum,c
Sliding friction is generally:,Equal to Limiting Friction,Slightly more than Limiting Friction,Slightly less than Limiting friction,Significantly more than Limiting Friction,c
The time period of a simple pendulum is dependent on:,The mass of the bob,The material of the bob,On the length of the pendulum,The atmospheric pressure,c
The value of 'g' (gravitational acceleration) is minimum at:,The Poles,The Center of the Earth,At the Equator,The Arctic Circle,c
Which of the following statements is INCORRECT regarding a body in a lift?,The apparent weight is more when the lift accelerates upwards.,The apparent weight is equal to the actual weight when the lift is stationary.,The apparent weight is less when the lift accelerates downwards.,The apparent weight is more when the lift accelerates downwards.,d
What is the velocity with which a satellite escapes Earth's gravitational pull called?,Orbital Velocity,Terminal Velocity,Escape Velocity,Sound Velocity,c
A weightless rubber balloon is filled with 200 grams of water. What will its weight be when submerged in water?,200 grams,100 grams,Equal to the weight of the displaced water,Zero,d
Which of the following statements is correct regarding the transfer of a body from the Moon to Earth?,Its mass increases and its weight remains unchanged.,Its mass decreases and its weight increases.,Its weight increases and its mass remains unchanged.,Its weight decreases and its mass increases.,c
What physical quantity of an object remains unchanged when its Quantity/Mass is changed?,Weight,Volume,Density,Area,c
An unsaturated sugar solution is prepared by mixing 100 grams of sugar in half a liter of water. Which physical quantity will NOT change?,Density,Mass,Volume,Concentration,c
Why do pendulum clocks become slow in summer?,The length of the pendulum decreases.,The length of the pendulum increases.,The atmospheric pressure increases.,The atmospheric pressure decreases.,b
"When pulling a bucket of water from a well, at what point does the bucket feel heavier?",While it is submerged in water.,Just as it enters the water.,Has become heavier above the water surface.,It feels the same throughout.,c
Why does the Leaning Tower of Pisa not fall?,Due to its unique architectural design.,The vertical line passing through the center of gravity remains outside the base.,The vertical line passing through the center of gravity remains inside the base.,Due to the strong foundation.,c
"If a bomb is dropped from an airplane moving at a uniform speed, where will the airplane be when the bomb reaches the bottom?",Slightly behind the bomb.,Slightly ahead of the bomb.,Exactly above the bomb.,The position will be random.,c
On what does the highest temperature inside a pressure cooker primarily depend?,The material of the cooker.,On the area of the hole at the top and the weight placed on it.,The amount of food inside the cooker.,The intensity of the heat source.,b
Why does ink start leaking from a pen while traveling by airplane?,Due to an increase in atmospheric pressure.,Due to a decrease in temperature.,Due to an increase in gravitational force.,Due to a decrease in atmospheric pressure.,d
Rocket works on the principle of?,Conservation of Energy,Conservation of Mass,Conservation of Momentum,Conservation of Angular Momentum,c
Jet engine works on which principle?,Principle of Conservation of Energy,Principle of Conservation of Angular Momentum,Principle of Conservation of Linear Momentum,Principle of Conservation of Mass,c
"If Earth's gravitational force suddenly disappears, what would happen to the weight and mass of an object?",Weight and mass both will become zero.,"Weight will become zero, but the mass will remain the same.","Mass will become zero, but the weight will remain the same.",Both weight and mass will increase.,b
"If the distance between Earth and Sun were twice what it is, how would the gravitational force exerted by the Sun on Earth change?",Twice of what it is now.,Half of what it is now.,One-fourth of what it is now.,Four times of what it is now.,c
Where is the weight of an object maximum?,At the equator,At the poles,At the center of the Earth,In space,b
What is the weight of an iron ball in space if its weight on Earth is 10 kg?,10 kg,5 kg,20 kg,Zero,d
At which location on Earth is the weight of the human body maximum?,Equator,Poles,Center of the Earth,Tropic of Cancer,b
What does a sudden fall of atmospheric pressure indicate?,Clear weather,High temperature,Storm,Earthquake,c
A weightless rubber balloon is filled with 200 grams of water. What will be its weight in water?,200 grams,100 grams,Zero,400 grams,c
"When a body is transferred from the Moon to Earth, which of the following is true?",Its mass increases on Earth.,Its weight remains unchanged.,Its weight increases on Earth and mass remains unchanged.,Its mass decreases on Earth.,c
What remains unchanged when the Quantity/Mass of an object is changed?,Weight,Volume,Density,Area,c
Which of the following physical quantities will NOT change when an unsaturated sugar solution is prepared by mixing 100 grams of sugar in half a liter of water?,Weight,Density,Volume,Mass,c
"If a bomb is dropped from an airplane moving at a uniform speed, where will the airplane be by the time the bomb reaches the bottom?",Behind the bomb.,Ahead of the bomb.,Exactly above the bomb.,At a random location.,c
The highest temperature inside a pressure cooker depends on which of the following?,The material of the cooker.,On the area of the hole at the top and the weight placed on it.,The amount of water inside.,The type of food being cooked.,b
