Question,Option A,Option B,Option C,Option D,Correct Answer
To which deity are the majority of Rigvedic hymns dedicated?,Agni,Varuna,Indra,Surya,c
What is the literal meaning of the word 'Arya'?,Priest,Noble,Warrior,Farmer,b
What was the role of the 'Adhvaryu'?,A warrior,A king,The priest who performed the Yajna,A scribe,c
King Ashwapati of the Upanishadic period was the ruler of which region?,Koshala,Kaikeya,Magadha,Videha,b
"Sarga, Pratisarga, Vamsa, Manvantara, and Vamsanucharita are indicators of what?",Upanishads,Vedas,Puranas,Smritis,c
Who is considered to be the first law-giver of India?,Yajnavalkya,Parashara,Manu,Vashistha,c
For what is the word 'Koseya' used?,Cotton,Wool,Silk,Linen,c
"In Classical Sanskrit, what does 'Arya' mean?",A wealthy person,A powerful person,An excellent person,A learned person,c
What is Rigveda?,A book of philosophy,A book of medicine,A collection of hymns,A book of rituals,c
In which Veda is the word 'Itihasa' mentioned?,Rigveda,Samaveda,Yajurveda,Atharvaveda,d
After which clan was the name of India kept as 'Bharat'?,Maurya,Gupta,Bharata,Kushan,c
"During the Iron Age, what material was replaced by iron for making tools and weapons?",Copper,Bronze,Stone,Wood,b
In which Veda can one find a collection of magical spells and charms?,Rigveda,Samaveda,Yajurveda,Atharvaveda,d
What was the main social unit of the Aryans?,Gram,Vish,Kula,Jan,d
"Which Varna mainly engaged in farming, animal husbandry, and trade in the Later Vedic period?",Brahmin,Kshatriya,Vaishya,Shudra,c
What is the ancient name of the Beas river?,Vitasta,Asikni,Vipasha,Parushni,c
What was the region inhabited by the Vedic Aryans called?,Aryavarta,Brahmavarta,Sapta-Sindhu,Madhyadesha,c
What was the ancient name of the Jhelum river?,Parushni,Vitasta,Asikni,Vipasha,b
Which river is mentioned as 'Vitasta' in Vedic literature?,Beas,Ravi,Jhelum,Sutlej,c
Which Veda is related to music?,Rigveda,Yajurveda,Samaveda,Atharvaveda,c
Which is the oldest Veda?,Samaveda,Yajurveda,Atharvaveda,Rigveda,d
'Purusha Sukta' is a collection of hymns belonging to which Veda?,Samaveda,Yajurveda,Rigveda,Atharvaveda,c
"According to the 'Chaturashrama' system, provision for the family period was made for which stage?",Brahmacharya,Vanaprastha,Sanyasa,Grihastha,d
Rishi Kapila was related to which sect of Indian philosophy?,Nyaya,Vaisheshika,Samkhya,Yoga,c
Into how many books (mandalas) is the Rigveda divided?,8,10,12,14,b
Which Upaveda is related to the Rigveda?,Dhanurveda,Gandharvaveda,Shilpaveda,Ayurveda,d
Which two rivers are mentioned in the Rigveda hymn with Rishi Vishwamitra?,Ganga and Yamuna,Beas and Sutluj,Ravi and Jhelum,Indus and Saraswati,b
Which Veda is referred to as a collection?,Rigveda,Samaveda,Yajurveda,Atharvaveda,d
What is the Rigvedic name of the Ravi river?,Vitasta,Asikni,Vipasha,Parushni,d
What does 'Anushthana' denote?,Vedanga,Kalpa,Shiksha,Nirukta,b
"In the Vedic civilization, what did the title 'Gopati' for the king signify?",The lord of the land,The lord of the army,The lord of cattle,The lord of the people,c
King Ashwapati of the Upanishadic period ruled which region?,Kosala,Magadha,Kaikeya,Videha,c
Which of the following are indicators of the Puranas?,"Sarga, Pratisarga, Vamsa, Manvantara, and Vamsanucharita","Smriti, Shruti, Aranyaka, Upanishad, and Veda","Brahmana, Aranyaka, Sutra, Veda, and Upanishad","Sutra, Smriti, Veda, Brahmanas, and Upanishads",a
Who is considered the first law-giver of India?,Yajnavalkya,Parashara,Manu,Brihaspati,c
For what item is the word 'Koseya' used?,Cotton,Wool,Silk,Linen,c
Which of the following best describes the Rigveda?,A book of rituals,A collection of philosophies,A collection of hymns,A treatise on medicine,c
"During the Iron Age, what material did iron replace for making tools and weapons?",Copper,Bronze,Stone,Wood,b
Which Veda contains a collection of magical spells and charms?,Rigveda,Samaveda,Yajurveda,Atharvaveda,d
"Which Varna primarily engaged in farming, animal husbandry, and trade in the Later Vedic period?",Brahmin,Kshatriya,Vaishya,Shudra,c
Which river in Vedic literature is referred to as 'Vitasta'?,Ravi,Beas,Jhelum,Sutlej,c
'Purusha Sukta' is a collection of hymns from which Veda?,Samaveda,Yajurveda,Atharvaveda,Rigveda,d
"According to the 'Chaturashrama' system, which stage is designated for family life?",Brahmacharya,Vanaprastha,Sanyasa,Grihastha,d
Rishi Kapila is associated with which school of Indian philosophy?,Yoga,Vedanta,Samkhya,Nyaya,c
"In the Vedic civilization, the king was called 'Gopati,' which meant what?",The lord of the land,The lord of the people,The lord of cattle,The lord of the army,c
Most of the Rigvedic hymns are dedicated to which deity?,Agni,Varuna,Indra,Surya,c
King Ashwapati of the Upanishadic period ruled over which region?,Kuru,Panchala,Kaikeya,Magadha,c
The word 'Koseya' is used to refer to which material?,Cotton,Wool,Silk,Linen,c
"In Classical Sanskrit, what does 'Arya' signify?",A wealthy person,A powerful warrior,An excellent person,A religious leader,c
What is the Rigveda?,A collection of poems,A collection of stories,A collection of hymns,A collection of rituals,c
The name of India was kept as 'Bharat' after which clan?,Kuru,Bharata,Panchala,Maurya,b
"During the Iron Age, tools and weapons started being made of iron instead of what?",Copper,Stone,Bronze,Wood,c
Where can a collection of magical spells and charms be found?,Rigveda,Samaveda,Yajurveda,Atharvaveda,d
"In the Later Vedic period, which Varna primarily engaged in farming, animal husbandry, and trade?",Brahmin,Kshatriya,Vaishya,Shudra,c
The region where the Vedic Aryans lived was known as what?,Aryavarta,Brahmavarta,Sapta-Sindhu,Madhyadesha,c
Which river is referred to as 'Vitasta' in Vedic literature?,Beas,Ravi,Jhelum,Sutlej,c
Which Veda is associated with music?,Rigveda,Samaveda,Yajurveda,Atharvaveda,b
Rishi Kapila was associated with which sect of Indian philosophy?,Yoga,Nyaya,Vaisheshika,Samkhya,d
A collection is which Veda?,Rigveda,Samaveda,Atharvaveda,Yajurveda,c
To which deity are the most Rigvedic hymns dedicated?,Agni,Varuna,Indra,Surya,c
"In the context of Vedic rituals, what did 'Adhvaryu' signify?",The reciter of hymns,The priest who performed the Yajna,The singer of Sama Veda,The protector of the cows,b
"King Ashwapati, mentioned in the Upanishads, was the ruler of which region?",Kosala,Videha,Kaikeya,Magadha,c
Who is traditionally regarded as the first law-giver of India?,Yajnavalkya,Manu,Parashara,Narada,b
The term 'Koseya' is associated with which product?,Cotton,Wool,Silk,Linen,c
"In Classical Sanskrit, what does 'Arya' denote?",A wealthy merchant,A powerful king,An excellent person,A skilled artisan,c
What best describes the Rigveda?,A treatise on medicine,A collection of hymns,A manual of warfare,A book of philosophical dialogues,b
In which Vedic text is the word 'Itihasa' mentioned?,Rigveda,Samaveda,Yajurveda,Atharvaveda,d
What was the ancient name of the Beas river?,Vitasta,Askini,Vipasha,Shutudri,c
The region inhabited by the Vedic Aryans was known as what?,Aryavarta,Brahmavarta,Sapta-Sindhu,Madhyadesa,c
Which is considered the oldest Veda?,Samaveda,Yajurveda,Atharvaveda,Rigveda,d
"According to the 'Chaturashrama' system, for which stage was the provision for family life made?",Brahmacharya,Vanaprastha,Sanyasa,Grihastha,d
Which of the following is described as 'a collection'?,Rigveda,Samaveda,Yajurveda,Atharvaveda,d
"In the Vedic civilization, the king was called 'Gopati'. What did this title signify?",The lord of the land,The lord of the army,The lord of cattle,The lord of the treasury,c
The Vedic civilization primarily developed on the banks of which river?,Ganga,Indus,Saraswati,Yamuna,c
Who is considered the propounder of Vaisheshika Darshana?,Kapila,Gautama,Kanada,Jaimini,c
"In the 6th-5th century BC, what name did the people of Turkey give to the language used by the people east of the Indus?",Sanskrit,Prakrit,Hindvi,Aramaic,c
Who was the famous physician in King Bimbisara's court and also the personal physician of Lord Buddha?,Charaka,Sushruta,Jivaka,Dhanvantari,c
"According to Jain and Buddhist texts, how many Mahajanapadas existed in the sixth century BC?",Twelve,Eighteen,Sixteen,Twenty,c
What was the ancient capital of India?,Rajgir,Taxila,Pataliputra,Indraprastha,c
"Who was the last ruler of the Magadha empire, also known as the last ruler of the Nanda dynasty?",Ajatashatru,Bimbisara,Dhanananda,Shishunaga,c
Which ruler shifted the capital of Magadha from Rajagriha to Pataliputra?,Bimbisara,Ajatashatru,Udayin,Shishunaga,c
Bimbisara was the ruler of which empire?,Kosala,Magadha,Avanti,Vatsa,b
What was the capital of the Magadha Empire?,Pataliputra,Kaushambi,Rajgir,Shuktimati,c
"During the supreme period of Aryan culture, how many Janapadas of the Ganga valley became Mahajanapadas?",12,14,16,18,c
"In ancient times, what was 'Awadh' known as?",Magadha,Kosala,Vajji,Malla,b
In which text are the sixteen Mahajanapadas mentioned?,Mahabharata,Arthashastra,Anguttara Nikaya,Rigveda,c
Kalinga King Kharavela was related to which dynasty?,Maurya,Haryanka,Chedi,Nanda,c
The Matsya Mahajanapada of the 6th century B.C. was located in which present-day state?,Bihar,Uttar Pradesh,Rajasthan,Madhya Pradesh,c
At which site have the remains of the ancient city been found?,Rajgir,Kaushambi,Kumrahar,Shravasti,c
During whose reign was the power of Magadha expanded over the Malwa region?,Bimbisara,Ajatashatru,Shishunaga,Mahapadmananda,c
Which ruler of Magadha killed his father for the throne and was later killed by his own son for the same reason?,Bimbisara,Ajatashatru,Udayin,Dhanananda,b
Which emperor of Magadha is known by the name 'Aparoparshurama'?,Ajatashatru,Shishunaga,Mahapadmananda,Dhanananda,c
What was the shape of the city plan of ancient Avanti?,Circular,Square,Semi-circular,Triangular,c
"In the sixth century B.C., what was the capital of Chedi?",Rajgir,Pataliputra,Shuktimati,Kaushambi,c
"According to inscribed evidence, a canal was dug on the order of which king in Kalinga?",Bimbisara,Ajatashatru,Mahapadmananda,Kharavela,c
The legend of Udayana-Vasavadatta is related to which city?,Pataliputra,Kaushambi,Rajgir,Shuktimati,b
On which river's banks did the Vedic civilization develop?,Indus,Ganga,Saraswati,Yamuna,c
Who is the propounder of Vaisheshika Darshana?,Kapila,Gautama,Kanada,Jaimini,c
What name did the people of Turkey give to the language used by the people east of the Indus in the sixth-fifth century BC?,Sanskrit,Prakrit,Hindvi,Pali,c
"Who was the last ruler of the Magadha empire, belonging to the Nanda dynasty?",Chandragupta Maurya,Bimbisara,Ajatashatru,Dhanananda,d
Who shifted the capital of Magadha from Rajagriha to Pataliputra?,Bimbisara,Ajatashatru,Udayin,Shishunaga,c
Bimbisara was the ruler of which Mahajanapada?,Kosala,Vajji,Magadha,Avanti,c
What was the capital of the Magadha Empire during Bimbisara's rule?,Pataliputra,Rajgir,Vaishali,Kushinagar,b
What was 'Awadh' known as in ancient times?,Magadha,Kosala,Vatsa,Anga,b
In which Buddhist text are the sixteen Mahajanapadas mentioned?,Vinaya Pitaka,Sutta Pitaka,Abhidhamma Pitaka,Anguttara Nikaya,d
In which present-day state was the Matsya Mahajanapada located during the 6th century B.C.?,Uttar Pradesh,Bihar,Rajasthan,Madhya Pradesh,c
At which site have the remains of the ancient city of Pataliputra been found?,Sarnath,Bodh Gaya,Kumrahar,Nalanda,c
During whose time did Magadha's power expand over the Malwa region?,Bimbisara,Ajatashatru,Shishunaga,Mahapadmananda,c
Which ruler of Magadha killed his father for the throne and was himself killed by his son for the same reason?,Bimbisara,Udayin,Ajatashatru,Dhanananda,c
What was the city plan shape of ancient Avanti?,Circular,Rectangular,Semi-circular,Square,c
"According to inscribed evidence, in which region was a canal dug on the order of the Nanda king?",Magadha,Kosala,Kalinga,Avanti,c
On the banks of which river did the Vedic civilization develop?,Indus,Ganga,Saraswati,Yamuna,c
What did the people of Turkey call the language used by the people east of the Indus in the sixth-fifth century BC?,Sanskrit,Prakrit,Hindvi,Pali,c
How many Mahajanapadas are mentioned in Jain and Buddhist texts of the sixth century BC?,Twelve,Eighteen,Fifteen,Sixteen,d
Who was the last ruler of the Magadha empire (Nanda dynasty)?,Bimbisara,Ajatashatru,Shishunaga,Dhanananda,d
"In ancient times, by what name was 'Awadh' known?",Magadha,Kosala,Avanti,Matsya,b
The sixteen Mahajanapadas are mentioned in which text?,Mahabharata,Ramayana,Anguttara Nikaya,Arthashastra,c
The Matsya Mahajanapada of the 6th century B.C. was located in which region?,Bihar,Uttar Pradesh,Rajasthan,Madhya Pradesh,c
During whose time was the power of Magadha expanded over the Malwa region?,Bimbisara,Ajatashatru,Shishunaga,Udayin,c
"In which region was a canal dug on the order of the Nanda king, according to inscribed evidence?",Magadha,Kalinga,Kosala,Avanti,b
"In the supreme period of Aryan culture, how many Janapadas of the Ganga valley became Mahajanapadas?",12,14,16,18,c
The sixteen Mahajanapadas are mentioned in which Buddhist text?,Tripitaka,Vinaya Pitaka,Anguttara Nikaya,Sutta Pitaka,c
"According to inscribed evidence, on whose order was a canal dug in Kalinga?",Ashoka,Kharavela,Mahapadmananda,Bimbisara,c
The earliest capital of the Magadha empire in ancient India was:,Vaishali,Pataliputra,Rajgir,Champa,c
Which rivers surrounded the Magadha Mahajanapada?,Ganga and Yamuna,Son and Gomti,Ganga and Son,Yamuna and Gomti,c
The capital of Vajji Mahajanapada was:,Rajagriha,Vaishali,Champa,Pataliputra,b
Which dynasty ruled Magadha after the Nanda dynasty?,Haryanka dynasty,Mauryan dynasty,Avanti dynasty,Vajji dynasty,b
Bimbisara was the king of which dynasty?,Nanda dynasty,Mauryan dynasty,Haryanka dynasty,Avanti dynasty,c
Who was the last ruler of the Nanda dynasty?,Ajatashatru,Udayin,Bimbisara,Dhanananda,d
"In the fourth century BC, the capital of Magadha was shifted to:",Rajgir,Vaishali,Pataliputra,Champa,c
The most important fundamental principle of Jainism is:,Satya,Brahacharya,Ahimsa,Asteya,c
Shvetambara and Digambara are sects of which religion?,Buddhism,Hinduism,Jainism,Sikhism,c
Who was the 23rd Tirthankara of Jainism?,Mahavira,Rishabhadeva,Parshvanatha,Nandivardhan,c
Who was the first Jain Tirthankara?,Mahavira,Rishabhadeva,Parshvanatha,Nandivardhan,b
To whom is the Soniji Ki Nasian temple of Ajmer dedicated?,Lord Mahavira,Lord Parshvanatha,Lord Rishabhadeva,Lord Gautama Buddha,c
The water temple related to Jainism was built by:,King Ajatashatru,King Bimbisara,King Nandivardhan,King Dhanananda,c
"Match the following:
Column I
(A) First Capital of Magadha
(B) Capital of Vajji
Column II
(1) Vaishali
(2) Rajagriha","A-1, B-2","A-2, B-1","A-2, B-2","A-1, B-1",b
Which of the following statements is INCORRECT regarding Bimbisara?,He was the king of the Haryanka dynasty.,He sent Jivaka for the treatment of the king of Avanti dynasty.,He was the first ruler of the Haryanka dynasty.,He shifted the capital to Pataliputra.,d
The Magadha Mahajanapada was surrounded by which rivers?,Ganga and Yamuna,Son and Gomti,Ganga and Son,Yamuna and Gomti,c
The last ruler of the Nanda dynasty was:,Ajatashatru,Udayin,Bimbisara,Dhanananda,d
The 24th or the last Jain Tirthankara was:,Rishabhadeva,Parshvanatha,Mahavira,Nandivardhan,c
The first Jain Tirthankara was:,Mahavira,Parshvanatha,Nandivardhan,Rishabhadeva,d
The Soniji Ki Nasian temple of Ajmer is dedicated to:,Lord Mahavira,Lord Parshvanatha,Lord Rishabhadeva,Lord Nandivardhan,c
"Match the following:
Column I          Column II
A. First Capital of Magadha      1. Vaishali
B. Capital of Vajji             2. Rajagriha","A-1, B-2","A-2, B-1","A-1, B-1","A-2, B-2",b
Which of the following rivers surrounded the Magadha Mahajanapada?,Yamuna and Ganga,Ganga and Son,Brahmaputra and Ganga,Son and Kosi,b
Which dynasty ruled Magadha immediately after the Nanda dynasty?,Haryanka dynasty,Mauryan dynasty,Gupta dynasty,Kushan dynasty,b
Bimbisara belonged to which dynasty?,Nanda dynasty,Mauryan dynasty,Haryanka dynasty,Gupta dynasty,c
In which century BC was the capital of Magadha shifted to Pataliputra?,Sixth century BC,Fifth century BC,Fourth century BC,Third century BC,c
The ancient city of Champa was the capital of which Mahajanapada?,Vajji,Anga,Magadha,Avanti,b
Who was the first ruler of the Haryanka dynasty from Magadha?,Udayin,Ajatashatru,Bimbisara,Nandivardhan,c
What is the most important fundamental principle of Jainism?,Satya,Asteya,Ahimsa,Aparigraha,c
The organization named Gaccha is related to:,Buddhism,Hinduism,Jainism,Ajivika,c
Who was the 24th or the last Jain Tirthankara?,Parshvanatha,Rishabhadeva,Mahavira,Neminatha,c
The first empire of ancient India to extensively use elephants in warfare was:,Mauryan,Vajji,Nanda,Magadha,d
How many great powers (Mahajanapadas) existed during the lifetime of Lord Gautama Buddha?,12,14,16,18,c
Which Mahajanapada had Champa as its capital?,Vajji,Magadha,Anga,Avanti,c
The Mauryan dynasty succeeded which dynasty in ruling Magadha?,Haryanka,Shunga,Kushana,Nanda,d
"Jivaka, the famous physician, served in the court of:",Ajatashatru,Dhanananda,Udayin,Bimbisara,d
Which ruler of the Haryanka dynasty was the son of Ajatashatru?,Bimbisara,Dhanananda,Udayin,Parshvanatha,c
For the treatment of which dynasty's king did Bimbisara send Jivaka?,Nanda dynasty,Avanti dynasty,Mauryan dynasty,Vajji dynasty,b
Which Magadha emperor annexed Anga into his empire?,Ajatashatru,Dhanananda,Udayin,Bimbisara,d
Who was the 24th Jain Tirthankara?,Rishabhadeva,Parshvanatha,Nandivardhan,Mahavira,d
What is a Tirthankara called in Jainism?,A destroyer of evil,The protector of religion and a spiritual teacher,The creator of the universe,A celestial being,b
What is it called when a Tirthankara leaves his mortal body?,Moksha,Samadhi,Nirvana,Rebirth,c
Which Agama describes non-violence in Jainism?,Tripitaka,Sutrakritanga Sutra,Anguttara Nikaya,Dhammapada,b
Who is considered the first Tirthankara of Jainism?,Mahavira,Parshvanatha,Rishabhanatha,Gautama Buddha,c
Vardhamana Mahavira was which Tirthankara of Jainism?,First,Twenty-third,Twenty-fifth,Twenty-fourth,d
"Among the five vows of Jainism, which one means non-attachment?",Ahimsa,Satya,Asteya,Aparigraha,d
Who gave Jainism its present form?,Rishabhanatha,Parshvanatha,Mahavira,Bhadrabahu,c
At which place was Swami Mahavira born?,Sravasti,Lumbini,Kundagrama,Pataliputra,c
The teachings of Mahavira are currently available at which location?,Ayodhya,Vallabhi in Gujarat,Mathura,Vaishali,b
"The word 'Jain' is derived from the Sanskrit word 'Jina', which means:",Teacher,Victor,Preacher,Liberator,b
"In which state is the Palitana temple, a Jain pilgrimage site, located?",Rajasthan,Maharashtra,Gujarat,Madhya Pradesh,c
The Digambara sect is related to which religion?,Buddhism,Jainism,Hinduism,Sikhism,b
Lord Mahavira was born in the early sixth century BC at:,Kushinagar,Vaishali,Rajgir,Pawapuri,b
What is the original name of Lord Mahavira?,Siddhartha,Gautama,Vardhamana,Rahul,c
Jain monastic institutions are called:,Viharas,Basadis,Monasteries,Ashrams,b
Mahavira is considered the last Tirthankara among the how many Tirthankaras?,22nd,23rd,25th,24th,d
"Parshvanatha, the son of King Ashvasena of Banaras, became which Tirthankara of Jainism?",First,Twenty-second,Twenty-third,Twenty-fourth,c
The word Shvetambara is associated with which religion?,Buddhism,Hinduism,Jainism,Sikhism,c
Who was the founder of Jainism?,Mahavira,Parshvanatha,Rishabhadeva,Gautama Buddha,c
The Jain Kalpasutra was composed by:,Mahavira,Parshvanatha,Bhadrabahu,Gautama Buddha,c
"The supreme goal of human life is 'Kaivalya', which means:",To attain enlightenment,To conquer desires,To achieve salvation,To gain wealth,b
A significant center of study during the Pala period in India was:,Nalanda,Taxila,Vikramshila,Valabhi,c
The most important teachers of Vikramshila University were:,"Virochana, Atisha, Dipankara and Ratnakar Shanti","Nagarjuna, Asanga, Vasubandhu and Dignaga","Aryabhata, Brahmagupta, Bhaskara and Varahamihira","Panini, Patanjali, Katyayana and Pingala",a
The excavation of Taxila University was carried out by:,Alexander Cunningham,John Marshall,James Prinsep,Aurel Stein,b
Who was Mahavira's first follower?,Anuyoginidvara,Jamali,Ajatashatru,Bimbisara,b
"The principle of Triratna (Right Faith, Right Knowledge, Right Conduct) is the glory of which religion?",Buddhism,Hinduism,Jainism,Sikhism,c
"The founder of the ""Ajivaka"" sect was:",Gautama Buddha,Mahavira,Makkhali Gosala,Ajita Kesakambali,c
Early Jain literature was written in which language?,Sanskrit,Pali,The Ardha-Magadhi language,Prakrit,c
Yapaniya was a sect of:,Buddhism,Hinduism,Jainism,Ajivika,c
The word Tirthankara is related to:,Buddhism,Hinduism,Jainism,Sikhism,c
What is it known as when a Tirthankara leaves his mortal body?,Moksha,Samadhi,Nirvana,Parinirvana,c
Vardhamana Mahavira was the what number Tirthankara of Jainism?,22nd,23rd,25th,24th,d
Which of the five vows of Jainism means non-attachment?,Satya,Asteya,Brahmacharya,Aparigraha,d
Where was Swami Mahavira born?,Sravasti,Kundagrama,Lumbini,Pava,b
Where are the teachings of Mahavira currently available?,Rajgir in Bihar,Sarnath in Uttar Pradesh,Vallabhi in Gujarat,Ujjain in Madhya Pradesh,c
"From which Sanskrit word is the word 'Jain' derived, and what does it mean?","'Karma', which means 'action'","'Dharma', which means 'righteousness'","'Jina', which means 'Victor'","'Ahinsa', which means 'non-violence'",c
"In which state is the Palitana temple, a pilgrimage site of Jainism, located?",Rajasthan,Maharashtra,Gujarat,Madhya Pradesh,c
In what century was Lord Mahavira born?,Early fifth century BC,Late seventh century BC,Early sixth century BC,Late fourth century BC,c
What are Jain monastic institutions called?,Viharas,Mathas,Basadis,Ashrams,c
Who was the twenty-third Tirthankara of Jainism?,Rishabhanatha,Mahavira,Parshvanatha,Neminatha,c
Who composed the Jain Kalpasutra?,Sthulabhadra,Bhadrabahu,Hemachandra,Haribhadra,b
"What does 'Kaivalya', the supreme goal of human life, mean?",To achieve enlightenment,To conquer desires,To attain liberation,To realize the self,b
Who carried out the excavation of Taxila University?,Alexander Cunningham,John Marshall,James Prinsep,Dayaram Sahni,b
"The principle of Triratna (Right Faith, Right Knowledge, Right Conduct) is associated with which religion?",Buddhism,Hinduism,Jainism,Sikhism,c
"Who was the founder of the ""Ajivika"" sect?",Gautama Buddha,Mahavira,Makkhali Gosala,Ajita Kesakambali,c
In which language was early Jain literature written?,Sanskrit,Pali,The Ardha-Magadhi language,Prakrit,c
Yapaniya was a sect of which religion?,Buddhism,Hinduism,Jainism,Ajivika,c
The word Tirthankara is related to which of the following?,Hinduism,Buddhism,Jainism,Sikhism,c
The 'Agama' that describes non-violence in Jainism is known as which of the following?,Tripitaka Sutra,Anguttara Nikaya,Sutrakritanga Sutra,Dhammapada,c
The Digambara sect is related to which of the following religions?,Buddhism,Hinduism,Jainism,Sikhism,c
The Jain Kalpasutra was composed by whom?,Parshvanatha,Mahavira,Bhadrabahu,Rishabhadeva,c
"Match the following:

Column I
(A) Rishabhanatha
(B) Mahavira
(C) Parshvanatha

Column II
(1) 23rd Tirthankara
(2) 24th Tirthankara
(3) First Tirthankara","A-3, B-1, C-2","A-2, B-3, C-1","A-3, B-2, C-1","A-1, B-2, C-3",c
Which of the following statements is INCORRECT regarding Jainism?,The word Shvetambara is associated with Jainism,Jain monastic institutions are called Basadis,The founder of Jainism was Rishabhadeva,The teachings of Mahavira are available in Taxila,d
Which of the following statements is NOT correct?,Lord Mahavira was born in the early sixth century BC at Vaishali,Yapaniya was a sect of Jainism,"The supreme goal of human life is 'Kaivalya', which means to gain wealth","When a Tirthankara leaves his mortal body, it is known as Nirvana",c
What is 'Nirvana' known as in Jainism?,A state of enlightenment,The final sermon of Mahavira,When a Tirthankara leaves his mortal body,The ultimate sacrifice,c
Vardhamana Mahavira was the ______ Tirthankara of Jainism.,Twenty-second,Twenty-third,Twenty-fifth,Twenty-fourth,d
"Parshvanatha, the son of King Ashvasena of Banaras, became the ______ Tirthankara of Jainism.",Twenty-second,Twenty-third,Twenty-fourth,Twenty-fifth,b
The word Shvetambara is associated with:,Buddhism,Jainism,Hinduism,Sikhism,b
"What does 'Kaivalya', the supreme goal of human life in Jainism, mean?",To attain peace,To conquer desires,To achieve enlightenment,To gain knowledge,b
Which of the following was a significant center of study during the Pala period in India?,Nalanda,Taxila,Vikramshila,Vallabhi,c
Who among the following were the most important teachers of Vikramshila University?,"Virochana, Atisha, Dipankara and Ratnakar Shanti","Panini, Aryabhata, Varahamihira and Brahmagupta","Kalidasa, Bhasa, Shudraka and Harsha","Kautilya, Megasthenes, Seleucus and Chandragupta",a
Early Jain literature was written in:,Sanskrit,Pali,The Ardha-Magadhi language,Prakrit,c
The Shvetambara Agama was finally compiled in which Jain council?,Vallabhi,Pawapuri,Pataliputra,Ayodhya,c
For which religious group is Prabhasgiri a pilgrimage site?,Buddhists,Charvakas,Jains,Hindus,c
Which religion does NOT subscribe to the concept of a 'world-destroying deluge'?,Hinduism,Buddhism,Jainism,Sikhism,c
The holy books of the Jains are collectively known as:,Tripitaka,Jataka Tales,Agama Siddhanta,Vedas,c
Which philosophical school rejected the belief in reincarnation?,Jainism,Buddhism,Charvaka,Hinduism,c
Who was the last Tirthankara in Jainism?,Rishabhadeva,Sambhavanatha,Vardhamana Mahavira,Suvidhinatha,c
At which location did Lord Mahavira attain Moksha?,Vallabhi,Shravasti,Pawapuri,Ayodhya,c
How many Tirthankaras are recognized in Jainism?,12,20,24,30,c
Vardhamana Mahavira was the son of the chief of which Kshatriya clan?,Maurya,Gupta,Shatrika (or Jnatrika),Nanda,c
'Paryushana Parva' is celebrated by which community?,The Buddhist community,The Jain community,The Hindu community,The Sikh community,b
In which present-day state was Lord Mahavira born?,Uttar Pradesh,Gujarat,Bihar,Madhya Pradesh,c
Santhara is a religious rite practiced by which community?,Buddhism,Jainism,Hinduism,Sikhism,b
Which city is recognized as the birthplace of the first and fourth Jain Tirthankaras?,Pabhosa,Shravasti,Ayodhya,Kakandi,c
"According to Jain philosophy, what does the word 'Jina' signify?",Teacher,King,Victor,Saint,c
Where are the teachings of Mahavira currently preserved?,"Pataliputra, Bihar","Vallabhi, Gujarat","Kapilavastu, Nepal","Shravasti, Uttar Pradesh",b
"Match the following Tirthankaras with their birthplaces:

   I. Sambhavanatha      A. Ayodhya
  II. Suvidhinatha      B. Pabhosa
 III. Rishabhanatha     C. Shravasti
  IV. Padmaprabhu       D. Kakandi

Choose the correct sequence:","I-A, II-B, III-C, IV-D","I-C, II-D, III-A, IV-B","I-B, II-A, III-D, IV-C","I-D, II-C, III-B, IV-A",b
Gautama Buddha attained knowledge on the banks of which river?,Ganga,Yamuna,Niranjana,Saraswati,c
'Tripitaka' is primarily related to which religion?,Jainism,Hinduism,Buddhism,Sikhism,c
Which historical figure was a follower of Buddhism?,Chandragupta Maurya,Ashoka,Kanishka,Harshavardhana,b
Which ruler is known for propagating Buddhism abroad?,Kanishka,Ashoka,Harshavardhana,Chandragupta Maurya,b
'Jataka tales' are associated with the life and teachings of:,Vardhamana Mahavira,Rishabhadeva,Gautama Buddha,Parshvanatha,c
In which city was the third Buddhist council held?,Kapilavastu,Ayodhya,Pataliputra,Vallabhi,c
The Shakya dynasty rulers governed which of the following places?,Pataliputra,Shravasti,Kapilavastu,Ayodhya,c
Which religion does NOT adhere to the concept of a 'world-destroying deluge'?,Hinduism,Buddhism,Jainism,Sikhism,c
Which philosophy rejected the belief in reincarnation?,Jainism,Buddhism,Charvaka,Hinduism,c
Who was the last Tirthankara of the Jains?,Rishabhadeva,Parshvanatha,Sambhavanatha,Vardhamana Mahavira,d
The 'Paryushana Parva' is celebrated by which community for self-purification?,Buddhist,Jain,Hindu,Sikh,b
'Santhara' is a religious rite belonging to which community?,Buddhist,Jain,Hindu,Sikh,b
The teachings of Mahavira are currently preserved at which location?,"Pataliputra, Bihar","Shravasti, Uttar Pradesh","Vallabhi, Gujarat","Pawapuri, Bihar",c
"Match the following Jain Tirthankaras with their birthplaces:
I. Sambhavanatha
II. Suvidhinatha
III. Rishabhanatha
IV. Padmaprabhu

A. Kakandi
B. Pabhosa
C. Ayodhya
D. Shravasti","I-A, II-B, III-C, IV-D","I-D, II-A, III-C, IV-B","I-C, II-D, III-B, IV-A","I-B, II-C, III-A, IV-D",b
'Tripitaka' is primarily associated with which religion?,Jainism,Hinduism,Buddhism,Sikhism,c
