Question,Option A,Option B,Option C,Option D,Correct Answer
Which Chinese traveler stayed in Tamralipti for three years to learn Sanskrit?,Fa Hien,Al-Masudi,Xuanzang,I-tsing,d
Arrange the following Chinese travelers in chronological order of their visits to India:,"I-tsing, Xuanzang, Fa Hien","Xuanzang, Fa Hien, I-tsing","Fa Hien, Xuanzang, I-tsing","Fa Hien, I-tsing, Xuanzang",c
Match the following travelers with the period of their stay in India:,"Fa Hien - 629 to 645 AD, Xuanzang - 399 to 414 AD","Fa Hien - 399 to 414 AD, Xuanzang - 629 to 645 AD","Fa Hien - 671-72 to 693-94 AD, Xuanzang - 399 to 414 AD","Fa Hien - 915 to 916 AD, Xuanzang - 671-72 to 693-94 AD",b
Which of the following statements is INCORRECT regarding the provided text?,Pravarasena I performed four Ashvamedha Yajnas,The city of Harsud in Madhya Pradesh was built by Harshavardhana,Vallabhi University was located in Gujarat,"The capital of the Kadambas, Banavasi, was located in Kerala",d
The Kandaraya Mahadeva temple is dedicated to which deity?,Lord Vishnu,Lord Shiva,Goddess Parvati,Lord Brahma,b
Which of the following statements regarding the Konark Sun Temple is INCORRECT?,It is located in Odisha,European sailors called it Black Pagoda,King Narasimhadeva I is credited with its establishment,It was built by the Chandela dynasty,d
"Match the following:

Column I
(A) Brihadishvara Temple
(B) Khajuraho Monuments

Column II
(1) Tamil Nadu
(2) Madhya Pradesh

Choose the correct option:","A-1, B-2","A-2, B-1","A-1, B-1","A-2, B-2",a
The Ajanta caves were constructed during which period?,Mauryan period,Gupta period,Sunga period,Kushan period,b
The Lingaraja Temple was built by which dynasty?,Chola dynasty,Chandela dynasty,Somvanshi dynasty,Pallava dynasty,c
"The Karla caves, known for being protected Buddhist caves, are located in which state?",Karnataka,Uttar Pradesh,Maharashtra,Odisha,c
Who is credited with building the Sanchi Stupa?,Rajendra Chola I,Pulakeshin II,Ashoka,Kushana,c
"Match the following:

Column I
(A) Harmika
(B) Garbhagriha

Column II
(1) Innermost sanctum of Hindu and Jain temples
(2) Balcony-like structure in a stupa

","A-1, B-2","A-2, B-1","A-1, B-1","A-2, B-2",b
Which temple was built by Rajendra Chola I?,Mahabodhi Temple,Murudeshwara temple,Gangaikonda Cholapuram temple,Tiruvarur temple,c
The Kandaraya Mahadeva temple was built by which dynasty?,Maurya,Gupta,Chandela,Pallava,c
Who built the famous Konark Sun Temple?,Rajaraja Chola,Anantavarman Chodaganga,King Narasimhadeva I,Yayati Keshari,c
The Brihadishvara Temple is located in which state?,Kerala,Tamil Nadu,Odisha,Madhya Pradesh,b
Which of the following statements about the Konark Temple is INCORRECT?,It is located in Odisha.,It is also known as Black Pagoda by European sailors.,It is a Jain Temple,King Narasimhadeva I is credited with its establishment.,c
"Match the following temples with their locations:

I. Dilwara Temple
II. Somnath Temple
III. Kamakhya Temple
IV. Jagannath Temple

A. Gujarat
B. Assam
C. Mount Abu
D. Puri

","I-A, II-B, III-C, IV-D","I-C, II-A, III-B, IV-D","I-D, II-C, III-A, IV-B","I-B, II-D, III-C, IV-A",b
The temple located in the Elephanta Caves near Mumbai is dedicated to which deity?,Lord Vishnu,Lord Shiva,Lord Brahma,Lord Krishna,b
The Ajanta caves are primarily associated with which religion?,Jainism,Hinduism,Buddhism,Sikhism,c
The Kailasa Temple of Ellora is an example of what type of structure?,A brick structure,A wooden structure,A rock-cut temple,A concrete structure,c
"Arrange the following sites in chronological order based on the period they belong to:
1. Neolithic cave paintings of Bhimbetka
2. Ajanta Caves
3. Temples of Ellora","2, 3, 1","1, 2, 3","3, 1, 2","2, 1, 3",b
The Thousand Pillar Temple was constructed by whom?,The Pallavas,The Rashtrakutas,Rudra Deva,King Narasimha Deva I,c
"Match the following:
Column I
(A) Shore Temple
(B) Konark Temple
Column II
(1) King Narasimha Deva I
(2) Mahabalipuram","A-1, B-2","A-2, B-1","A-1, B-1","A-2, B-2",b
Which of the following statements is INCORRECT regarding the temples and architecture mentioned in the text?,The Ajanta caves are located in Maharashtra.,The temples of Bhubaneswar and Puri are built in the Nagara style.,The Meenakshi Temple is located in Madurai.,The Vishnu temple of Angkor Wat is located in India.,d
The Hoysaleswara Temple was constructed using which type of stone?,Red sandstone,White marble,Black schist stone,Granite,c
Which of the following temples is NOT associated with Dravidian architectural style as mentioned in the text?,Brihadishvara Temple,Teli ka Mandir,Shri Brahmapurishwara Temple,All of the above are associated with Dravidian architectural style.,d
"Match the following locations with their respective states:

Column I         Column II
A. Shravanabelagola   1. Maharashtra
B. Grishneshwar Jyotirlinga  2. Karnataka
C. Rajrappa         3. Jharkhand

Which of the following is the correct match?","A-1, B-2, C-3","A-2, B-1, C-3","A-3, B-2, C-1","A-2, B-3, C-1",b
The rock-cut caves in Ellora are associated with which of the following religions?,Hindus and Buddhists,Buddhists and Jains,"Hindus, Buddhists, and Jains",Hindus and Jains,c
Which of the following statements is INCORRECT regarding the caves mentioned in the text?,The Khandagiri caves were excavated by King Kharavela.,"The Bhimbetka caves are considered to be 30,000 years old.",The Ajanta and Ellora caves are located in Andhra Pradesh.,The cave famous for 'Trimurti' is Elephanta.,c
The 'Konark' temple is related to which deity?,Shiva,Sun,Vishnu,Brahma,b
"The cave temples in the Ellora hills, built by the Rashtrakutas, are located in which state?",Karnataka,Andhra Pradesh,Maharashtra,Madhya Pradesh,c
"Arrange the following caves according to their religious affiliations: 1. Bagh Caves, 2. Ellora Caves, 3. Ravan Phadi Cave",Buddhist-Hindu-Chalukya,Buddhist-Buddhist/Hindu/Jain-Chalukya,Jain-Buddhist-Hindu,Hindu-Jain-Buddhist,b
"Match the following caves with their locations:
I. Bagh Caves
II. Borra Caves
III. Elephanta Caves
IV. Udayagiri Cave

A. Andhra Pradesh
B. Madhya Pradesh
C. Maharashtra
D. Vidisha","I-A, II-B, III-C, IV-D","I-B, II-A, III-C, IV-D","I-C, II-D, III-A, IV-B","I-D, II-C, III-B, IV-A",b
Which of the following statements is INCORRECT regarding the Ashoka Pillar in Delhi?,It is made of iron.,It does not rust or corrode.,It is a Buddhist visual art style.,The pillar is located in Delhi.,c
Who built the Somapura Mahavihara?,Chandra,Dharmapala,The Pallavas,The Rashtrakutas,b
The Sanchi Stupa is located in which of the following states?,Uttar Pradesh,Bihar,Madhya Pradesh,Haryana,c
Which of the following stupa sites is NOT located in Uttar Pradesh?,Ramabhar Stupa,Sarnath,Bharhut,Bhitargaon,c
"Match the following temples with their locations:
I. Meenakshi Temple
II. Kamakhya Temple
III. Shore Temple
IV. Bhitargaon brick temple

A. Guwahati
B. Madurai
C. Mahabalipuram
D. Uttar Pradesh","I-B, II-A, III-C, IV-D","I-A, II-B, III-D, IV-C","I-C, II-D, III-B, IV-A","I-D, II-C, III-A, IV-B",a
Which of the following statements is INCORRECT?,The Nagarjuni caves were donated by the Mauryas to the Ajivika sect.,The Kailasanatham temple in Kanchipuram was built during the reign of the Pallavas.,The Dilwara Temple is related to Buddhism.,The Hoysaleswara Temple was built in 1150 by a Hoysala king.,c
The Saptaratha temple of Mahabalipuram was built by which ruler?,Rudra Deva,Narasimha Varman,Milinda,Nagasena,b
The temples of Bhubaneswar and Puri are built in which style?,Dravidian style,Vesara style,Nagara style,Gandhara style,c
"The Chitragupta Swami Temple, considered the only temple of Chitragupta, is located in:",Datia,Kanchi,Puri,Gwalior,b
"Match the following:

Column I
(A) Konark temple
(B) Govardhan Math

Column II
(1) Puri
(2) Orissa

Choose the correct option:","A-1, B-2","A-2, B-1","A-1, B-1","A-2, B-2",b
The global heritage site of Bhimbetka is famous for:,"Caves of Hindus, Buddhists and Jains",Rock shelters,"Being 30,000 years old",Excavations by King Kharavela,b
Who excavated the Khandagiri caves?,King Narasimha Deva I,The Chandellas,King Kharavela,Bhima Devi,c
Which of the following rock-cut caves is renowned for the 'Trimurti'?,Karle,Kanheri,Elephanta,Ellora,c
"The Bagh Caves, known for their Buddhist caves, are situated in which Indian state?",Andhra Pradesh,Karnataka,Madhya Pradesh,Maharashtra,c
To which deity are the Elephanta Caves primarily dedicated?,Lord Vishnu,Lord Shiva,Lord Buddha,Lord Mahavira,b
Which of the following caves features the depiction of Bodhisattva with eleven heads?,Karle,Kanheri,Elephanta,Ellora,b
Which dynasty is credited with the construction of the rock-cut temples of Mahabalipuram?,The Rashtrakutas,The Pallavas,The Chalukyas,The Kushanas,b
Which of the following statements is INCORRECT regarding the Ellora caves?,"They contain Buddhist, Hindu, and Jain rock-cut caves.",The Kailasa Temple is considered a wonder of rock-cut architecture located there.,The caves were built by the Pallavas.,"The caves are located in Aurangabad, Maharashtra.",c
The iron pillar inscription of Mehrauli mentions which king?,Dharmapala,Milinda,Chandra,Nagasena,c
"Match the following:
Column I (Location)     Column II (State)
A. Sanchi Stupa         1. Bihar
B. Barabar Caves       2. Madhya Pradesh

Choose the correct sequence:","A-1, B-2","A-2, B-1","A-1, B-3","A-3, B-2",b
Which of the following statements is INCORRECT regarding the Great Stupa of Sanchi?,The Sanchi Stupa is located in Madhya Pradesh,The Gandhara art style is a synthesis of Indian and Greek art.,"Among the four toranas, the Southern one was built first.",Harmika is related to the architecture of the Buddhist stupa.,b
Which dynasty developed the Gandhara style of art in ancient India?,Maurya dynasty,Gupta dynasty,Kushana dynasty,Rashtrakuta dynasty,c
The world-famous Konark Sun Temple of Odisha was built by whom?,Suryavarman II,Narasimhadeva I,Ashoka,Charupallam,b
Which of the following statements is INCORRECT regarding the Dilwara Temple?,The Dilwara Temple is related to Jainism.,The Dilwara temples are located in Mount Abu.,The Dilwara Temple is located in Guwahati.,The Dilwara temples are in India.,c
"Match the following locations with their corresponding sites:

Column I
(A) Sikkim
(B) Arunachal Pradesh
(C) Guwahati
(D) Mumbai

Column II
(1) Tawang Monastery
(2) Kamakhya Temple
(3) Phodong Monastery
(4) Elephanta Caves","A-1, B-2, C-3, D-4","A-3, B-1, C-2, D-4","A-3, B-2, C-1, D-4","A-4, B-3, C-2, D-1",b
The 'Rock Shelters of Bhimbetka' are located at the foothills of which range?,Aravali Range,Himalayan Range,Vindhya Range,Eastern Ghats,c
The Angkor Wat temple located in Cambodia was built by whom?,Narasimhadeva I,Charupallam,Suryavarman II,Ashoka,c
The Kapileshwar temple is dedicated to which Indian deity?,Vishnu,Brahma,Shiva,Ganesha,c
The Nishumbhasudini Devi Temple was built by whom?,Mauryas,Guptas,Cholas,Pallavas,c
Which of the following temples is located in Odisha?,Meenakshi Temple,Samaleswari Temple,Mahishasuramardini Temple,Ranakpur Temple,b
Which of the following statements is INCORRECT regarding the texts mentioned?,Charaka Samhita is related to medicine.,Lilavati is written on the subject of mathematics.,Mudrarakshasa was written in the Sanskrit language.,Sangam literature is related to the Telugu language.,d
Who is the author of the book 'Kadambari'?,Kalidasa,Vishakhadatta,Vyasa,Bana,d
Which part of the Indian epic mentions 'Bharat' as a title for India?,Ramayana,Rigveda,Mahabharata,Arthashastra,c
Who is credited as the author of the Sanskrit epic 'Mahabharata'?,Kalidasa,Bana,Maharishi Ved Vyasa,Bharata Muni,c
"Match the following authors with their works:

Column I
(A) Kalidasa
(B) Harsha
(C) Vishakhadatta
(D) Bhasa

Column II
(1) Swapnavasavadattam
(2) Ratnavali
(3) Mudrarakshasa
(4) Abhijnanasakuntalam

","A-4, B-2, C-3, D-1","A-3, B-1, C-2, D-4","A-2, B-4, C-1, D-3","A-1, B-3, C-4, D-2",a
Which of the following statements is INCORRECT regarding 'Mudrarakshasa'?,It was written by Vishakhadatta.,It is a drama.,It was written in the Sanskrit language.,It is related to medicine.,d
Which of the following books is NOT written by Kalidasa?,Meghaduta,Malavikagnimitram,Kumarasambhavam,Harshacharita,d
Which of the following fields are Charaka Samhita and Sushruta Samhita related to?,Mathematics,Classical dance,Medicine and Surgery,Grammar,c
The book 'Indica' was written by which of the following authors?,Panini,Bana,Megasthenes,Dandin,c
Which of the following literary works was authored by Shudraka?,Rajatarangini,Mricchakatikam,Amarakosha,Harshacharita,b
Arrange the following works in chronological order based on the author's period. (Note: This is a conceptual question based on well-known authors and not explicitly stated chronology),"Indica, Harshacharita, Rajatarangini, Aryabhattiyam","Indica, Aryabhattiyam, Harshacharita, Rajatarangini","Harshacharita, Rajatarangini, Aryabhattiyam, Indica","Rajatarangini, Harshacharita, Indica, Aryabhattiyam",b
"Match the Following:
Column I (Author)        Column II (Work)
A. Al-Biruni             1. Raghuvamsham
B. Kalidasa              2. Kitab-ul-Hind
C. Megasthenes           3. Indica
D. Banabhatta            4. Harshacharita

Choose the correct sequence:","A-2, B-1, C-3, D-4","A-1, B-2, C-4, D-3","A-3, B-4, C-1, D-2","A-4, B-3, C-2, D-1",a
Who is considered the Father of Indian Surgery?,Charaka,Kanada,Sushruta,Aryabhata,c
Which of the following statements is INCORRECT regarding 'Manusmriti'?,It is an ancient Indian legal document.,It was written in Sanskrit.,It describes the kings of the Kashmir state.,It was translated into English by George Buhler.,c
The book 'Rajatarangini' provides information about which region?,Tamil Nadu,Kashmir,Ayurveda,Sanskrit,b
Who is the author of the Sanskrit text 'Shuka Saptati'?,Khwaja Zia-ud-din Nakhshavi,Kalhana,Chintamani Bhatta,Vishakhadatta,c
Which of the following texts is NOT authored by Kalidasa?,Meghaduta,Abhijnanasakuntalam,Raghuvamsha,Rajatarangini,d
"Match the following authors with their respective works:

Column I
(A) Megasthenes
(B) Kalhana
(C) Banabhatta
(D) Chanakya

Column II
(1) Arthashastra
(2) Indica
(3) Rajatarangini
(4) Harshacharitra

Choose the correct sequence:","A-2, B-3, C-4, D-1","A-3, B-2, C-1, D-4","A-4, B-1, C-2, D-3","A-1, B-4, C-3, D-2",a
"In Buddhist literature, 'Berigava' is related to which of the following?",Vinaya Pitaka,Sutta Pitaka,Khuddaka Nikaya,Abhidhamma Pitaka,c
The book 'Kitab-ul-Hind' is written in which language?,Sanskrit,Persian,Kannada,Arabic,d
Who among the following is known as the founder of the Samkhya system of Hindu philosophy?,Panini,Rishi Kapila,Jayadeva,Bhoja,b
Which of the following statements is INCORRECT regarding 'Rajatarangini'?,It was written by Kalhana.,It is about the history of the Kashmir state.,It was continued by Jonaraja and Shrivara.,It describes the Mauryan dynasty.,d
Who among the following was a Jain scholar who adorned the court of Kumarapala?,Vijnaneshwara,Hemachandra,Aryabhata,Jaimini,b
Which of the following dynasties ruled Delhi in the early 12th century?,Chandela dynasty,Tomara dynasty,Hoshang Shah dynasty,Gupta dynasty,b
Which of the following statements is INCORRECT according to the text?,'Manasollasa' was composed by Someshvara III,Mahabharata was originally known as Jaya Samhita,Ashvaghosha was the court poet of Kanishka,The presiding deity of 'Bhojshala temple' is Goddess Lakshmi,d
Who among the following composed the text titled 'Mimamsa-Sutra'?,Vijnaneshwara,Hemachandra Suri,Rishi Jaimini,Manu,c
"In which battle was Jayachand killed, and in what year did it occur?","Battle of Tarain, 1192","Battle of Chandawar, 1194","Battle of Kannauj, 1190","Battle of Delhi, 1196",b
Which of the following dynasties is NOT associated with ruling the southern part of India?,Rajput,Chola,Pandya,Chera,a
"Match the following dynasties with their associated regions:

I. Pala Dynasty     A. Western India
II. Paramara Dynasty    B. Eastern India

Choose the correct sequence:","I-A, II-B","I-B, II-A","I-A, II-A","I-B, II-B",b
Who was the founder of the 'Pratihara' dynasty?,Gopala,Harishchandra,Bhimdev Solanki II,Jai Singh II,b
Which of the following statements is INCORRECT regarding Zoroastrianism?,It is a religion of India.,'Zend-Avesta' is associated with it.,It is mainly found in Maharashtra.,It originated in Greece.,d
By whom was the Jantar Mantar located in Delhi built?,Bhimdev Solanki II,Harishchandra,Maharaja Jai Singh II of Jaipur,Prithviraj Chauhan,c
In which year did B.B. Lal excavate Hastinapur in the Meerut district?,1961-62,1941-42,1951-52,1971-72,c
The city of Delhi was first founded by the Pandavas and named what?,Hastinapur,Vanavasi,Dwarasamudra,Indraprastha,d
Which of the following dynasties were NOT involved in the triangular struggle for dominance over Kannauj?,Rashtrakuta,Pala,Pratihara,Hoysala,d
"Match the following dynasties with their respective founders:

   Dynasty        Founder
I. Pala          A. Nannuka
II. Chandela      B. Gopala

Select the correct option:","I-A, II-B","I-B, II-A","I-A, II-A","I-B, II-B",b
The religious ritual 'Hiranyagarbha' was performed by whom?,Gopala,Dharmapala,Dantidurga,Vishnuvardhana,c
In which year did D.C. Sircar publish the 'Indian Epigraphy and Indian Epigraphical Glossary'?,1568,1956-57,1965-66,1970-71,c
"The Bhoramdeo temple, where 'Bhoramdeo Mahotsav' is celebrated, is located in which state?",Bihar,Chhattisgarh,Maharashtra,Gujarat,b
From which country did Al-Biruni come to India in the 11th century?,Italy,Uzbekistan,China,Egypt,b
Arrange the following travelers to the Indian subcontinent in the chronological order they are mentioned in the text:,"Faxian, Megasthenes, Xuanzang, Al-Biruni","Megasthenes, Faxian, Xuanzang, Al-Biruni","Al-Biruni, Xuanzang, Faxian, Megasthenes","Xuanzang, Faxian, Megasthenes, Al-Biruni",b
"According to the text, which dynasty built the most famous Khajuraho temples?",Pala dynasty,Varman dynasty,Chandela dynasty,Solanki dynasty,c
Which of the following represents the correct chronological order of events?,Muhammad Ghori's defeat by a Chauhan ruler -> Prithviraj III's defeat by Muhammad Ghori,Prithviraj III's defeat by Muhammad Ghori -> Muhammad Ghori's defeat by a Chauhan ruler,Construction of Bhojshala -> Prithviraj III's defeat by Muhammad Ghori,Muhammad bin Qasim's invasion of India -> Construction of Bhojshala,d
Which of the following statements is INCORRECT regarding the Pratihara dynasty?,The greatest ruler of the Pratihara dynasty was Mihira Bhoja.,The Pratihara dynasty made Kannauj their capital.,Dhangadeva built the Kandariya Mahadev.,The Pratihara dynasty is also known as Kanyakubja.,c
"Match the following: Dynasty/Ruler (Column I) with Associated Location/Event (Column II)

Column I
(A) Chahamanas
(B) Parmara dynasty
(C) Prithviraj Chauhan

Column II
(1) Bhojshala of the eleventh century
(2) Delhi and Ajmer
(3) Married Samyukta

","A-2, B-1, C-3","A-1, B-2, C-3","A-3, B-2, C-1","A-2, B-3, C-1",a
