Question,Option A,Option B,Option C,Option D,Correct Answer
"Which of the following are used in wristwatches, display devices, and pocket calculators?",LEDs,Liquid crystals,Graphene,Optical Fibers,b
What happens to a person's mass and weight when orbiting the Earth in a satellite?,Mass and weight both remain unchanged,Mass becomes zero and weight remains unchanged,Mass remains unchangeable but weight becomes zero,Mass and weight both become zero,c
A satellite orbits the Earth due to which force?,Gravitational force,Centrifugal force,Centripetal force,Nuclear force,c
An object is in static equilibrium when it:,Is accelerating,Is decelerating,Keeps moving with a uniform velocity,Is rotating,c
How can a Galvanometer be converted into a Voltmeter?,By connecting low resistance in series,By connecting low resistance in parallel,By connecting high resistance in parallel,By connecting high resistance in series,d
The minimum energy needed to remove a free electron from a substance's surface is called?,Potential Energy,Kinetic Energy,Work Function,Ionization Energy,c
What is the mechanical transfer of energy to a system by an external force called?,Power,Energy,Work,Momentum,c
The rate of work done is defined as:,Energy,Momentum,Power,Force,c
"As soon as a train starts moving, the head of the passenger sitting in it leans backwards. What is the reason for this?",Gravity,Inertia of Motion,Inertia of Rest,Centrifugal Force,c
A satellite keeps orbiting the Earth in its orbit due to what force?,Gravitational force,Centrifugal force,Centripetal force,Electrostatic force,c
The minimum amount of work required to remove a free electron from the surface of a substance is known as?,Potential Energy,Kinetic Energy,Work Function,Ionization Energy,c
A person sitting in a moving train facing the engine tosses a coin which falls behind him. What kind of motion is the train experiencing?,Constant velocity,Forward deceleration,Backward acceleration,Forward acceleration,d
"What materials are used in wristwatches, display devices, and pocket calculators?",Solid crystals,Gases,Liquid crystals,Plasma,c
Why does a satellite keep orbiting the Earth?,Due to Gravitational force,Due to Magnetic force,Due to Centripetal force,Due to Electrostatic force,c
Why does a passenger's head lean backwards when a train suddenly starts moving?,Due to gravity,Due to inertia of motion,Due to inertia of rest,Due to centrifugal force,c
Under what condition is an object in static equilibrium?,When it is accelerating,When it is decelerating,Keeps moving with a uniform velocity,When it is rotating,c
Energy associated with falling coconuts and speeding cars is known as?,Potential Energy,Chemical Energy,Kinetic Energy,Mechanical Energy,c
Mechanical energy is the sum of Potential energy and which other type of energy?,Gravitational Energy,Chemical Energy,Nuclear Energy,Kinetic Energy,d
Kinetic and Potential energies are components of which type of energy?,Electrical Energy,Gravitational Energy,Mechanical Energy,Chemical Energy,c
Which of the following is an example of Gravitational Potential Energy?,A speeding car,A rolling stone,Water stored behind a dam,A flying plane,c
"In hydroelectric power stations, potential energy of water is converted into which form of energy by rotating the turbine shaft?",Chemical,Kinetic,Nuclear,Light,b
Which energy conversion takes place during photosynthesis?,Chemical energy to Light energy,Kinetic energy to Potential energy,Light energy to Chemical energy,Potential energy to Kinetic energy,c
A windmill (Turbine) converts which type of energy into mechanical power?,Potential,Chemical,Kinetic,Light,c
Kinetic energy is dependent on which two properties of a moving body?,Height and Weight,Volume and Density,Velocity and Mass,Pressure and Temperature,c
Hydroelectric power generation primarily relies on the conversion of Gravitational Potential Energy into which type of energy?,Chemical Energy,Nuclear Energy,Electrical Energy,Light Energy,c
The inertia of an object is measured by which of its properties?,Volume,Density,Mass,Weight,c
Energy associated with falling coconuts is an example of which type of energy?,Potential Energy,Gravitational Potential Energy,Kinetic Energy,Chemical Energy,c
Which property is used to measure the inertia of an object?,Volume,Density,Mass,Weight,c
What type of energy is associated with a speeding car?,Potential Energy,Chemical Energy,Kinetic Energy,Gravitational Potential Energy,c
"In hydroelectric power stations, what energy conversion occurs when water falls on turbines?",Kinetic energy to potential energy,Potential energy to kinetic energy,Chemical energy to electrical energy,Light energy to chemical energy,b
The scientific principle primarily responsible for hydroelectric power generation involves the conversion of which energy into electrical energy?,Kinetic Energy,Chemical Energy,Gravitational Potential Energy,Light Energy,c
What is the dominant characteristic in a body with excessive mass?,Velocity,Acceleration,Inertia,Momentum,c
The natural tendency of an object to resist changes in its state of rest or motion is termed as:,Momentum,Force,Acceleration,Inertia,d
"Who is the author of 'Philosophiae Naturalis Principia Mathematica', published in 1687?",Albert Einstein,Galileo Galilei,Isaac Newton,Stephen Hawking,c
Which of Newton's laws provides the quantitative definition of force?,First law of motion,Second law of motion,Third law of motion,Law of Gravitation,b
What best describes the concept of inertia?,The ability to accelerate,The tendency to resist change in the current state,The force of gravity,The rate of change of velocity,b
"A stationary object remains at rest, or if it is in motion, it remains in motion in a straight line at a constant speed unless an external force is applied. This statement refers to which law?",Law of Gravitation,Law of Inertia,Newton's Second Law,Newton's Third Law,b
How many fundamental laws of motion were formulated by Isaac Newton?,Two,Four,Three,One,c
The recoil of a cannon after firing is explained by which of Newton's laws?,First law of motion,Second law of motion,Third law of motion,Law of Gravitation,c
Newton's first law of motion is also commonly referred to as the:,Law of Gravitation,Law of Acceleration,Law of Action-Reaction,Law of Inertia,d
"According to Newton's First Law, an object in motion will remain in motion unless:",Its mass changes,An external force is applied to it,It loses energy,It encounters friction,b
"If the force and mass of an object are known, Newton's second law of motion allows us to determine the object's:",Velocity,Inertia,Acceleration,Momentum,c
The scientific principle behind rocket propulsion technology is based on:,Archimedes' principle,Newton's laws of motion,Bernoulli's principle,Pascal's law,b
What are the dimensions of Force?,[MLT2],[ML-1T-2],[MLT-2],[M-1LT-2],c
"When two forces act on a body from opposite directions, the magnitude of the net force is the ______ of the magnitudes of both forces.",Sum,Product,Difference,Ratio,c
Which physical quantity is measured using a Torsion Balance?,Mass,Velocity,Force,Acceleration,c
The Weak Nuclear force has a range with an exponent of:,10^-10 m,10^-15 m,10^-16 m,10^-18 m,c
What is the direction of Torque relative to the applied force?,Same direction,Opposite direction,Parallel,Perpendicular,d
What is the S.I. unit of Torque?,Joule,Watt,Newton-meter,Pascal,c
The straight distance between the point of force application and the axis of rotation is known as the:,Torque,Moment Arm,Axis Length,Rotational Distance,b
Applying a large force on a rotating object results in a large:,Velocity,Torque,Inertia,Momentum,b
"In scientific terms, a push or pull acting on an object is defined as:",Energy,Work,Force,Power,c
"The book 'Philosophiae Naturalis Principia Mathematica', also known as Principia, is attributed to which scientist?",Albert Einstein,Galileo Galilei,Isaac Newton,Stephen Hawking,c
What does the 'Law of Inertia' state regarding a stationary object or an object in motion?,It will accelerate continuously.,It will eventually come to a stop.,It remains in its state unless an external force acts on it.,It will change direction randomly.,c
How many laws of motion are attributed to Isaac Newton according to the text?,One,Two,Three,Four,c
A cannon recoiling after firing illustrates which of Newton's laws of motion?,First law,Second law,Third law,Law of Gravitation,c
What other name is Newton's first law of motion known by?,Law of Acceleration,Law of Gravity,Law of Inertia,Law of Conservation,c
"According to Newton's second law, knowing the force and mass allows us to determine which property of the object?",Velocity,Acceleration,Momentum,Position,b
The range of force having an exponent of 10−16m is related to which type of force?,Gravitational,Electromagnetic,Strong Nuclear,Weak Nuclear,d
What is the result of applying a large force on a rotating object?,Large velocity,Large acceleration,Large torque,Large momentum,c
"In science, what is a push or pull acting on an object called?",Energy,Work,Force,Power,c
What property is heightened in a body possessing excessive mass?,Acceleration,Velocity,Inertia,Momentum,c
In which year was Isaac Newton's 'Philosophiae Naturalis Principia Mathematica' published?,1678,1786,1687,1768,c
"According to Newton's second law of motion, if we know the force applied to an object and its mass, we can determine the object's:",Velocity,Momentum,Acceleration,Position,c
Rocket propulsion technology operates based on which scientific principle?,Archimedes' principle,Bernoulli's principle,Newton's laws of motion,Pascal's law,c
What physical property is high in a body having excessive mass?,Velocity,Acceleration,Inertia,Momentum,c
What is the magnitude of the net force acting on a body if two forces act on it from opposite directions?,Sum,Product,Difference,Ratio,c
Which of the following quantities is measured using a Torsion Balance?,Mass,Velocity,Force,Energy,c
"If the uncertainty in position and momentum is equal, what is the uncertainty in velocity?",(1/m)√(h/π),(1/2m)√(h/2π),(1/2m)√(h/π),(1/m)√(h/2π),c
What is the formula for distance?,Speed / Time,Time / Speed,Speed × Time,Speed + Time,c
"In the context of a body moving on a circular path, the equation includes 'v'. What does 'v' represent?",Velocity,Acceleration,Speed,Displacement,c
The distance covered by an object in unit time is defined as:,Acceleration,Velocity,Displacement,Speed,d
What type of motion is exhibited by an object moving in a straight line with changing speed?,Uniform motion,Circular motion,Non-uniform motion,Periodic motion,c
The path followed by a projectile is known as its:,Amplitude,Trajectory,Wavelength,Displacement,b
"When a particle thrown vertically upwards reaches its highest point, what is its acceleration?",Acceleration is zero,Acceleration is upwards,Acceleration is downwards,Acceleration is constant,c
"If a ball is thrown upwards, which of the following remains unchanged?",Velocity,Kinetic Energy,Potential Energy,Acceleration,d
"In projectile motion, the horizontal range is the same for an angle theta and which other angle?",Theta plus 90 degrees (θ+90∘),90 degrees divided by theta (90∘/θ),90 degrees minus theta (90∘−θ),Theta squared (θ^2),c
The motion of a fired cannonball is an example of:,Circular motion,Linear motion,Projectile motion,Rotational motion,c
What is the velocity of an object thrown upwards when it reaches its maximum height?,9.8 m/s,Maximum Value,1 m/s,0 m/s,d
"During projectile motion fired from the Earth's surface, which component of velocity remains constant?",Vertical component,Resultant component,Horizontal component,Both vertical and horizontal components,c
Acceleration is equivalent to the rate of change of:,Speed,Displacement,Velocity,Distance,c
Which of the following statements correctly describes acceleration?,"Directly proportional to mass, inversely proportional to force",Directly proportional to both mass and force,"Inversely proportional to mass, proportional to force",Inversely proportional to both mass and force,c
The slope of a velocity-time graph represents:,Displacement,Speed,Acceleration,Momentum,c
Which of the following is an equation of motion?,s = ut + at,s = ut + 2at^2,2s = 2ut + at^2,s = ut + (1/2)at,c
What type of friction is considered a self-adjusting force?,Kinetic friction,Rolling friction,Fluid friction,Static friction,d
Friction force always ___ the applied forces.,Aids,Increases,Opposes,Equals,c
Our ability to walk on Earth without slipping is primarily due to:,Gravitational force,Magnetic force,Frictional force,Electrostatic force,c
The force that brings a vehicle to a stop when brakes are applied is known as:,Centripetal force,Applied force,Frictional force,Gravitational force,c
What is the distance covered by an object in unit time called?,Displacement,Acceleration,Velocity,Speed,d
Which statement accurately describes acceleration?,"Directly proportional to mass, inversely proportional to force","Proportional to mass, inversely proportional to force","Inversely proportional to mass, proportional to force",Directly proportional to both mass and force,c
What does the slope of a velocity-time graph represent?,Speed,Displacement,Acceleration,Distance,c
We are able to walk on earth without slipping due to?,Gravitational force,Centripetal force,Electrostatic force,Frictional force,d
The force that stops the vehicle on applying brakes is called?,Gravitational force,Muscular force,Frictional force,Magnetic force,c
What type of motion is described when an object's speed changes while moving in a straight line?,Uniform motion,Circular motion,Non-uniform motion,Rotational motion,c
The path of a projectile is called its what?,Axis,Trajectory,Direction,Motion,b
"In projectile motion, at what angle, besides theta, will the horizontal range be the same?",45 degrees plus theta (45∘+θ),90 degrees plus theta (90∘+θ),90 degrees minus theta (90∘−θ),180 degrees minus theta (180∘−θ),c
"If an object is thrown upwards, what is its velocity upon reaching maximum height?",9.8 m/s,1 m/s,0 m/s,Maximum,c
The slope of a velocity-time graph illustrates what?,Displacement,Speed,Acceleration,Distance,c
The force that stops a vehicle when brakes are applied is called?,Centripetal force,Gravitational force,Frictional force,Buoyant force,c
"In the equation describing the motion of a body on a circular path, 'v' represents:",Velocity,Acceleration,Speed,Displacement,c
Acceleration is proportional to force and _____ proportional to mass.,Directly,Equally,Inversely,Exponentially,c
What force resists motion when an object slides on a surface?,Centripetal force,Friction,Tangential acceleration,Gravitational force,b
What are the two types of rotational motion mentioned?,Linear and circular,Spin and Orbital motion,Periodic and aperiodic,Tangential and centripetal,b
"If net torque is zero, which quantity remains constant?",Angular acceleration,Moment of inertia,Angular momentum,Tangential velocity,c
"What is the correct relationship between Torque (τ), Moment of Inertia (I), and Angular Acceleration (α)?",α = I / τ,τ = α / I,α = τ / I,I = τ * α,c
What is the angle between centripetal acceleration and tangential acceleration?,0∘,45∘,90∘,180∘,c
Which of the following is NOT a characteristic of uniform circular motion?,Constant speed,Constant radius,Distance is always equal to displacement,Centripetal acceleration,c
What is the time taken by a pendulum to complete one oscillation called?,Frequency,Angular velocity,Time Period,Wavelength,c
The motion of a simple pendulum is an example of which type of motion?,Linear motion,Rotational motion,Periodic motion,Random motion,c
What happens to the time period of a pendulum on the Moon compared to Earth?,Decrease,Increase,Remains the same,Becomes zero,b
The potential energy (U) of a particle performing simple harmonic motion is described by which formula?,U = mgh,U = 0.5kx^2,U = mv^2,U = Fd,b
Which type of motion occurs when the axis of rotation passes through an object in motion?,Linear motion,Orbital motion,Rotational motion,Spin motion,c
Spin and Orbital motion are types of which kind of motion?,Linear Motion,Periodic Motion,Rotational Motion,Simple Harmonic Motion,c
"In purely rotational motion, the center of the circle in which each constituent particle moves lies on a line called the:",Diameter,Radius,Axis of rotation,Tangent,c
What remains uniform at every point on a rotating object?,Tangential velocity,Linear momentum,Angular velocity,Moment of inertia,c
What is the average speed of an object moving in a circular path if it completes one revolution in one second?,Circumference/time,Zero,One,Two,a
The work done by the Centrifugal force is:,Maximum,Minimum,Positive,Zero,d
How does the time period of a pendulum on the Moon compare to its time period on Earth?,Decrease,Remain the same,Increase,Become zero,c
What term describes the motion when the axis of rotation passes through a moving object?,Orbital Motion,Simple Harmonic Motion,Periodic Motion,Rotational Motion,d
Which quantity is uniform at every point on a rotating object?,Tangential Acceleration,Angular Momentum,Angular Velocity,Linear Velocity,c
What is the relationship between time period (T) and a particle of mass (m) performing simple harmonic motion?,T = 2πk/m,T = 2πm/k,T = πm/k,T = πk/m,b
Which statement is NOT true for uniform circular motion?,Speed is constant,Acceleration is constant,Distance is always equal to displacement,The object moves in a circle,c
"If an object moves in purely rotational motion, the center of the circles traced by its constituent particles lies on what?",A tangential plane,The circumference,Axis of rotation,The center of mass,c
"When net torque is zero, which quantity becomes constant?",Angular acceleration,Moment of Inertia,Angular momentum,Tangential velocity,c
"In a simple pendulum, what is the metal ball or stone piece suspended from a rigid stand by a thread called?",String,Mass,Bob,Weight,c
Which of the following is an example of an 'Action-at-a-distance' force?,Friction,Tension,Gravitation,Applied Force,c
The force by which the Earth pulls all objects towards itself is known as?,Centrifugal Force,Electromagnetic Force,Gravitation,Nuclear Force,c
To which of the following does the law of gravitation apply?,Planets only,Objects on Earth only,Any pair of two objects,Celestial bodies only,c
"According to Newton's law of gravitation, the force between two objects is proportional to which of the following?",The sum of their masses,The difference of their masses,The product of their masses,The ratio of their masses,c
Who was the first to determine the value of G (Gravitational Constant)?,Isaac Newton,Albert Einstein,Lord Cavendish,Galileo Galilei,c
"In the context of gravitation, what is 'G' commonly referred to as?",Gravitational Acceleration,Gravitational Field,Gravitational Constant,Gravitational Potential,c
"If the distance between two objects increases three times, how does the gravitational force of attraction between them change?",Becomes three times the original,Becomes one-third of the original,Becomes nine times the original,Becomes one-ninth of the original,d
An iron ball and a wooden ball of equal radius are released from height H in a vacuum. What can be said about the time taken for both to reach the ground?,Iron ball will reach first,Wooden ball will reach first,Exactly equal,Depends on the value of H,c
"If the speed of rotation of the Earth increases, how will the weight of a body be affected?",Will increase,Will remain the same,Will decrease,Will become zero,c
What is the value of 'g' (acceleration due to Earth's gravitational power)?,10 m/s2,9.  m/s2,8.  m/s2,7.  m/s2,b
What is the value of acceleration due to gravity (g) at a distance of 2R from the surface of the earth (where R is the radius of the earth)?,g/2,g/4,g/3,g/9,d
Why is weightlessness felt when orbiting the Earth in a spacecraft?,Due to high speed,Due to absence of air,Due to zero gravity (Free fall),Due to centrifugal force,c
"If the radius of the Earth decreases and its mass remains constant, what will happen to the value of 'acceleration due to gravity'?",Less,More,Remain Constant,Zero,b
"In an elevator going down with uniform velocity, what is the apparent weight of a person?",More than the weight when stationary,Less than the weight when stationary,Equal to the weight when the person is stationary,Zero,c
How does acceleration due to gravity on a planet change with an increase in altitude from the surface of the planet?,Increases,Remains constant,Decreases,Becomes zero,c
In which position will the weight of an object be maximum on Earth?,At the Equator,At the center of the Earth,At the poles of the Earth,At the Tropic of Cancer,c
What is the weight of a body at the center of the Earth?,Maximum,Minimum,Equal to its weight on the surface,Zero,d
"If the speed of rotation of the Earth increases, what will happen to the weight of a body?",Will increase,Will remain the same,Will decrease,Will become zero,c
What happens to acceleration due to gravity on a planet as altitude increases from the surface of the planet?,Increases,Remains constant,Decreases,Becomes zero,c
Acceleration due to gravity on a planet decreases?,With decrease in altitude from the surface of the planet,With increase in density of the planet,With increase in altitude from the surface of the planet,With decrease in mass of the planet,c
"In the context of gravitation, what is 'G' typically called?",Gravitational Acceleration,Gravitational Field,Gravitational Constant,Gravitational Potential,c
"According to the provided text, what happens to the speed of an object dropped from a height when there is no air resistance?",Its speed remains constant.,Its speed will decrease.,Its speed will increase.,Its speed fluctuates.,c
"According to the text, what is the velocity of an object colliding with the ground when it falls freely from a certain height and reaches the ground in 1 second?",4.9 m/s,19.6 m/s,9.8 m/s,3.2 m/s,c
"Which of the following formulas represents the weight (W) of a body, according to the text?",W = m/g,W = mg,W = g/m,W = m + g,b
"If the orbital period of a planet in orbit of radius R is T, what will be the orbital period in orbit of radius 4R?",4T,2T,16T,8 T,d
"Once a satellite is placed in orbit, which force primarily controls its motion, according to the provided text?",Friction,Air Resistance,Gravitation,Thrust,c
"According to the text, which particle has zero mass?",Quark,Positron,Neutrino,Boson,c
Which of the following particles is described as having a fractional charge in the text?,Boson,Positron,Neutrino,Quark,d
"According to the text, which metal is the most ductile?",Iron,Silver,Copper,Gold,d
"Who is credited with discovering the principle of water displacement, as stated in the provided text?",De-Broglie,Newton,Archimedes,Einstein,c
"The principle behind why a small iron ball sinks in water while a ship floats on water is attributed to which scientist, according to the text?",De-Broglie,Newton,Einstein,Archimedes,d
Who established the wave nature of particles according to the text?,Archimedes,Newton,De-Broglie,Einstein,c
"According to the text, what is the unit of sound intensity?",Hertz,Watt,Decibel,Joule,c
"What is the reason for echo generation, as mentioned in the text?",Refraction,Diffraction,Reflection,Absorption,c
"According to the text, what happens to the average kinetic energy of a substance's molecules when its temperature increases?",Decreases,Remains Constant,Increases,Becomes Zero,c
"What happens to the radius of a soap bubble when it is charged, according to the text?",Radius decreases,Radius remains the same,Radius increases,Bubble collapses,c
"According to the text, which of the following remains constant at different places?",Weight,Gravity,Mass,Volume,c
"Which force is described as a weak force unless a large mass is involved, according to the text?",Electromagnetic Force,Nuclear Force,Gravitational Force,Frictional Force,c
"According to the text, which of the following is a semiconductor?",Gold,Iron,Silicon,Copper,c
"According to the text, why does an iron needle float on the surface of mercury?",Due to density,Due to viscosity,Due to buoyancy,Due to Surface Tension,d
"According to the text, what formula represents the weight (W) of a body?",W=m/g,W=g/m,W=mg,W=m+g,c
Which of the following particles is stated to have zero mass?,Quark,Positron,Neutrino,Boson,c
Which metal is identified as the most ductile?,Iron,Silver,Aluminum,Gold,d
The principle of a ship floating on water is based on the work of which scientist?,De-Broglie,Newton,Einstein,Archimedes,d
Who is credited with establishing the wave nature of particles?,Archimedes,Newton,De-Broglie,Einstein,c
Echo generation is caused by what phenomenon of sound?,Refraction,Diffraction,Interference,Reflection,d
What is the stated effect on the radius of a soap bubble when it is charged?,Radius decreases,Radius remains constant,Radius increases,Bubble collapses,c
Which material is identified as a semiconductor?,Gold,Iron,Silicon,Copper,c
Oil spreads on the surface of water due to which property?,High density of oil,High viscosity of oil,Surface tension of oil is greater than water,Surface tension of oil is less than water,d
Which particle is known to have zero mass?,Quark,Positron,Boson,Neutrino.,d
Identify the particle with fractional charge.,Boson,Positron,Quark.,Neutrino,c
Which particle has fractional spin?,Boson,Positron.,Neutrino,Quark,b
The phenomenon of a small iron ball sinking in water while a ship floats is based on whose principle?,Newton,Einstein,De-Broglie,Archimedes.,d
Echo generation is primarily due to what property of sound?,Refraction,Diffraction,Reflection.,Interference,c
Which statement accurately describes the relationship between weight and mass?,Mass changes at different places while weight remains constant.,Both weight and mass change at different places.,Weight remains constant while mass changes at different places.,The value of weight changes at different places while mass remains constant.,d
Which force is considered weak unless a large mass is involved?,Electromagnetic force,Strong nuclear force,Gravitational force.,Weak nuclear force,c
"According to the text, the weight (W) of a body can be given by which formula?",W=m/g,W=g/m,W=mg,W=m+g,c
"According to the text, once a satellite is placed in orbit, what is the only force controlling its motion?",Friction,Gravitation,Air resistance,Electromagnetism,b
Which metal is described as the most ductile in the provided text?,Iron,Silver,Copper,Gold,d
"What is the unit of sound intensity, as mentioned in the text?",Hertz,Watt,Decibel,Joule,c
The generation of an echo is due to which property of sound?,Refraction,Diffraction,Reflection,Interference,c
The text states that oil spreads on the surface of water because:,Density of oil is less than water,Viscosity of oil is less than water,Surface tension of oil is less than water,Surface tension of oil is greater than water,c
Why does a needle sink in water while an iron ship floats?,Because iron is lighter than steel.,Due to the different shapes of the needle and the ship.,The relative density of the needle is greater than the relative density of the water displaced by it.,"The ship has a motor, while the needle does not.",c
Silicon at room temperature is classified as a:,Conductor,Insulator,Semiconductor,Superconductor,c
Which of the following statements is correct regarding the mass of an object?,It varies with location.,It is zero at the Earth's center.,It remains the same everywhere.,It increases with altitude.,c
Momentum is defined as the product of:,Force and Time,Mass and Acceleration,Mass and Velocity,Force and Distance,c
What property allows hot iron to be beaten into a knife?,Ductility,Conductivity,Malleability,Elasticity,c
On which principle does a spring balance operate?,Newton's Law,Pascal's Law,Hooke's Law,Archimedes' Principle,c
Hooke's Law states that strain is directly proportional to:,Area,Volume,Stress,Density,c
The absorption of water by soil is related to which principle?,Osmosis,Diffusion,Capillary action,Surface Tension,c
A water drop spreads on glass while mercury remains spherical because:,Water is less dense than mercury.,Mercury is a better conductor of heat.,The cohesion of mercury is greater than its adhesion with glass.,Water has higher surface tension.,c
What is the viscosity of an ideal fluid?,Infinite,High,Low,Zero,d
What causes oil to rise in the wick of a lamp?,Osmosis,Diffusion,Capillary action,Viscosity,c
"The equation AV = Constant, where A = Area and V = Velocity, is known as:",Bernoulli's Equation,Poiseuille's Equation,Equation of Continuity,Navier-Stokes Equation,c
"In a streamline flow, what remains uniform at every point in the fluid?",Pressure,Density,Temperature,Velocity,d
Which scientist first established that the loss in weight of a submerged body equals the weight of fluid displaced?,Newton,Pascal,Archimedes,Einstein,c
"Lactometers, hydrometers, ships, and submarines are designed based on:",Pascal's principle,Bernoulli's principle,Archimedes' principle,Newton's laws,c
Air bubbles rise in liquid due to:,Surface tension only,Pressure and Temperature,Viscosity and Buoyancy,Density only,c
"When ice floats on water, what fraction remains outside?",0.5,0.2,0.1,0.8,c
"If floating ice melts in a vessel, what happens to the water level?",The level rises.,The level falls.,There is no change.,The level initially rises then falls.,c
The upward force acting on a floating object is called:,Gravity,Viscosity,Buoyancy,Adhesion,c
"According to the text, what is Silicon at room temperature?",Conductor,Insulator,Semiconductor,Superconductor,c
"As per the text, how does the mass of an object change with location?",Increases with altitude,Decreases with depth,Changes depending on gravity,Remains the same everywhere,d
"According to the text, what is momentum defined as?",Mass divided by velocity,Mass plus velocity,Mass multiplied by acceleration,Mass and Velocity,d
"According to the text, what is the relationship between strain and stress in Hooke's Law?",Strain is inversely proportional to stress,Strain is independent of stress,Strain is directly proportional to the stress,Strain is exponentially related to stress,c
"According to the text, why does mercury remain spherical while water forms a thin layer on glass?",Water has higher density.,Mercury has lower surface tension.,The cohesion of mercury is greater than its adhesion with glass.,Water is more viscous than mercury.,c
"According to the text, the reason for oil rising in the wick of a lamp is?",Surface Tension,Buoyancy,Viscosity,Capillary action,d
"According to the text, which scientist established that the loss in weight of a body immersed in a fluid is equal to the weight of the fluid displaced?",Newton,Pascal,Archimedes,Einstein,c
"When ice floats on water, how much of it remains outside the water, according to the text?",0.5,0.25,0.9,0.1,d
"At room temperature, what type of material is Silicon?",Conductor,Insulator,Semiconductor,Superconductor,c
How does the mass of an object change depending on location?,It increases with altitude.,It decreases on the moon.,It changes with temperature.,Remains the same everywhere.,d
The ability of hot iron to be beaten into a knife is due to which property?,Ductility,Conductivity,Malleability,Elasticity,c
The direct proportionality between strain and stress is known as?,Pascal's Law,Archimedes' Principle,Hooke's Law,Newton's Law,c
Mercury remains spherical on glass due to which property?,Adhesion with glass is greater,Surface Tension is lower,The cohesion of mercury is greater than its adhesion with glass.,Viscosity is lower,c
"AV = Constant, represents which equation?",Bernoulli's Equation,Equation of Continuity,Ideal Gas Law,Poiseuille's Law,b
"In a streamline flow, which property remains uniform at every point?",Pressure,Density,Velocity,Viscosity,c
Lactometers and hydrometers are designed based on which principle?,Pascal's Law,Hooke's Law,Archimedes' principle.,Bernoulli's Principle,c
The property of iron that allows it to be hammered into a knife is called:,Ductility,Brittleness,Malleability,Elasticity,c
Hooke's Law relates strain to which quantity?,Pressure,Volume,Stress,Temperature,c
Why does mercury form spherical drops while water spreads?,Water has higher surface tension.,Mercury is denser than water.,The cohesion of mercury is greater than its adhesion with glass.,Water has higher adhesion with glass.,c
According to which principle is pressure equal to the force acting per unit area?,Archimedes' Principle,Pascal's Principle,Buoyancy Principle,Density Principle,b
What happens to the density of water when it freezes?,Increases,Remains constant,Decreases,Becomes zero,c
What will NOT apply to the fluid if there is no gravity?,Surface tension,Viscosity,Upward pressure (Buoyancy),Adhesion,c
What type of waves are ultrasonic waves?,Transverse wave motion,Electromagnetic wave motion,Longitudinal wave motion,Seismic wave motion,c
In which of the following mediums can sound NOT travel?,Air,Water,Vacuum,Steel,c
Which waves are used to diagnose defects in the internal organs of the human body?,Radio waves,Infrared waves,Ultrasonic waves,Microwaves,c
What is the relationship between the molecular mass of a gas and its vapor density?,Equal to its vapor density,Half its vapor density,Twice its vapor density,Square of its vapor density,c
Which electromagnetic radiation has the longest wavelength?,Gamma rays,X-rays,Radio waves,Ultraviolet rays,c
Which of the following principles is the lactometer based on?,Pascal's Principle,Archimedes' Principle,Doppler Effect,Quantum Entanglement,b
Which medium does sound NOT travel through?,Water,Air,Vacuum,Steel,c
The boiling point of water in mountainous areas is...,Higher than at sea level,Lower than at sea level,The same as at sea level,Independent of altitude,b
The molecular mass of a gas is equal to:,Its vapor pressure,Half its vapor density,Twice its vapor density,Its absolute temperature,c
Which waves are used by ships to find the depth of the ocean floor?,Infrared waves,Radio waves,Ultrasonic waves,Microwaves,c
Identify the INCORRECT statement:,Bats use ultrasonic waves to locate prey.,Hydrometers determine the density of liquids.,Ink pens leak in airplanes due to high atmospheric pressure.,Density is maximum for water relative to ice.,c
What principle are the Lactometer and Hydrometer based on?,Pascal's Principle,Newton's Law,Archimedes' Principle,Boyle's Law,c
What type of waves are used by bats to locate their prey?,Radio waves,Infrared waves,Ultrasonic waves,Microwaves,c
What will happen to a fresh egg when it is placed in salt water?,It sinks.,It dissolves.,It floats.,It remains suspended.,c
"If gravity is absent, which of the following will NOT apply to fluids?",Viscosity,Upward pressure (Buoyancy),Surface tension,Density,b
By what is the mass of a substance divided to obtain its density?,Area,Weight,Volume,Temperature,c
The molecular mass of a gas is how many times its vapor density?,Four,One,Three,Two,d
Which type of wave motion is exemplified by ultrasonic waves produced in air by a vibrating quartz crystal?,Transverse wave motion,Electromagnetic wave motion,Longitudinal wave motion,Microwave motion,c
Which of the following waves is NOT ultrasonic?,Waves used to find the depth of the ocean floor,Waves used by bats to locate prey,Waves used to diagnose defects in internal organs,Radio waves,d
In which medium can sound NOT travel?,Air,Water,Steel,Vacuum,d
"If some gas is removed from a closed container and the pressure is reduced, what will happen to the mean free path of the gas molecules?",Decrease,Remain the same,Increase,Become zero,c
What is the unit of measurement for Supersonic Speed?,Hertz,Decibel,Mach,Wavelength,c
In which of the following materials is the speed of sound the fastest?,Water,Air,Iron,Vacuum,c
A sound exceeding which level of measurement is designated as 'Noise'?,60 Decibels,70 Decibels,90 Decibels,80 Decibels,d
What is the velocity of a radio wave?,3 × 10^6 m/second,3 × 10^7 m/second,3 × 10^9 m/second,3 × 10^8 m/second,d
"Which color, according to the text, possesses the longest wavelength?",Blue,Green,Orange,Red,c
What range encompasses the FM broadcast band?,UHF range,SHF range,EHF range,VHF range,d
"Which of the following frequencies would be audible to humans, according to the provided information?",100 Hz,100000 Hz,1 Hz,10000 Hz,a
"According to the text, which substance is described as sonorous?",Gold,Silver,Iron,Copper,c
