Question,Option A,Option B,Option C,Option D,Correct Answer
"After Guru Gobind Singh's death, the leadership of the Sikhs was handed over to whom?",Maharaja Ranjit Singh,Guru Angad,Banda Bahadur,Ajit Singh,c
Who signed the Tripartite Treaty of 1838?,"Lord Auckland, Maharaja Ranjit Singh, Shah Shuja","Lord Dalhousie, Maharaja Ranjit Singh, Dost Muhammad Khan","Lord William Bentinck, Maharaja Ranjit Singh, Shah Shuja","Lord Auckland, Dost Muhammad Khan, Shah Shuja",a
Who authenticated the compilation of Guru Granth Sahib?,Guru Nanak Dev,Guru Arjun Dev,Guru Hargobind,Guru Gobind Singh,d
The birth anniversary of which Sikh Guru is celebrated as 'Guruparva'?,Guru Gobind Singh,Guru Arjun Dev,Guru Nanak Dev,Guru Hargobind,c
Who was the tenth and last Sikh Guru?,Guru Arjun Dev,Guru Nanak,Guru Hargobind,Guru Gobind Singh,d
Who started the tradition of 'Langar'?,Guru Gobind Singh,Guru Arjun Dev,Guru Hargobind,Guru Nanak,d
Which Sikh Guru compiled the Adi Granth?,Guru Gobind Singh,Guru Nanak,Guru Hargobind,Guru Arjun Dev,d
In which year did the British annex Punjab after defeating the Sikhs in the Anglo-Sikh War?,1857,1839,1846,1849,d
The golden beautification of the Harmandir Sahib Gurdwara (Golden Temple) in Amritsar is known for its contribution to whom?,Guru Gobind Singh,Guru Nanak,Maharaja Ranjit Singh,Guru Arjun Dev,c
Who founded the Sikh Empire?,Guru Gobind Singh,Guru Nanak,Maharaja Ranjit Singh,Dalip Singh,c
What was the capital of Maharaja Ranjit Singh's kingdom?,Srinagar,Amritsar,Lahore,Anandpur Sahib,c
The Treaty of Lahore was signed in 1846 between the British Empire and which Maharaja?,Maharaja Ranjit Singh,Guru Gobind Singh,Maharaja Dalip Singh,Banda Bahadur,c
Where is the Virasat-e-Khalsa Museum located?,Lahore,Srinagar,Amritsar,Anandpur Sahib,d
The construction of the Golden Temple was guided by which Guru?,Guru Gobind Singh,Guru Nanak,Guru Hargobind,Guru Arjun Dev,d
"After the death of Guru Gobind Singh Ji in 1708, the Khalsa revolted against the Mughal Empire under whose leadership?",Maharaja Ranjit Singh,Guru Nanak,Banda Bahadur,Maharaja Dalip Singh,c
Who was the sixth Guru of Sikhism?,Guru Arjun Dev,Guru Nanak,Guru Hargobind,Guru Gobind Singh,c
"Arrange the following events in chronological order:
1. Annexation of Punjab
2. Annexation of Sikkim
3. Annexation of Burma
4. Annexation of Jhansi","1, 2, 3, 4","1, 4, 2, 3","4, 1, 2, 3","2, 3, 4, 1",b
Which of the following statements is INCORRECT regarding Maharaja Ranjit Singh?,His kingdom included Srinagar,He stated that 'God wanted him to see all religions with one eye',He signed the Treaty of Lahore in 1846,He beautified the Harmandir Sahib Gurdwara with gold,c
"Match the following:
Column I (Event)  Column II (Year)
A. Annexation of Punjab   1. 1839
B. First Tea Company established in Assam 2. 1849","A-1, B-2","A-2, B-1","A-1, B-1","A-2, B-2",b
Which Sikh Guru's birth anniversary is celebrated as 'Guruparva'?,Guru Gobind Singh,Guru Tegh Bahadur,Guru Nanak Dev,Guru Arjun Dev,c
Which Sikh Guru started the tradition of 'Langar'?,Guru Gobind Singh,Guru Arjun Dev,Guru Hargobind,Guru Nanak,d
The golden beautification of the Harmandir Sahib Gurdwara (Golden Temple) in Amritsar is attributed to which figure?,Guru Gobind Singh,Guru Nanak Dev,Maharaja Ranjit Singh,Maharaja Dalip Singh,c
In which year was the Treaty of Lahore signed between the British Empire and Maharaja Dilip Singh?,1839,1849,1846,1708,c
Who guided the construction of the Golden Temple?,Guru Nanak Dev,Guru Hargobind,Guru Gobind Singh,Guru Arjun Dev,d
"After the death of Guru Gobind Singh Ji in 1708, under whose leadership did the Khalsa revolt against the Mughal Empire?",Maharaja Ranjit Singh,Maharaja Dalip Singh,Guru Nanak,Banda Bahadur,d
The British annexed Punjab in which year?,1839,1846,1857,1849,d
Who was the last king of the Sikh kingdom?,Maharaja Ranjit Singh,Guru Gobind Singh,Banda Bahadur,Dalip Singh,d
In which year was the first tea company established in Assam?,1849,1846,1708,1839,d
Rani Lakshmibai was married to whom?,Maharaja Ranjit Singh,Maharaja Dalip Singh,From Gangadhar Rao,Banda Bahadur,c
Where was the famous Urdu poet Mirza Ghalib born?,Lahore,Srinagar,Agra,Assam,c
The tradition of 'Langar' was started by which Guru?,Guru Arjun Dev,Guru Gobind Singh,Guru Hargobind,Guru Nanak,d
The golden beautification of Harmandir Sahib Gurdwara (Golden Temple) in Amritsar is attributed to which ruler?,Guru Gobind Singh,Maharaja Dilip Singh,Guru Arjun Dev,Maharaja Ranjit Singh,d
The Treaty of Lahore was signed in 1846 between the British Empire and whom?,Guru Gobind Singh,Maharaja Ranjit Singh,Banda Bahadur,Maharaja Dilip Singh,d
The construction of the Golden Temple was guided by which Sikh Guru?,Guru Gobind Singh,Guru Nanak Dev,Guru Hargobind,Guru Arjun Dev,d
"According to Maharaja Ranjit Singh, why did God take away the vision of one of his eyes?",As a punishment for his sins.,To make him a better warrior.,To test his faith.,So that he could see all religions with one eye.,d
Which of the following places was included in Ranjit Singh's kingdom?,Agra,Jhansi,Assam,Srinagar,d
In which year did the British annex Punjab?,1839,1846,1708,1849,d
Which of the following is the correct sequence of events in chronological order?,"1. Annexation of Jhansi, 2. Annexation of Punjab, 3. Annexation of Sikkim, 4. Annexation of Burma","1. Annexation of Punjab, 2. Annexation of Sikkim, 3. Annexation of Burma, 4. Annexation of Jhansi","1. Annexation of Punjab, 2. Annexation of Sikkim, 3. Annexation of Jhansi, 4. Annexation of Burma","1. Annexation of Jhansi, 2. Annexation of Burma, 3. Annexation of Punjab, 4. Annexation of Sikkim",b
In which city was the famous Urdu poet Mirza Ghalib born?,Lahore,Amritsar,Srinagar,Agra,d
Which Sikh Guru's birth anniversary is celebrated as 'Guruparva' festival?,Guru Gobind Singh,Guru Arjun Dev,Guru Nanak Dev,Guru Hargobind,c
The tradition of 'Langar' was started by which Sikh Guru?,Guru Gobind Singh,Guru Arjun Dev,Guru Hargobind,Guru Nanak,d
The golden beautification of the Harmandir Sahib Gurdwara (Golden Temple) in Amritsar is attributed to whom?,Guru Gobind Singh,Guru Nanak Dev,Maharaja Ranjit Singh,Maharaja Dalip Singh,c
In what year was the first tea company established in Assam?,1846,1849,1839,1708,c
"Match the following:
Column I (Event)  Column II (Person/Guru)
A. Compilation of Adi Granth  1. Guru Nanak
B. Golden Beautification of Harmandir Sahib 2. Guru Arjun Dev
C. Tradition of Langar   3. Maharaja Ranjit Singh","A-1, B-2, C-3","A-2, B-3, C-1","A-3, B-1, C-2","A-2, B-1, C-3",b
In which year was Sri Guru Tegh Bahadur murdered?,1765,1685,1675,1775,c
Sri Akal Takht Sahib is located within which complex?,Hazur Sahib,Hemkund Sahib,Golden Temple,Anandpur Sahib,c
"After the death of Sri Guru Gobind Singh, against whom did the Sikhs revolt under Banda Bahadur's leadership?",Rajputs,Marathas,Mughals,Afghans,c
Who invented the Gurmukhi script?,Guru Gobind Singh,Guru Nanak,Guru Angad,Guru Tegh Bahadur,c
Where is Hemkund Sahib Gurudwara located?,Himachal Pradesh,Jammu and Kashmir,Uttarakhand,Punjab,c
Who laid the foundation of 'Khalsa Panth'?,Guru Arjun Dev,Guru Nanak Dev,Guru Angad,Guru Gobind Singh,d
In what year was Guru Nanak Dev born?,1569,1489,1469,1539,c
"Guru Arjun Dev built the Harmandir Sahib, popularly known as the Golden Temple, in which city?",Lahore,Delhi,Amritsar,Patna,c
In what year did the East India Company sign the first Treaty of Amritsar with Ranjit Singh?,1819,1799,1809,1789,c
What was the capital during the rule of Tipu Sultan?,Bangalore,Mysore,Srirangapatna,Hyderabad,c
In which year did Tipu Sultan and the British East India Company sign the Treaty of Mangalore?,1789,1784,1799,1792,b
In what year was Tipu Sultan defeated by the British?,1809,1784,1799,1792,c
"After the defeat of Tipu Sultan in the Battle of Srirangapatna, who ruled Mysore?",The British,The Marathas,Wadiyars,The Mughals,c
Which was the second province to accept the Subsidiary Alliance?,Awadh,Hyderabad,Mysore,Bengal,c
In which year was Sri Guru Tegh Bahadur murdered on the orders of Aurangzeb?,1665,1685,1675,1655,c
"After the death of Sri Guru Gobind Singh, the Sikhs revolted against which power under the leadership of Banda Bahadur?",Rajputs,Marathas,British,Mughals,d
The Gurmukhi script was invented by which Sikh Guru?,Guru Nanak Dev,Guru Gobind Singh,Guru Angad,Guru Tegh Bahadur,c
Where is the Hemkund Sahib Gurudwara located?,Himachal Pradesh,Jammu and Kashmir,Uttarakhand,Punjab,c
Which Guru laid the foundation of the 'Khalsa Panth'?,Guru Arjun Dev,Guru Angad,Guru Tegh Bahadur,Guru Gobind Singh,d
"Who built the Harmandir Sahib, popularly known as the Golden Temple, in Amritsar?",Guru Gobind Singh,Guru Hargobind,Guru Arjun Dev,Guru Tegh Bahadur,c
In which year did the East India Company sign the first Treaty of Amritsar with Ranjit Singh?,1799,1819,1809,1789,c
The Second Anglo-Mysore War ended with which treaty?,Treaty of Seringapatam,Treaty of Mysore,Treaty of Mangalore,Treaty of Madras,c
How many wars did the British fight with the Mysore rulers in the 18th century?,Two,Three,Five,Four,d
Who is associated with the Third Anglo-Mysore War and the introduction of civil services in India?,Lord Wellesley,Warren Hastings,Lord Cornwallis,Lord Dalhousie,c
From where did the Wodeyar dynasty rule?,Deccan,Srirangapatna,Madras,Mysore,d
In what year was the Treaty of Mangalore signed between Tipu Sultan and the British East India Company?,1792,1799,1784,1780,c
"In 1799, the British defeated whom?",Hyder Ali,Ranjit Singh,Tipu Sultan,The Marathas,c
"After the defeat of Tipu Sultan in the Battle of Srirangapatna, Mysore was ruled by whom?",British East India Company,Marathas,Wadiyars,Nizams,c
Tipu Sultan was known as the Lion of which region?,Deccan,Bengal,Mysore,Awadh,c
Who was the Governor General of Bengal during the Third Anglo-Mysore War?,Warren Hastings,Lord Wellesley,Lord Dalhousie,Lord Cornwallis,d
From which region did the Nizams of the Asaf Jahi dynasty rule?,Bengal,Awadh,Deccan,Mysore,c
"In which year was the ninth Sikh Guru, Sri Guru Tegh Bahadur, murdered?",1699,1675,1708,1654,b
"After the death of Sri Guru Gobind Singh, against whom did the Sikhs revolt under the leadership of Banda Bahadur?",Marathas,Rajputs,Mughals,British,c
Which Sikh Guru laid the foundation of 'Khalsa Panth'?,Guru Nanak Dev,Guru Angad,Guru Tegh Bahadur,Guru Gobind Singh,d
In which year was Guru Nanak Dev born?,1492,1539,1469,1606,c
The Second Anglo-Mysore War ended in which treaty?,Treaty of Seringapatam,Treaty of Salbai,Treaty of Mangalore,Treaty of Madras,c
Which of the following is associated with the Third Anglo-Mysore War?,Warren Hastings,Lord Wellesley,Lord Dalhousie,Lord Cornwallis,d
Which dynasty ruled from Mysore?,Asaf Jahi,Wodeyar,Nizam,Tipu Sultan Dynasty,b
"In 1799, whom did the British defeat?",Hyder Ali,Ranjit Singh,Tipu Sultan,The Marathas,c
Tipu Sultan was known as the Lion of which place?,Deccan,Srirangapatna,Bengal,Mysore,d
"After the death of Sri Guru Gobind Singh, the Sikhs revolted against whom under the leadership of Banda Bahadur?",Rajputs,Marathas,British,Mughals,d
Which Guru laid the foundation of 'Khalsa Panth'?,Guru Nanak Dev,Guru Angad,Guru Tegh Bahadur,Guru Gobind Singh,d
Guru Arjun Dev built which famous shrine in Amritsar?,Akal Takht,Harmandir Sahib (Golden Temple),Anandpur Sahib,Hazur Sahib,b
Tipu Sultan and the British East India Company signed the Treaty of Mangalore in which year?,1792,1799,1784,1767,c
"After the defeat of Tipu Sultan in the Battle of Srirangapatna, which dynasty ruled Mysore?",Nizams,Wadiyars,Holkars,Scindias,b
The independent state of Bengal was established by whom?,Alivardi Khan,Siraj-ud-Daulah,Ibrahim Khan,Murshid Quli Khan,d
Who led the English army in the Battle of Buxar?,Robert Clive,Warren Hastings,Hector Munro,Mir Jafar,c
Mir Qasim is associated with which battle?,Battle of Plassey,Battle of Buxar,Battle of Alinagar,Battle of Wandiwash,b
In what year did Siraj-ud-Daulah become the Nawab of Bengal?,1764,1757,1756,1673,c
Who did Siraj-ud-Daulah succeed as the Nawab of Bengal?,Murshid Quli Khan,Ibrahim Khan,Mir Jafar,Alivardi Khan,d
Under whose leadership did Bengal break away from Mughal control?,Ibrahim Khan,Alamgir II,Mir Jafar,Murshid Quli Khan,d
Which entity won the Battle of Plassey in 1757?,French East India Company,Mughal Empire,British East India Company,Bengal Sultanate,c
On which riverbank is Plassey located?,Ganges,Yamuna,Bhagirathi,Hooghly,c
Where is the 'Black Hole' monument located?,Murshidabad,Delhi,Calcutta (West Bengal),Plassey,c
In what year was Mir Jafar re-established as the Nawab of Bengal?,1757,1756,1764,1673,c
Who was made the Nawab of Bengal after the Battle of Plassey?,Siraj-ud-Daulah,Murshid Quli Khan,Mir Jafar,Alivardi Khan,c
Who led Nawab Siraj-ud-Daulah's army in the Battle of Plassey and had never fought a battle?,Mohanlal,Mir Madan,Hector Munro,Mir Jafar,d
Mir Madan and Mohanlal are related to which battle?,Battle of Buxar,Battle of Alinagar,Battle of Plassey,Battle of Wandiwash,c
Who was the Mughal Emperor at the time of the Battle of Plassey?,Shah Alam II,Aurangzeb,Alamgir II,Bahadur Shah Zafar,c
The Treaty of Alinagar was signed with the British by whom?,Mir Jafar,Murshid Quli Khan,Alivardi Khan,Siraj-ud-Daulah,d
In which year was the Battle of Buxar fought?,1757 AD,1756 AD,1764 AD,1673 AD,c
Who established the independent state of Bengal?,Ibrahim Khan,Alivardi Khan,Murshid Quli Khan,Siraj-ud-Daulah,c
The name of Mir Qasim is associated with which of the following battles?,Battle of Plassey,Battle of Alinagar,Battle of Buxar,Battle of Wandiwash,c
In what year was Siraj-ud-Daulah made the Nawab of Bengal?,1764,1757,1756,1673,c
On which river's banks is Plassey located?,Ganges,Yamuna,Bhagirathi,Hooghly,c
In which state is the 'Black Hole' monument located?,Bihar,Odisha,West Bengal,Jharkhand,c
Which general led Nawab Siraj-ud-Daulah's army in the Battle of Plassey and contributed to his defeat?,Mohanlal,Hector Munro,Mir Madan,Mir Jafar,d
Who signed the Treaty of Alinagar with the British?,Mir Jafar,Alivardi Khan,Mir Qasim,Siraj-ud-Daulah,d
The English army in the Battle of Buxar was led by whom?,Murshid Quli Khan,Hector Munro,Mir Jafar,Siraj-ud-Daulah,b
Which of the following statements is INCORRECT regarding the Battle of Plassey?,It was fought in 1757.,The Mughal Emperor at the time was Alamgir II.,The battle was won by the British East India Company.,It was fought on the banks of the Hooghly River.,d
In which year was Mir Jafar re-established as the Nawab of Bengal?,1757,1756,1673,1764,d
"Who led the army of Nawab Siraj-ud-Daulah in the Battle of Plassey, contributing to his defeat?",Mohanlal,Hector Munro,Mir Madan,Mir Jafar,d
Who was the Mughal Emperor during the Battle of Plassey?,Murshid Quli Khan,Alivardi Khan,Ibrahim Khan,Alamgir II,d
The English army in the Battle of Buxar was commanded by which of the following individuals?,Siraj-ud-Daulah,Murshid Quli Khan,Mir Jafar,Hector Munro,d
In which year did Siraj-ud-Daulah become the Nawab of Bengal?,1764,1757,1673,1756,d
Who preceded Siraj-ud-Daulah as the Nawab of Bengal?,Ibrahim Khan,Murshid Quli Khan,Mir Jafar,Alivardi Khan,d
"Under whose leadership did Bengal break away from Mughal control, where he served as the deputy governor?",Mir Jafar,Alivardi Khan,Hector Munro,Murshid Quli Khan,d
"On which riverbank is Plassey, the site of the Battle of Plassey, located?",Ganges River,Yamuna River,Bhagirathi River,Hooghly River,c
Where is the 'Black Hole' monument situated?,Delhi,West Bengal (Calcutta),Bihar,Uttar Pradesh,b
Who became the Nawab of Bengal after the Battle of Plassey?,Siraj-ud-Daulah,Alivardi Khan,Murshid Quli Khan,Mir Jafar,d
Which general's leadership contributed to the defeat of Nawab Siraj-ud-Daulah in the Battle of Plassey?,Hector Munro,Mohanlal,Mir Madan,Mir Jafar,d
Which of the following individuals are associated with the Battle of Plassey?,Hector Munro and Mir Jafar,Mir Madan and Mohanlal,Alivardi Khan and Murshid Quli Khan,Ibrahim Khan and Siraj-ud-Daulah,b
Which treaty was signed between Siraj-ud-Daulah and the British?,Treaty of Allahabad,Treaty of Alinagar,Treaty of Buxar,Treaty of Bengal,b
In which year did the Battle of Buxar take place?,1756,1757,1764,1673,c
In which year was the Treaty of Allahabad signed by Shuja-ud-Daulah and Shah Alam with Robert Clive?,1764,1757,1765,1662,c
"Who was the Governor General during whose tenure the East India Company was granted Diwani rights in Bengal, Bihar, and Orissa by Emperor Shah Alam?",Mir Qasim,Robert Clive,Siraj-ud-Daulah,Murshid Quli Khan,b
Who shifted the capital from Murshidabad to Munger?,Shuja-ud-Daulah,Shah Alam,Mir Jafar,Mir Qasim,d
"After the Battle of Plassey, Mir Jafar was enthroned as the Nawab of Bengal in which place?",Munger,Calcutta,Dhaka,Murshidabad,d
"In which year did the Battle of Plassey occur, resulting in a decisive victory for the British East India Company over the Nawab of Bengal?",1764,1756,1765,1757,d
Which Indian coastal town was gifted as dowry to Charles II of England in 1662 by the King of Portugal?,Calcutta,Murshidabad,Mumbai,Munger,c
"The 'Kala Kothri' incident occurred in which year and in which location, according to Indian history?","1764, Murshidabad","1757, Munger","1756, Calcutta","1765, Dhaka",c
Siraj-ud-Daulah was defeated in the Battle of Plassey in 1757 by whom?,Mir Qasim,Robert Clive,Shah Alam,Mir Jafar,b
In which year did the British gain political power in India after the Battle of Plassey?,1764,1756,1662,1757,d
In which year did the East India Company obtain 'Diwani' rights over Bengal and Bihar?,1757,1764,1662,1765,d
"In what year were 'Diwani rights' (right to collect revenue and settle civil cases in Bengal, Bihar and Orissa) granted to the East India Company?",1757,1764,1662,1765,d
How did the trade of the British East India Company expand?,After the Battle of Buxar in 1764,Through gifting of Mumbai,After the British victory at the Battle of Plassey in 1757,After shifting capital to Munger,c
Who led the army of the East India Company in the Battle of Plassey in 1757?,Mir Jafar,Murshid Quli Khan,Robert Clive,Siraj-ud-Daulah,c
The battles of Plassey and Buxar established British rule in which region?,Orissa,Bihar,Bengal,Mumbai,c
Who declared himself the Nawab of Bengal and shifted his capital from Dhaka to Murshidabad?,Mir Qasim,Mir Jafar,Robert Clive,Murshid Quli Khan,d
"In which year was the Treaty of Allahabad signed between Shuja-ud-Daulah, Shah Alam, and Robert Clive?",1757,1764,1765,1756,c
In which year did the Battle of Plassey take place?,1764,1756,1765,1757,d
In which year did the 'Kala Kothri' incident occur in Calcutta?,1757,1764,1756,1765,c
"Who defeated Siraj-ud-Daulah, the Nawab of Bengal, in the Battle of Plassey?",Lord Cornwallis,Robert Clive,Warren Hastings,Lord Wellesley,b
The Battle of Plassey was fought between the East India Company and whom?,The Mughal Emperor,The Nawab of Awadh,The Nawab of Bengal,The Maratha Empire,c
In which year were 'Diwani rights' granted to the East India Company?,1757,1764,1765,1750,c
How did the trade of the British East India Company primarily expand?,Through alliances with local rulers,Through direct trade with China,After the British victory at the Battle of Plassey in 1757,Through naval dominance in the Indian Ocean,c
From which city did Murshid Quli Khan shift the capital to Murshidabad after declaring himself the Nawab of Bengal?,Calcutta,Munger,Dhaka,Patna,c
In what year did the Kala Kothri incident occur in Calcutta?,1764,1765,1757,1756,d
The East India Company obtained 'Diwani' rights over Bengal and Bihar in which year?,1757,1764,1756,1765,d
Murshid Quli Khan shifted his capital from Dhaka to which city?,Munger,Calcutta,Plassey,Murshidabad,d
"After the Battle of Plassey, where was Mir Jafar enthroned as the Nawab of Bengal?",Dhaka,Munger,Calcutta,Murshidabad,d
In what year did the Battle of Plassey take place?,1764,1756,1765,1757,d
Which Indian coastal town was gifted as dowry to Charles II of England in 1662?,Goa,Calcutta,Mumbai,Madras,c
The Kala Kothri incident occurred in which year and location?,"1764, Dhaka","1757, Murshidabad","1756, Calcutta","1765, Munger",c
Who defeated Siraj-ud-Daulah in the Battle of Plassey?,Mir Jafar,Robert Clive,Warren Hastings,Shah Alam,b
In what year was the Battle of Buxar fought?,1757 AD,1765 AD,1756 AD,1764 AD,d
"In 1680, who ascended the Maratha throne after winning the war of succession against his brother Rajaram?",Shivaji,Rajaram,Sambhaji,Shahu,c
In which year did the Holkar dynasty sign the Treaty of Mandsaur with the British?,1782,1802,1818,1761,c
"Who was the third Chhatrapati, also known as Shivaji's younger son?",Sambhaji,Shivaji,Shahu,Bajirao,c
Which tactics and military strategies did Shivaji use to lead a series of invasions in the 1660s?,Conventional,Guerilla,Naval,Siege,b
Where was Shivaji born?,Raigad Fort,Panhala Fort,Shivneri Fort,Purandar Fort,c
In which year was the Third Battle of Panipat fought?,1802,1782,1818,1761,d
Who fought against Ahmad Shah Abdali in the Third Battle of Panipat?,The Mughals,The Rajputs,The Marathas,The Sikhs,c
"In which year was the Treaty of Salbai signed, ending the First Anglo-Maratha War?",May 1802,May 1761,May 1782,May 1818,c
In which year did the Marathas lose power after being defeated by Ahmad Shah Abdali?,1782,1802,1761,1818,c
In which year was the Treaty of Bassein signed?,1761,1782,1802,1818,c
What was the name of Maharana Pratap's horse?,Badal,Nukra,Chetak,Moti,c
Who went to London to plead before the Court of Directors for giving the pension given to Bajirao II to Nana Saheb?,Raja Ram Mohan Roy,Azimullah Khan,Mangal Pandey,Tatya Tope,b
Who was the adopted son of Bajirao Peshwa?,Shivaji II,Sambhaji II,Nana Saheb,Madhavrao,c
Who was defeated by Lord Clive in the Battle of Plassey?,Mir Jafar,Siraj-ud-Daulah,Shah Alam II,Shuja-ud-Daulah,b
Which country's fear of expansion towards India was the basis of Anglo-Afghan relations in the 19th century?,France,Germany,Russia,China,c
"Who remarked about the East India Company, “The Company is an anomaly, but it is part of a system where everything is anomalous.”?",Warren Hastings,Lord Cornwallis,GB Macaulay,William Bentinck,c
Who was the father of Bajirao I (Bajirao Ballal)?,Shivaji,Balaji Baji Rao,Peshwa Balaji Vishwanath,Shahuji,c
"In 1680, who ascended the throne after winning the war of succession against his brother Rajaram?",Shivaji,Sambhaji,Shahu,Balaji Vishwanath,b
With whom did the Holkar dynasty sign the Treaty of Mandsaur in 1818?,The Mughals,The French,The British,Ahmad Shah Abdali,c
What tactics and military strategies did Shivaji use to lead a series of invasions in the 1660s?,Cavalry,Siege,Guerrilla,Naval,c
"In which year was the Treaty of Salbai signed, which ended the First Anglo-Maratha War?",May 1761,May 1782,May 1802,May 1818,b
Who was the father of Bajirao I or Bajirao Ballal?,Shivaji,Rajaram,Peshwa Balaji Vishwanath,Sambhaji,c
The provinces of the Peshwas were merged into which Presidency as a result of the Anglo-Maratha War?,Bengal Presidency,Madras Presidency,Bombay Presidency,North-Western Province,c
In what year was the Treaty of Salbai signed?,1802,1761,1782,1818,c
The Third Battle of Panipat was fought on which date?,"January 14, 1761","March 29, 1849",In 1856,In 1877,a
Bajirao I ruled as Peshwa from which period?,1796-1818 AD,1720-1740 AD,1802-1818 AD,1761-1782 AD,b
In which year did the Maratha Empire cease to exist?,1782,1761,1802,1818,d
Which state did NOT accept the 'Subsidiary Alliance'?,Awadh,Holkar State of Indore,Surat,Punjab,b
The First Anglo-Burmese War concluded with the signing of which treaty?,Treaty of Salbai,Treaty of Vasin,Treaty of Yandabo,Treaty of Lahore,c
"Following the Battle of Buxar, what annual sum did the East India Company agree to pay the Mughal Emperor?",₹ 16 lakh,₹ 36 lakh,₹ 26 lakh,₹ 46 lakh,c
Who annexed Awadh for the British Empire in India?,Lord Warren Hastings,Lord Wellesley,Lord Dalhousie,Lord William Bentinck,c
On what grounds did Lord Dalhousie annex Awadh?,Treaty violation,Misrule,Lack of a direct heir,Military aggression,b
In which year was Awadh integrated into the North-Western Province?,1856,1849,1782,1877,d
In what year was Awadh dethroned by the East India Company?,1877,1857,1856,1849,c
With whom is the 'ring fence' policy associated?,Lord Dalhousie,Lord Wellesley,Warren Hastings,Lord Curzon,c
"Match the following Treaties with their respective years:
Column I (Treaty)
(A) Treaty of Vasin
(B) Treaty of Salbai
Column II (Year)
(1) 1782
(2) 1802

Choose the correct option:","A-1, B-2","A-2, B-1","A-1, B-1","A-2, B-2",b
"Arrange the following events in chronological order:
(A) Treaty of Salbai
(B) Third Battle of Panipat
(C) Treaty of Vasin

Choose the correct sequence:","A, B, C","B, A, C","B, C, A","C, A, B",b
Which of the following statements is INCORRECT regarding the annexation of Awadh?,Lord Dalhousie annexed Awadh.,The annexation occurred due to disorder in the state.,The annexation took place in 1856.,The integration of Awadh into the North-Western Province took place in 1856.,d
When did the Third Battle of Panipat take place?,"January 14, 1761","March 29, 1849",1802,1856,a
Bajirao I ruled as Peshwa during which years?,1761-1782 AD,1782-1802 AD,1796-1818 AD,1720-1740 AD,d
Pune was historically known as the capital of which dynasty?,Mughal,British,Peshwa,Holkar,c
In what year did the Maratha Empire cease to exist?,1782,1802,1818,1849,c
What annual amount did the East India Company agree to pay the Mughal Emperor after the Battle of Buxar?,₹ 16 lakh,₹ 20 lakh,₹ 26 lakh,₹ 30 lakh,c
Who annexed Awadh for the British Empire in India through disorder in the state?,Warren Hastings,Lord Wellesley,Lord Dalhousie,Lord William Bentinck,c
Who was a staunch supporter of the Doctrine of Lapse?,Warren Hastings,Lord Wellesley,Lord Dalhousie,Lord William Bentinck,c
In which year was Awadh annexed by Lord Dalhousie on the grounds of misrule?,1849,1856,1877,1802,b
The 'ring fence' policy is associated with which historical figure?,Lord Dalhousie,Warren Hastings,Lord Wellesley,Lord William Bentinck,b
"Match the following treaties with their years:

Column I
(A) Treaty of Vasin
(B) Treaty of Salbai

Column II
(1) 1782
(2) 1802

Choose the correct option:","A-1, B-2","A-2, B-1","A-1, B-1","A-2, B-2",b
The Treaty of Vasin was signed in 1802 between the British and which Maratha Peshwa?,Bajirao I,Madhavrao I,Bajirao II,Balaji Vishwanath,c
Which of the following statements is INCORRECT regarding Bajirao I?,He ruled from 1720-1740 AD,He was a Peshwa,He was a ruler of the Peshwa Dynasty,Pune was once known as his capital,d
"In what year did the Maratha Empire cease to exist, with the surrender of the Marathas to the British?",1782,1802,1818,1849,c
"After the Battle of Buxar, what annual sum did the East India Company agree to pay the Mughal Emperor?",₹ 16 lakh,₹ 20 lakh,₹ 26 lakh,₹ 30 lakh,c
Dalhousie annexed Awadh for the British Empire based on what grounds?,Treaty violation,Misrule,Failure to pay taxes,Lack of a direct heir,b
On what date did Maharaja Dilip Singh sign the documents related to the merger of Punjab into the British Empire?,"January 14, 1761","March 29 , 1849",In 1856,In 1877,b
The Doctrine of Lapse was implemented even before Dalhousie in which of the following?,Bombay and Calcutta,Delhi and Agra,"Mandvi, Colaba, Jalore and Surat",Lucknow and Kanpur,c
Which policy is associated with Warren Hastings?,Doctrine of Lapse,'ring fence' policy,Subsidiary Alliance,Divide and Rule,b
Who signed the Treaty of Vasin with the British in 1802?,Bajirao I,Shivaji,Bajirao II,Balaji Vishwanath,c
Which of the following states did NOT accept the 'Subsidiary Alliance'?,Gwalior,Nagpur,Indore,Poona,c
The First Anglo-Burmese War concluded with which treaty?,Treaty of Salbai,Treaty of Yandabo,Treaty of Vasin,Treaty of Surat,b
How much amount did the East India Company agree to pay the Mughal Emperor annually after the Battle of Buxar?,₹ 16 lakh,₹ 20 lakh,₹ 30 lakh,₹ 26 lakh,d
Who annexed Awadh for the British Empire in India citing disorder in the state?,Lord Hastings,Lord Wellesley,Lord Dalhousie,Lord Cornwallis,c
On what grounds did Lord Dalhousie annex Awadh in 1856?,Treaty violation,Failure to pay taxes,Misrule,Lack of a direct heir,c
The 'ring fence' policy is associated with which of the following individuals?,Lord Cornwallis,Warren Hastings,Lord Wellesley,Lord Dalhousie,b
"Arrange the following events in chronological order:
1. Treaty of Salbai
2. Third Battle of Panipat
3. Treaty of Vasin
4. Annexation of Awadh",2-1-3-4,1-2-3-4,3-2-1-4,4-3-2-1,a
