Question,Option A,Option B,Option C,Option D,Correct Answer,Subject,Topics,Points
What is the full form of SLR?,Statutory Lending Rate,Subsidiary Liquidity Ratio,Statutory Liquidity Ratio,Subsidiary Lending Rate,c,Economics,"Basic economic terms GDP GNP NNP NDP facts, Inflation types WPI CPI deflation stagflation, Banking structure RBI functions monetary policy tools, Fiscal policy budget deficit revenue fiscal primary, National income calculation methods India, Five year plans NITI Aayog planning history, Poverty unemployment types and measurements India, Indian taxation direct indirect GST facts, Money market capital market instruments, Banking terms repo reverse repo CRR SLR, Important economic indices and reports India, Government schemes related to economy and finance, Budget terminology and economic survey facts, Public sector private sector disinvestment facts, Agriculture contribution to economy MSP PDS facts, Foreign trade balance of payment forex reserves, International economic organizations IMF World Bank WTO, Financial inclusion Jan Dhan UPI DBT facts, Types of banks commercial regional rural cooperative, Recent economic rankings and statistics India",1
Which of the following is a function of NITI Aayog?,To allocate funds to states,To formulate policy and programs,To regulate the stock market,To control inflation,b,Economics,"Basic economic terms GDP GNP NNP NDP facts, Inflation types WPI CPI deflation stagflation, Banking structure RBI functions monetary policy tools, Fiscal policy budget deficit revenue fiscal primary, National income calculation methods India, Five year plans NITI Aayog planning history, Poverty unemployment types and measurements India, Indian taxation direct indirect GST facts, Money market capital market instruments, Banking terms repo reverse repo CRR SLR, Important economic indices and reports India, Government schemes related to economy and finance, Budget terminology and economic survey facts, Public sector private sector disinvestment facts, Agriculture contribution to economy MSP PDS facts, Foreign trade balance of payment forex reserves, International economic organizations IMF World Bank WTO, Financial inclusion Jan Dhan UPI DBT facts, Types of banks commercial regional rural cooperative, Recent economic rankings and statistics India",1
Which of the following is not a direct tax?,Income Tax,Corporate Tax,Wealth Tax,Service Tax,d,Economics,"Basic economic terms GDP GNP NNP NDP facts, Inflation types WPI CPI deflation stagflation, Banking structure RBI functions monetary policy tools, Fiscal policy budget deficit revenue fiscal primary, National income calculation methods India, Five year plans NITI Aayog planning history, Poverty unemployment types and measurements India, Indian taxation direct indirect GST facts, Money market capital market instruments, Banking terms repo reverse repo CRR SLR, Important economic indices and reports India, Government schemes related to economy and finance, Budget terminology and economic survey facts, Public sector private sector disinvestment facts, Agriculture contribution to economy MSP PDS facts, Foreign trade balance of payment forex reserves, International economic organizations IMF World Bank WTO, Financial inclusion Jan Dhan UPI DBT facts, Types of banks commercial regional rural cooperative, Recent economic rankings and statistics India",1
What is the purpose of the Reverse Repo Rate?,To control inflation,To increase liquidity in the market,To decrease liquidity in the market,To promote economic growth,c,Economics,"Basic economic terms GDP GNP NNP NDP facts, Inflation types WPI CPI deflation stagflation, Banking structure RBI functions monetary policy tools, Fiscal policy budget deficit revenue fiscal primary, National income calculation methods India, Five year plans NITI Aayog planning history, Poverty unemployment types and measurements India, Indian taxation direct indirect GST facts, Money market capital market instruments, Banking terms repo reverse repo CRR SLR, Important economic indices and reports India, Government schemes related to economy and finance, Budget terminology and economic survey facts, Public sector private sector disinvestment facts, Agriculture contribution to economy MSP PDS facts, Foreign trade balance of payment forex reserves, International economic organizations IMF World Bank WTO, Financial inclusion Jan Dhan UPI DBT facts, Types of banks commercial regional rural cooperative, Recent economic rankings and statistics India",1
Which of the following is a capital market instrument?,Commercial Paper,Certificate of Deposit,Equity Shares,Treasury Bill,c,Economics,"Basic economic terms GDP GNP NNP NDP facts, Inflation types WPI CPI deflation stagflation, Banking structure RBI functions monetary policy tools, Fiscal policy budget deficit revenue fiscal primary, National income calculation methods India, Five year plans NITI Aayog planning history, Poverty unemployment types and measurements India, Indian taxation direct indirect GST facts, Money market capital market instruments, Banking terms repo reverse repo CRR SLR, Important economic indices and reports India, Government schemes related to economy and finance, Budget terminology and economic survey facts, Public sector private sector disinvestment facts, Agriculture contribution to economy MSP PDS facts, Foreign trade balance of payment forex reserves, International economic organizations IMF World Bank WTO, Financial inclusion Jan Dhan UPI DBT facts, Types of banks commercial regional rural cooperative, Recent economic rankings and statistics India",1
Which five year plan is also known as Gadgil yojana?,First five year plan,Second five year plan,Third five year plan,Fourth five year plan,c,Economics,"Basic economic terms GDP GNP NNP NDP facts, Inflation types WPI CPI deflation stagflation, Banking structure RBI functions monetary policy tools, Fiscal policy budget deficit revenue fiscal primary, National income calculation methods India, Five year plans NITI Aayog planning history, Poverty unemployment types and measurements India, Indian taxation direct indirect GST facts, Money market capital market instruments, Banking terms repo reverse repo CRR SLR, Important economic indices and reports India, Government schemes related to economy and finance, Budget terminology and economic survey facts, Public sector private sector disinvestment facts, Agriculture contribution to economy MSP PDS facts, Foreign trade balance of payment forex reserves, International economic organizations IMF World Bank WTO, Financial inclusion Jan Dhan UPI DBT facts, Types of banks commercial regional rural cooperative, Recent economic rankings and statistics India",1
GST is implemented based on the recommendation of:,Kelkar committee,Vijay kelkar committee,Rangarajan committee,Narasimham committee,b,Economics,"Basic economic terms GDP GNP NNP NDP facts, Inflation types WPI CPI deflation stagflation, Banking structure RBI functions monetary policy tools, Fiscal policy budget deficit revenue fiscal primary, National income calculation methods India, Five year plans NITI Aayog planning history, Poverty unemployment types and measurements India, Indian taxation direct indirect GST facts, Money market capital market instruments, Banking terms repo reverse repo CRR SLR, Important economic indices and reports India, Government schemes related to economy and finance, Budget terminology and economic survey facts, Public sector private sector disinvestment facts, Agriculture contribution to economy MSP PDS facts, Foreign trade balance of payment forex reserves, International economic organizations IMF World Bank WTO, Financial inclusion Jan Dhan UPI DBT facts, Types of banks commercial regional rural cooperative, Recent economic rankings and statistics India",1
The RBI was nationalized in which year?,1947,1948,1949,1950,c,Economics,"Basic economic terms GDP GNP NNP NDP facts, Inflation types WPI CPI deflation stagflation, Banking structure RBI functions monetary policy tools, Fiscal policy budget deficit revenue fiscal primary, National income calculation methods India, Five year plans NITI Aayog planning history, Poverty unemployment types and measurements India, Indian taxation direct indirect GST facts, Money market capital market instruments, Banking terms repo reverse repo CRR SLR, Important economic indices and reports India, Government schemes related to economy and finance, Budget terminology and economic survey facts, Public sector private sector disinvestment facts, Agriculture contribution to economy MSP PDS facts, Foreign trade balance of payment forex reserves, International economic organizations IMF World Bank WTO, Financial inclusion Jan Dhan UPI DBT facts, Types of banks commercial regional rural cooperative, Recent economic rankings and statistics India",1
What is the main function of commercial banks?,Issue currency,Accept deposits and grant loans,Control credit,Act as banker to the government,b,Economics,"Basic economic terms GDP GNP NNP NDP facts, Inflation types WPI CPI deflation stagflation, Banking structure RBI functions monetary policy tools, Fiscal policy budget deficit revenue fiscal primary, National income calculation methods India, Five year plans NITI Aayog planning history, Poverty unemployment types and measurements India, Indian taxation direct indirect GST facts, Money market capital market instruments, Banking terms repo reverse repo CRR SLR, Important economic indices and reports India, Government schemes related to economy and finance, Budget terminology and economic survey facts, Public sector private sector disinvestment facts, Agriculture contribution to economy MSP PDS facts, Foreign trade balance of payment forex reserves, International economic organizations IMF World Bank WTO, Financial inclusion Jan Dhan UPI DBT facts, Types of banks commercial regional rural cooperative, Recent economic rankings and statistics India",1
Who is the chairman of GST council?,Prime minister,Finance minister,RBI governor,President,b,Economics,"Basic economic terms GDP GNP NNP NDP facts, Inflation types WPI CPI deflation stagflation, Banking structure RBI functions monetary policy tools, Fiscal policy budget deficit revenue fiscal primary, National income calculation methods India, Five year plans NITI Aayog planning history, Poverty unemployment types and measurements India, Indian taxation direct indirect GST facts, Money market capital market instruments, Banking terms repo reverse repo CRR SLR, Important economic indices and reports India, Government schemes related to economy and finance, Budget terminology and economic survey facts, Public sector private sector disinvestment facts, Agriculture contribution to economy MSP PDS facts, Foreign trade balance of payment forex reserves, International economic organizations IMF World Bank WTO, Financial inclusion Jan Dhan UPI DBT facts, Types of banks commercial regional rural cooperative, Recent economic rankings and statistics India",1
The term 'Capital Market' refers to,Market for short-term funds,Market for government securities,Market for long-term funds,Market for consumer goods,c,Economics,"Basic economic terms GDP GNP NNP NDP facts, Inflation types WPI CPI deflation stagflation, Banking structure RBI functions monetary policy tools, Fiscal policy budget deficit revenue fiscal primary, National income calculation methods India, Five year plans NITI Aayog planning history, Poverty unemployment types and measurements India, Indian taxation direct indirect GST facts, Money market capital market instruments, Banking terms repo reverse repo CRR SLR, Important economic indices and reports India, Government schemes related to economy and finance, Budget terminology and economic survey facts, Public sector private sector disinvestment facts, Agriculture contribution to economy MSP PDS facts, Foreign trade balance of payment forex reserves, International economic organizations IMF World Bank WTO, Financial inclusion Jan Dhan UPI DBT facts, Types of banks commercial regional rural cooperative, Recent economic rankings and statistics India",1
Which one is the regulator of money market?,SEBI,RBI,IRDA,PFRDA,b,Economics,"Basic economic terms GDP GNP NNP NDP facts, Inflation types WPI CPI deflation stagflation, Banking structure RBI functions monetary policy tools, Fiscal policy budget deficit revenue fiscal primary, National income calculation methods India, Five year plans NITI Aayog planning history, Poverty unemployment types and measurements India, Indian taxation direct indirect GST facts, Money market capital market instruments, Banking terms repo reverse repo CRR SLR, Important economic indices and reports India, Government schemes related to economy and finance, Budget terminology and economic survey facts, Public sector private sector disinvestment facts, Agriculture contribution to economy MSP PDS facts, Foreign trade balance of payment forex reserves, International economic organizations IMF World Bank WTO, Financial inclusion Jan Dhan UPI DBT facts, Types of banks commercial regional rural cooperative, Recent economic rankings and statistics India",1
Which of the following taxes is levied by the state government?,Corporation tax,Income tax,Excise duty on alcohol,Customs duty,c,Economics,"Basic economic terms GDP GNP NNP NDP facts, Inflation types WPI CPI deflation stagflation, Banking structure RBI functions monetary policy tools, Fiscal policy budget deficit revenue fiscal primary, National income calculation methods India, Five year plans NITI Aayog planning history, Poverty unemployment types and measurements India, Indian taxation direct indirect GST facts, Money market capital market instruments, Banking terms repo reverse repo CRR SLR, Important economic indices and reports India, Government schemes related to economy and finance, Budget terminology and economic survey facts, Public sector private sector disinvestment facts, Agriculture contribution to economy MSP PDS facts, Foreign trade balance of payment forex reserves, International economic organizations IMF World Bank WTO, Financial inclusion Jan Dhan UPI DBT facts, Types of banks commercial regional rural cooperative, Recent economic rankings and statistics India",1
Which five year plan recognized human development as the core of all developmental effort?,Fifth,Sixth,Seventh,Eighth,d,Economics,"Basic economic terms GDP GNP NNP NDP facts, Inflation types WPI CPI deflation stagflation, Banking structure RBI functions monetary policy tools, Fiscal policy budget deficit revenue fiscal primary, National income calculation methods India, Five year plans NITI Aayog planning history, Poverty unemployment types and measurements India, Indian taxation direct indirect GST facts, Money market capital market instruments, Banking terms repo reverse repo CRR SLR, Important economic indices and reports India, Government schemes related to economy and finance, Budget terminology and economic survey facts, Public sector private sector disinvestment facts, Agriculture contribution to economy MSP PDS facts, Foreign trade balance of payment forex reserves, International economic organizations IMF World Bank WTO, Financial inclusion Jan Dhan UPI DBT facts, Types of banks commercial regional rural cooperative, Recent economic rankings and statistics India",1
