Question,Option A,Option B,Option C,Option D,Correct Answer
Which of the following cities was included in Ranjit Singh's kingdom?,Lahore,Delhi,Agra,Srinagar,d
"In what year was the ninth Sikh Guru, Sri Guru Tegh Bahadur, murdered on the orders of Aurangzeb?",1705,1675,1575,1775,b
Sri Akal Takht Sahib is located within which complex?,Golden Temple,Red Fort,Qutub Minar,India Gate,a
Under whose leadership did the Sikhs revolt against the Mughals after the death of Sri Guru Gobind Singh?,Ranjit Singh,Banda Bahadur,Shivaji Maharaj,Maharana Pratap,b
Who is credited with inventing the Gurmukhi script?,Guru Gobind Singh,Guru Nanak,Guru Angad,Guru Tegh Bahadur,c
Where is Hemkund Sahib Gurudwara located?,Himachal Pradesh,Uttarakhand,Jammu and Kashmir,Sikkim,b
Which Sikh Guru laid the foundation of 'Khalsa Panth'?,Guru Angad,Guru Tegh Bahadur,Guru Gobind Singh,Guru Nanak Dev,c
In which year was Guru Nanak Dev born?,1496,1469,1539,1675,b
"Who built the Harmandir Sahib, popularly known as the Golden Temple, in Amritsar?",Guru Gobind Singh,Guru Tegh Bahadur,Guru Arjun Dev,Guru Nanak Dev,c
In what year did the East India Company sign the first Treaty of Amritsar with Ranjit Singh?,1857,1809,1764,1799,b
What was the capital during the rule of Tipu Sultan?,Bangalore,Mysore,Srirangapatna,Deccan,c
The Second Anglo-Mysore War ended in which treaty?,Treaty of Srirangapatna,Treaty of Mysore,Treaty of Mangalore,Treaty of Bengal,c
Who is associated with the Third Anglo-Mysore War and the introduction of civil services in India?,Warren Hastings,Lord Wellesley,Lord Cornwallis,Robert Clive,c
From which location did the Wodeyar dynasty rule?,Bangalore,Madras,Mysore,Delhi,c
In what year did Tipu Sultan and the British East India Company sign the Treaty of Mangalore?,1799,1784,1809,1764,b
"In 1799, whom did the British defeat?",Hyder Ali,Ranjit Singh,Tipu Sultan,Shivaji Maharaj,c
"After the defeat of Tipu Sultan in the Battle of Srirangapatna, who ruled Mysore?",The British East India Company,The Nizams,Wadiyars,The Marathas,c
Tipu Sultan was known as the Lion of which region?,Bengal,Mysore,Punjab,Deccan,b
Who was the Governor General of Bengal during the Third Anglo-Mysore War?,Warren Hastings,Lord Wellesley,Lord Cornwallis,Robert Clive,c
From which region did the Nizams of the Asaf Jahi dynasty rule?,Bengal,Deccan region,Awadh,Punjab,b
Which was the second province to accept the Subsidiary Alliance?,Awadh,Bengal,Mysore,Hyderabad,c
The Gurmukhi script was invented by which Sikh Guru?,Guru Gobind Singh,Guru Arjun Dev,Guru Angad,Guru Tegh Bahadur,c
Guru Arjun Dev built which world-famous shrine in Amritsar?,Akal Takht,Harmandir Sahib (Golden Temple),Anandpur Sahib,Hemkund Sahib,b
In what year was Tipu Sultan defeated by the British?,1767,1784,1799,1809,c
Which of the following is INCORRECT regarding Tipu Sultan?,He was known as the Lion of Mysore,He was defeated in the Battle of Srirangapatna,He signed the Treaty of Mangalore with the British,He ruled from Delhi,d
"After the death of Sri Guru Gobind Singh, the Sikhs revolted against whom?",The British,The Afghans,The Marathas,The Mughals,d
Which dynasty ruled from Mysore?,Asaf Jahi dynasty,Wodeyar dynasty,Nanda dynasty,Maurya dynasty,b
Who established the independent state of Bengal?,Hector Munro,Ibrahim Khan,Murshid Quli Khan,Alivardi Khan,c
The English army in the Battle of Buxar was led by whom?,Robert Clive,Warren Hastings,Hector Munro,Murshid Quli Khan,c
Mir Qasim's name is associated with which of the following?,Treaty of Alinagar,Battle of Plassey,Black Hole Tragedy,Battle of Buxar,d
In what year was Siraj-ud-Daulah made the Nawab of Bengal?,1764,1757,1673,1756,d
Who did Siraj-ud-Daulah succeed as the Nawab of Bengal?,Mir Jafar,Murshid Quli Khan,Ibrahim Khan,Alivardi Khan,d
Under whose leadership did Bengal break away from Mughal control?,Alamgir II,Mir Jafar,Alivardi Khan,Murshid Quli Khan,d
Which entity won the Battle of Plassey in 1757?,Mughal Empire,French East India Company,British East India Company,Bengal Sultanate,c
On which riverbank is Plassey located?,Ganges River,Yamuna River,Hooghly River,Bhagirathi River,d
Where is the 'Black Hole' monument located?,Murshidabad,Delhi,West Bengal (Calcutta),Bihar,c
In which year was Mir Jafar re-established as the Nawab of Bengal?,1756,1757,1764,1673,c
Who was made the Nawab of Bengal after the Battle of Plassey?,Siraj-ud-Daulah,Alivardi Khan,Mir Qasim,Mir Jafar,d
"Which general, who had never fought a battle, led to the defeat of Siraj-ud-Daulah in the Battle of Plassey?",Mohanlal,Mir Madan,Hector Munro,Mir Jafar,d
Mir Madan and Mohanlal are related to which battle?,Battle of Buxar,Battle of Alinagar,Battle of Plassey,Battle of Wandiwash,c
Who was the Mughal Emperor at the time of the Battle of Plassey?,Shah Alam II,Aurangzeb,Bahadur Shah Zafar,Alamgir II,d
Who signed the Treaty of Alinagar with the British?,Mir Jafar,Alivardi Khan,Siraj-ud-Daulah,Mir Qasim,c
With whom did Siraj-ud-Daulah sign the Treaty of Alinagar?,The French,The Dutch,The British,The Portuguese,c
Which of the following statements is INCORRECT regarding the Battle of Plassey?,It was fought between the East India Company and Nawab Siraj-ud-Daulah.,"The army was led by Mir Jafar, who had never fought a battle.",It was won by the British East India Company.,It was fought on the banks of the Hooghly River.,d
Which of the following statements is INCORRECT regarding Siraj-ud-Daulah?,He signed the Treaty of Alinagar with the British.,He became the Nawab of Bengal in 1756.,His army was led by Mir Jafar at the Battle of Plassey.,He succeeded Murshid Quli Khan as the Nawab of Bengal.,d
"Arrange the following events related to Bengal in chronological order:
 I. Battle of Buxar
 II. Battle of Plassey
 III. Siraj-ud-Daulah became the Nawab of Bengal
 IV. Mir Jafar re-established as Nawab","III, II, I, IV","II, III, IV, I","I, II, III, IV","IV, I, II, III",a
The French established a trading post on the right bank of the Hooghly River in 1673 after obtaining permission from which Nawab of Bengal?,Siraj-ud-Daulah,Alivardi Khan,Murshid Quli Khan,Ibrahim Khan,d
"On which river's banks is Plassey, the site of the Battle of Plassey, located?",Ganges River,Yamuna River,Bhagirathi River,Hooghly River,c
Which general's leadership contributed to the defeat of Nawab Siraj-ud-Daulah in the Battle of Plassey?,Mohanlal,Mir Madan,Hector Munro,Mir Jafar,d
Which Mughal Emperor reigned during the Battle of Plassey?,Shah Alam II,Aurangzeb,Alamgir II,Bahadur Shah Zafar,c
Which battle was fought in 1764 AD?,Battle of Plassey,Battle of Alinagar,Battle of Buxar,Battle of Bengal,c
"In which year was the Treaty of Allahabad signed between Shuja-ud-Daulah, Shah Alam, and Robert Clive?",1757,1764,1765,1756,c
"Who was the Governor General when the East India Company was granted Diwani rights in Bengal, Bihar, and Orissa by Emperor Shah Alam?",Warren Hastings,Lord Cornwallis,Lord Wellesley,Lord Clive,d
Who shifted the capital from Murshidabad to Munger?,Mir Jafar,Siraj-ud-Daulah,Mir Qasim,Shuja-ud-Daulah,c
Which Indian coastal town was gifted as dowry to Charles II of England in 1662?,Calcutta,Goa,Mumbai,Madras,c
The 'Kala Kothri' incident occurred in Calcutta in which year?,1764,1757,1765,1756,d
The East India Company obtained 'Diwani' rights over Bengal and Bihar in which year?,1757,1764,1765,1756,c
Who led the East India Company's army in the Battle of Plassey in 1757?,Warren Hastings,Lord Cornwallis,Robert Clive,Lord Wellesley,c
Murshid Quli Khan shifted his capital from Dhaka to which city?,Munger,Calcutta,Plassey,Murshidabad,d
In which year did the British East India Company win a decisive victory in the Battle of Plassey?,1764,1756,1765,1757,d
In which city did the 'Kala Kothri' (Black Hole) incident occur in 1756?,Murshidabad,Calcutta,Dhaka,Munger,b
"Who defeated Siraj-ud-Daulah, the Nawab of Bengal, in the Battle of Plassey?",Lord Cornwallis,Robert Clive,Warren Hastings,Lord Wellesley,b
The Battle of Plassey was fought between the East India Company and whom?,The Mughal Emperor,The Nawab of Awadh,The Nawab of Bengal,The Maratha Empire,c
In which year did the British gain political power in India after the Battle of Plassey?,1764,1756,1765,1757,d
How did the trade of the British East India Company expand?,Through alliances with local rulers,Through aggressive trade policies,After the British victory at the Battle of Plassey in 1757,Through direct investment in infrastructure,c
Which region saw the establishment of British rule after the battles of Plassey and Buxar?,In Bombay,In Madras,In Bengal,In Punjab,c
In what year did the Kala Kothri incident occur in Calcutta?,1764,1765,1757,1756,d
In which year did the Battle of Plassey take place?,1764,1756,1765,1757,d
Which of the following is NOT correct about the events related to the East India Company?,The British gained political power in India after the Battle of Plassey.,The King of Portugal gifted Mumbai as dowry to Charles II of England in 1662.,The East India Company obtained 'Diwani' rights over Bengal and Bihar in 1765.,The Battle of Buxar was fought in 1756.,d
"In what year were 'Diwani rights' (right to collect revenue and settle civil cases in Bengal, Bihar, and Orissa) granted to the East India Company?",1757,1764,1765,1750,c
"Where did Murshid Quli Khan shift his capital from Dhaka to, after declaring himself the Nawab of Bengal?",Calcutta,Munger,Plassey,Murshidabad,d
"In 1680, who ascended the throne after winning the war of succession against his brother Rajaram?",Shivaji,Sambhaji,Shahu,Balaji Vishwanath,b
With whom did the Holkar dynasty sign the Treaty of Mandsaur in 1818?,The Mughals,The French,The British,Ahmad Shah Abdali,c
Shivaji was born in which fort?,Raigad Fort,Shivneri Fort,Panhala Fort,Torna Fort,b
Who fought against Ahmad Shah Abdali in the third battle of Panipat?,The Mughals,The Rajputs,The Sikhs,The Marathas,d
"In which year was the Treaty of Salbai signed, ending the First Anglo-Maratha War?",1775,1782,1802,1818,b
Who went to London to plead for the pension of Bajirao II before the Court of Directors?,Nana Saheb,Maharana Pratap,Azimullah Khan,Peshwa Balaji Vishwanath,c
"Who remarked, “The Company is an anomaly, but it is part of a system where everything is anomalous.”?",Lord Clive,Warren Hastings,GB Macaulay,Ahmad Shah Abdali,c
Who was the father of Bajirao I (Bajirao Ballal)?,Shivaji,Sambhaji,Rajaram,Peshwa Balaji Vishwanath,d
Who was the third Chhatrapati and the younger son of Shivaji?,Sambhaji,Shahu,Bajirao I,Balaji Vishwanath,b
What tactics and military strategies did Shivaji use to lead a series of invasions in the 1660s?,Conventional,Guerrilla,Naval,Diplomatic,b
Where was Shivaji born?,Raigad Fort,Panhala Fort,Shivneri Fort,Pratapgad Fort,c
What was the name of Maharana Pratap's horse?,Badal,Chetak,Nukra,Pawan,b
Who was the adopted son of Bajirao Peshwa?,Shivaji,Sambhaji,Nana Saheb,Rajaram,c
Which treaty did the Holkar dynasty sign with the British in 1818?,Treaty of Salbai,Treaty of Bassein,Treaty of Mandsaur,Treaty of Plassey,c
In which battle was Ahmad Shah Abdali defeated by the Marathas?,First Anglo-Maratha War,Second Anglo-Maratha War,Third Battle of Panipat,Battle of Plassey,c
Which of the following statements is INCORRECT regarding the Maratha Empire?,The Treaty of Salbai ended the First Anglo-Maratha War.,Shivaji used guerrilla tactics in the 1660s.,The third battle of Panipat was fought in 1761.,Shivaji was born in Raigad.,d
Who was the son of Peshwa Balaji Vishwanath?,Nana Saheb,Bajirao II,Bajirao I,Ahmad Shah Abdali,c
The fear of expansion towards India in the 19th century was the basis of Anglo relations with which country?,Afghanistan,Russia,Britain,China,b
Who went to London to plead for giving the pension of Bajirao II to Nana Saheb?,Maharana Pratap,Azimullah Khan,Lord Clive,GB Macaulay,b
The provinces of the Peshwas were merged into which Presidency as a result of the Anglo-Maratha War?,Bengal Presidency,Madras Presidency,Bombay Presidency,Calcutta Presidency,c
On what date did the Third Battle of Panipat take place?,"January 14, 1761","January 24, 1761","February 14, 1761","December 14, 1760",a
Which of the following dynasties was Bajirao II associated with?,Mughal,Maratha,Peshwa,Holkar,c
In which year did the Maratha Empire cease to exist?,1857,1818,1805,1761,b
Which state did NOT accept the 'Subsidiary Alliance'?,The Holkar State of Indore,Awadh,Pune,Surat,a
The First Anglo-Burmese War concluded with the signing of which treaty?,Treaty of Salbai,Treaty of Vasin,Treaty of Yandabo,Treaty of Surat,c
How much amount did the East India Company agree to pay the Mughal Emperor annually after the Battle of Buxar?,₹ 36 lakh,₹ 16 lakh,₹ 26 lakh,₹ 46 lakh,c
Who annexed Awadh for the British Empire citing disorder in the state?,Warren Hastings,Lord Wellesley,Lord Dalhousie,Robert Clive,c
On what date did Maharaja Dilip Singh sign the documents related to the merger of Punjab into the British Empire?,"March 19, 1849","March 29, 1849","April 9, 1849","April 19, 1849",b
In which year was Awadh integrated into the North-Western Province?,1867,1877,1849,1856,b
In which year was Awadh dethroned by the East India Company?,1849,1857,1856,1877,c
Lord Dalhousie annexed Awadh on the grounds of misrule in which year?,1877,1849,1856,1857,c
Which policy is associated with Warren Hastings?,Doctrine of Lapse,'ring fence' policy,Subsidiary Alliance,Divide and Rule,b
Which of the following represents the correct chronological order of these events?,Treaty of Vasin - Third Battle of Panipat - Treaty of Salbai,Third Battle of Panipat - Treaty of Salbai - Treaty of Vasin,Treaty of Salbai - Treaty of Vasin - Third Battle of Panipat,Treaty of Vasin - Treaty of Salbai - Third Battle of Panipat,b
Who signed the Treaty of Vasin with the British in 1802?,Bajirao I,Maharaja Dilip Singh,Wajid Ali Shah,Bajirao II,d
Who was the ruler of Awadh when it was dethroned by the East India Company?,Bajirao II,Maharaja Dilip Singh,Wajid Ali Shah,Warren Hastings,c
The 'ring fence' policy is associated with which of the following?,Lord Dalhousie,Warren Hastings,Lord Wellesley,Lord Curzon,b
Which of the following statements is INCORRECT regarding the annexation of Awadh?,Lord Dalhousie annexed Awadh in 1856.,Awadh was annexed on the grounds of misrule.,Wajid Ali Shah was the ruler of Awadh during annexation.,Awadh was annexed after the Treaty of Salbai.,d
The 'Subsidiary Alliance' was NOT accepted by which of the following?,Maratha Peshwa Bajirao II,East India Company,Holkar State of Indore,Mughal Emperor,c
"After the Battle of Buxar, the East India Company agreed to pay the Mughal Emperor an annual sum of:",₹ 16 lakh,₹ 36 lakh,₹ 20 lakh,₹ 26 lakh,d
In which year was the Treaty of Vasin signed between the Maratha Peshwa Bajirao II and the British?,1782,1802,1818,1761,b
On what date was the Third Battle of Panipat fought?,"January 14, 1761","March 29, 1849",In 1877,1856,a
Bajirao I ruled as Peshwa during which period?,1796-1818 AD,1720-1740 AD,1782-1802 AD,1761-1782 AD,b
Which city was once known as the capital of the Peshwa dynasty?,Indore,Surat,Bombay,Pune,d
Who was a staunch supporter of the Doctrine of Lapse?,Warren Hastings,Lord Wellesley,Lord Dalhousie,Lord William Bentinck,c
The integration of Awadh into the North-Western Province took place in which year?,1856,1849,1782,1877,d
The former princely state of Tripura was ruled by which dynasty?,Ahom,Manikya,Naga,Rajput,b
The Nawab of Awadh accepted the Subsidiary Alliance in which year?,1799,1801,1803,1805,b
Who headed the commission in 1834 related to laws?,Lord Cornwallis,Lord Ripon,Lord Wellesley,Lord Macaulay,d
"According to British revenue records, what could a 'mahal' be?",A single house,A city,A village or group of villages,A province,c
Land revenue collected directly from the cultivator is known as what system?,Zamindari,Ryotwari,Mahalwari,Permanent Settlement,b
In which state was the Mahalwari system primarily implemented?,Bengal,Madras,Bombay,Uttar Pradesh,d
In which year was the Bengal State Prisoners Regulation (Bengal Regulation III) passed?,1808,1818,1828,1838,b
In which year was the Inland Emigration Act implemented by the British?,1839,1849,1859,1869,c
The Charitable Endowments Act was passed in which year?,1870 AD,1880 AD,1890 AD,1900 AD,c
In which act was a separate examination provided for the Indian Civil Service to be held in India?,"Indian Councils Act, 1909","Government of India Act, 1919","Government of India Act, 1935","Indian Independence Act, 1947",b
Who first used fingerprints for human identification in India around 1860?,Lord Cornwallis,Lord Ripon,William Herschel,Lord Macaulay,c
Lord Cornwallis introduced which land revenue management system?,Ryotwari System,Mahalwari System,Permanent Settlement,Subsidiary Alliance,c
The Ryotwari system of revenue collection was based on which theory?,Adam Smith's theory of wealth,Ricardo's theory of rent,Marx's theory of capital,Keynesian economics,b
Under whose governance was CP Ilbert the Law Member of the Council?,Lord Dalhousie,Lord Curzon,Lord Ripon,Lord William Bentinck,c
The Ahom dynasty ruled over which state of India?,Manipur,Assam,Nagaland,Mizoram,b
In which year did the East India Company establish the Supreme Court in Calcutta?,1771,1773,1775,1777,b
Who headed the committee in 1834 related to law?,Lord Dalhousie,Lord Canning,Lord William Bentinck,Lord Macaulay,d
"In the British revenue records, what is a 'mahal'?",A type of currency,A court of law,A village or group of villages,A type of weapon,c
The land revenue system in which the village is considered as the basic unit is known as:,Ryotwari system,Permanent Settlement,Mahalwari system,Zamindari system,c
Which act restricted plantation workers from leaving tea gardens without permission?,The Tea Plantation Act,The Emigration Act,"Inland Immigration Act, 1859",Plantation Labour Act,c
"In the 18th century, who was often called the local representative of the ""grandeur of the Company Bahadur""?",Collector,Governor,Inspector,Viceroy,c
The Ryotwari Settlement was initially introduced in which provinces?,Bengal and Bihar,Punjab and Sindh,Madras and Bombay,Delhi and Agra,c
Who introduced the Permanent Settlement?,Lord Wellesley,Lord Dalhousie,Lord Cornwallis,Lord William Bentinck,c
Under which Governor-General was CP Ilbert the Law Member of the Council?,Lord Dalhousie,Lord Curzon,Lord Ripon,Lord Lytton,c
Lord Macaulay is associated with what?,Ryotwari System,Permanent Settlement,Collection of Laws,Subsidiary Alliance,c
The Ryotwari system of revenue collection introduced by the British in India was based on:,Marx's theory of surplus value,Ricardo's theory of rent,Adam Smith's wealth of nations,Keynesian economics,b
Who developed the Ryotwari system during the British Raj in India?,Holt Mackenzie,Robert Martins Bird,Captain Alexander Reed,Dadabhai Naoroji,c
Holt Mackenzie and Robert Martins Bird are associated with which system?,Ryotwari System,Permanent Settlement,Mahalwari System,Doctrine of Lapse,c
"Arrange the following states under the Doctrine of Lapse in the correct chronological order: 1. Udaipur, 2. Satara, 3. Jhansi, 4. Baghat","2, 4, 1, 3","1, 2, 3, 4","3, 1, 4, 2","4, 3, 2, 1",a
Which of the following statements is INCORRECT regarding the Ryotwari system?,The ownership rights of the land were handed over to the peasants.,The British government collected taxes directly from the peasants.,It was developed during the British Raj in India.,It was started by Holt Mackenzie and Robert Martins Bird.,d
In which year was India's first cotton mill established as a spinning mill in Bombay?,1860,1878,1854,1793,c
Who was the first nationalist to give the theory of 'Drain of Wealth' from India to England?,Captain Alexander Reed,Holt Mackenzie,Robert Martins Bird,Dadabhai Naoroji,d
Which of the following is the correct sequence of states under the Doctrine of Lapse?,"Satara, Udaipur, Baghat, Jhansi","Satara, Baghat, Udaipur, Jhansi","Udaipur, Satara, Baghat, Jhansi","Baghat, Satara, Udaipur, Jhansi",b
Which of the following statements is INCORRECT regarding the provided text?,The Treaty of Mangalore was signed in 1784.,The Second Anglo-Maratha War occurred between 1803-05 AD.,The Criminal Procedure Code was implemented in 1860.,The Police Act was implemented in 1861.,c
The Ryotwari system was developed during the British Raj by which individual?,Holt Mackenzie,Captain Alexander Reed,Robert Martins Bird,Dadabhai Naoroji,b
Which of the following statements is INCORRECT regarding the Acts and their years of implementation?,Code of Civil Procedure – 1859,Indian Penal Code – 1860,Criminal Procedure Code – 1862,Police Act – 1859,d
What was the duration of the Second Anglo-Mysore War?,1750-54 AD,1765-1769 AD,1780-84 AD,1803-05 AD,c
Which system was started by Holt Mackenzie and Robert Martins Bird?,Ryotwari system,Permanent Settlement,Mahalwari system,Doctrine of Lapse,c
"Under the Ryotwari system, from whom did the British government collect taxes directly?",Zamindars,Peasants,Landlords,Village headmen,b
Which of the following wars occurred during the period 1780-84 AD?,Second Anglo-Maratha War,Second Anglo-Afghan War,Second Anglo-French War,Second Anglo-Mysore War,d
What was the most significant feature of India's trade during the colonial period?,Balanced trade,Import surplus,Export surplus,Trade deficit,c
Approximately what distance was covered by the first train in India in 1853 between Bombay and Thane?,24 km,44 km,34 km,54 km,c
In which year was the 'Montague-Chelmsford' Reforms Report presented by the British colonial government in India?,1917,1918,1919,1920,b
"In what year was the first jute mill established in Kolkata, specifically in Rishra?",1857,1860,1859,1858,c
Who first propounded the concept of 'drain of wealth' from India?,Mahatma Gandhi,Jawaharlal Nehru,Dadabhai Naoroji,Gopal Krishna Gokhale,c
"In 1850, what concept did the British introduce that significantly impacted the Indian economy?",Air transport,Water transport,Road transport,Rail transport,d
In which Presidency Town was the first Municipal Corporation established in 1688 during the British period?,Bombay,Calcutta,Madras,Surat,c
Under whose viceroyalty was the Permanent Settlement of Bengal implemented in 1793?,Lord Curzon,Lord Dalhousie,Lord Cornwallis,Lord William Bentinck,c
In which year was the first railway line operated in India?,1852,1854,1853,1855,c
"Which settlement was introduced in Bengal, Bihar, and Orissa in the year 1793?",Ryotwari Settlement,Mahalwari System,Permanent Settlement,Temporary Settlement,c
Which system of revenue collection in India was developed by Holt Mackenzie?,Ryotwari system,Permanent Settlement,Mahalwari system,Zamindari system,c
What significant contribution made by the British in 1853 enabled long-distance travel in India?,Airways,Roadways,Railroad track,Waterways,c
What is the revenue system introduced in Bombay Deccan known as?,Zamindari Settlement,Permanent Settlement,Ryotwari Settlement,Mahalwari System,c
In which year did Dadabhai Naoroji become the first Indian member of the House of Commons in the United Kingdom?,1882,1892,1902,1912,b
Who was the first person to discuss the concept of poverty in India before independence?,Mahatma Gandhi,Jawaharlal Nehru,Dadabhai Naoroji,Gopal Krishna Gokhale,c
Where was India's first textile mill established in 1818?,Fort William,Fort St. George,Fort Gloster,Bombay,c
In which year were railways for passengers introduced in India by the British?,1852,1854,1853,1855,c
"In 1853, the first railway line was opened for traffic from ________.",Delhi to Agra,Calcutta to Raniganj,Bombay to Thane,Madras to Arcot,c
In which state was the first passenger train in India started?,Gujarat,Maharashtra,Tamil Nadu,West Bengal,b
What was a significant characteristic of India's trade during the colonial era?,Import deficit,Balanced trade,Export surplus,Trade stagnation,c
Approximately how far did the first train cover in 1853 between Bombay and Thane?,24 km,44 km,34 km,54 km,c
In which part of British India was the Ryotwari system of revenue collection implemented?,Northern India,Western India,Eastern India,Southern India,d
Who initially proposed the concept of 'drain of wealth'?,Mahatma Gandhi,Jawaharlal Nehru,Dadabhai Naoroji,Sardar Patel,c
"In 1850, which concept did the British introduce that greatly impacted India's economic structure?",Air transport,Water transport,Road transport,Rail transport,d
In what year did the East India Company implement the Permanent Settlement?,1783,1803,1773,1793,d
"Which of the following was a significant contribution by the British in India in 1853, facilitating long-distance travel?",Airways,Roads,Railroad track,Waterways,c
Who calculated India's per capita income in 1867 and included it in his book 'Poverty and Un-British Rule of India'?,Mahatma Gandhi,Jawaharlal Nehru,Dadabhai Naoroji,Sardar Patel,c
In what year did the British introduce passenger railways in India?,1843,1863,1853,1873,c
In which year and location was the first jute mill set up in India?,"1855, Madras","1857, Bombay","1859, Rishra","1861, Delhi",c
"What concept, introduced by the British in 1850, significantly influenced the structure of the Indian economy?",Air transport,Road transport,Rail transport,Water transport,c
Who developed the Mahalwari system of revenue collection in India?,Lord Cornwallis,Thomas Munro,Holt Mackenzie,Warren Hastings,c
What important contribution was made by the British in 1853 that enabled people to travel long distances?,Airports,Roads,Railroad track,Waterways,c
In which year was the first revenue settlement in Bombay Deccan conducted?,1830,1881,1820,1858,c
Who was the king of Vardhaman at the time of the implementation of the Permanent Settlement?,Warren Hastings,M.R. Jayakar,Satyendra Nath Tagore,Tejchand,d
"Before independence, where was India's first jute mill established?",Bombay,Madras,Bengal,Uttar Pradesh,c
What was sown in five katthas of one bigha of land under the 'Panchkathiya' system followed by the farmers of Champaran before the Champaran Satyagraha?,Sugar,Opium,Raw silk,Indigo,d
"In which year was the Mahalwari system started in the present western Uttar Pradesh, Madhya Pradesh, and parts of Punjab?",1883,1857,1820,1830,d
In which year was the Ryotwari system introduced?,1881,1858,1820,1830,c
The Ryotwari system was introduced in Bombay and _______.,Bengal,Uttar Pradesh,Punjab,Madras,d
"Who introduced the monopoly system, according to which the right to collect revenue was given to the highest bidder for a period of 5 years?",Dadabhai Naoroji,Warren Hastings,Satyendra Nath Tagore,Tejchand,b
"Which commission prepared the Indian Famine Code, 1883?",Jayakar Commission,Victoria Commission,Hastings Commission,Strachey Commission,d
Which of the following was NOT one of the most important items exported from Bengal in the first half of the eighteenth century?,Opium,Saltpetre,Sugar,Cotton,d
Who presented his report separately as a member of the Indian Industries Commission in 1918?,Warren Hastings,Tejchand,M.R. Jayakar,Dadabhai Naoroji,c
Who was the first Indian to pass the “ Indian Civil Service” examination?,M.R. Jayakar,Warren Hastings,Dadabhai Naoroji,Satyendra Nath Tagore,d
In which year was the first Factory Act during the colonial rule in India passed?,1830,1881,1857,1820,b
'Revolt of 1857 ' was started by-,Farmers,Political Leaders,by the soldiers,Landlords,c
On which date was it announced that India would henceforth be governed in the name of the British Crown through a Secretary of State?,"1st January, 1858","1st November, 1857","1st January, 1857","1st November, 1858",d
Who introduced the monopoly system of revenue collection?,M.R. Jayakar,Strachey Commission,Tejchand,Warren Hastings,d
In which areas was the Mahalwari system started in 1830?,"Bengal, Bihar, Orissa",Bombay and Madras,"Present western Uttar Pradesh, Madhya Pradesh and parts of Punjab","Kerala, Tamil Nadu, Karnataka",c
Which of the following was NOT a reason responsible for the development of the modern national movement in India?,Political diversity in India,Economic exploitation by the British,Social and religious reforms,Rise of educated middle class,a
Who was the reigning monarch in whose name it was announced that India would be governed by the British Crown?,Queen Elizabeth I,Queen Victoria,Queen Anne,Queen Mary,b
In what year did the British formally annex the Awadh state?,1859,1856,1857,1770,b
"Which incident in Bengal, India, resulted in the death of a third of the population in 1770?",Famine,Plague,War,Draught,d
Which of the following individuals is NOT directly associated with the freedom struggle of 1857?,Mangal Pandey,Tantya Tope,Bhagat Singh,Shahmal,c
Which of the following was NOT a stated cause of the revolt of 1857?,Dalhousie's kidnapping policy,Economic exploitation,Greased cartridges,Transfer of power to the British Crown,d
What was the primary result of the revolt of 1857?,Expansion of East India Company's power,Dissolution of the British Monarchy,Transferred the powers of the East India Company to the British Crown,Independence of India,c
In which regiment was Mangal Pandey a soldier when he rebelled?,35th Native Infantry Regiment,34th Native Infantry Regiment,33rd Native Infantry Regiment,36th Native Infantry Regiment,b
"Where was the 34th Native Infantry Regiment, in which Mangal Pandey served, stationed?",Meerut,Delhi,Shivpuri,Barrackpore,d
Which company manufactured the cartridges that the sepoys objected to in 1857?,East India Company,Anfield Company,British Crown,Bengal Army,b
In which location was Tantya Tope hanged by the British in 1859?,Baraut,Meerut,Shivpuri,Barrackpore,c
In what month and year was Shahmal killed in the battle of Baraut during the Revolt of 1857?,August 1857,June 1857,July 1857,September 1857,c
Who was the Jat leader who mobilized the headmen and peasants of Pargana Baraut during the Revolt of 1857?,Bahadur Shah Zafar,Nana Saheb,Mangal Pandey,Shahmal,d
The Indian Rebellion of 1857 began in which city?,Barrackpore,Delhi,Kanpur,Meerut,d
"During the First War of Independence of 1857, Nana Saheb used his palace at which location as a headquarters to resist British rule?",Baraut,Bithoor,Shivpuri,Awadh,b
In what year was Tantya Tope hanged by the British?,1856,1857,1858,1859,d
"Which of the following is NOT directly related to the freedom struggle of 1857, according to the provided text?",Bhagat Singh,Dalhousie's kidnapping policy,Greased cartridges,Economic exploitation,a
Where was Mangal Pandey stationed when he rebelled?,Meerut,Shivpuri,Barrackpore,Baraut,c
Who raised and led an army against the British after they took over her kingdom?,Shahmal,Ramgarh,Mangal Pandey,Bahadur Shah Zafar,b
On what date did the soldiers of the Bengal Army revolt in Meerut?,1856,10 May 1857,July 1857,1859,b
"During the First War of Independence of 1857, which location served as Nana Saheb's headquarters in the Kanpur region?",Baraut,Meerut,Bithoor,Shivpuri,c
Who ignited the first spark of independence?,Shahmal,Nana Saheb,Mangal Pandey,Bahadur Shah Zafar,c
In what year was Awadh formally annexed by the British?,1859,1856,1857,1770,b
"In 1770, approximately what fraction of the population died in Bengal, India, due to draught?",One-half,One-fourth,One-third,One-fifth,c
"Shahmal, a rebel in Baraut, Uttar Pradesh, during the Revolt of 1857, was killed in which month?",August 1857,June 1857,July 1857,May 1857,c
Where did the soldiers of the Bengal Army revolt on 10 May 1857?,Barrackpore,Shivpuri,Meerut,Bithoor,c
