Question,Option A,Option B,Option C,Option D,Correct Answer,Subject,Topics,Points
What is the major threat to coral reefs globally?,Overfishing,Ocean acidification,Sustainable tourism,Mangrove restoration,b,Environment & Ecology,"Ecosystem structure and components facts, Food chain food web ecological pyramids, Biogeochemical cycles carbon nitrogen water cycle, Biodiversity hotspots in India and world, National parks wildlife sanctuaries biosphere reserves India, Endangered vulnerable endemic species India, IUCN red list categories facts, Environmental pollution types and control measures, Climate change greenhouse gases global warming facts, Ozone layer depletion Montreal protocol facts, Indian environmental acts and policies, Forest conservation act wildlife protection act environment protection act, Project tiger project elephant project rhino facts, Ramsar sites India wetland facts, Mangroves coral reefs estuaries facts India, Environmental impact assessment EIA basics, Renewable and non renewable energy sources facts, International environmental conventions and organizations, State wise forest cover and FSI report facts, Recent environmental reports indices and rankings, cover one liner facts PYQ based",1
"In the carbon cycle, what is the role of respiration?",Absorbing carbon dioxide,Releasing carbon dioxide,Storing carbon in plants,Converting carbon to oxygen,b,Environment & Ecology,"Ecosystem structure and components facts, Food chain food web ecological pyramids, Biogeochemical cycles carbon nitrogen water cycle, Biodiversity hotspots in India and world, National parks wildlife sanctuaries biosphere reserves India, Endangered vulnerable endemic species India, IUCN red list categories facts, Environmental pollution types and control measures, Climate change greenhouse gases global warming facts, Ozone layer depletion Montreal protocol facts, Indian environmental acts and policies, Forest conservation act wildlife protection act environment protection act, Project tiger project elephant project rhino facts, Ramsar sites India wetland facts, Mangroves coral reefs estuaries facts India, Environmental impact assessment EIA basics, Renewable and non renewable energy sources facts, International environmental conventions and organizations, State wise forest cover and FSI report facts, Recent environmental reports indices and rankings, cover one liner facts PYQ based",1
Which IUCN Red List category indicates a species is extinct?,Critically Endangered,Endangered,Extinct in the Wild,Extinct,d,Environment & Ecology,"Ecosystem structure and components facts, Food chain food web ecological pyramids, Biogeochemical cycles carbon nitrogen water cycle, Biodiversity hotspots in India and world, National parks wildlife sanctuaries biosphere reserves India, Endangered vulnerable endemic species India, IUCN red list categories facts, Environmental pollution types and control measures, Climate change greenhouse gases global warming facts, Ozone layer depletion Montreal protocol facts, Indian environmental acts and policies, Forest conservation act wildlife protection act environment protection act, Project tiger project elephant project rhino facts, Ramsar sites India wetland facts, Mangroves coral reefs estuaries facts India, Environmental impact assessment EIA basics, Renewable and non renewable energy sources facts, International environmental conventions and organizations, State wise forest cover and FSI report facts, Recent environmental reports indices and rankings, cover one liner facts PYQ based",1
What is transpiration in the water cycle?,Water falling from clouds,Water evaporating from soil,Water being released from plants,Water flowing in rivers,c,Environment & Ecology,"Ecosystem structure and components facts, Food chain food web ecological pyramids, Biogeochemical cycles carbon nitrogen water cycle, Biodiversity hotspots in India and world, National parks wildlife sanctuaries biosphere reserves India, Endangered vulnerable endemic species India, IUCN red list categories facts, Environmental pollution types and control measures, Climate change greenhouse gases global warming facts, Ozone layer depletion Montreal protocol facts, Indian environmental acts and policies, Forest conservation act wildlife protection act environment protection act, Project tiger project elephant project rhino facts, Ramsar sites India wetland facts, Mangroves coral reefs estuaries facts India, Environmental impact assessment EIA basics, Renewable and non renewable energy sources facts, International environmental conventions and organizations, State wise forest cover and FSI report facts, Recent environmental reports indices and rankings, cover one liner facts PYQ based",1
Which biodiversity hotspot is located in Sri Lanka?,Indo-Burma,Western Ghats,Sundaland,Tropical Andes,b,Environment & Ecology,"Ecosystem structure and components facts, Food chain food web ecological pyramids, Biogeochemical cycles carbon nitrogen water cycle, Biodiversity hotspots in India and world, National parks wildlife sanctuaries biosphere reserves India, Endangered vulnerable endemic species India, IUCN red list categories facts, Environmental pollution types and control measures, Climate change greenhouse gases global warming facts, Ozone layer depletion Montreal protocol facts, Indian environmental acts and policies, Forest conservation act wildlife protection act environment protection act, Project tiger project elephant project rhino facts, Ramsar sites India wetland facts, Mangroves coral reefs estuaries facts India, Environmental impact assessment EIA basics, Renewable and non renewable energy sources facts, International environmental conventions and organizations, State wise forest cover and FSI report facts, Recent environmental reports indices and rankings, cover one liner facts PYQ based",1
What is a key adaptation of mangroves that allows them to survive in salty environments?,Deep roots,Salt excretion,Large leaves,Fast growth,b,Environment & Ecology,"Ecosystem structure and components facts, Food chain food web ecological pyramids, Biogeochemical cycles carbon nitrogen water cycle, Biodiversity hotspots in India and world, National parks wildlife sanctuaries biosphere reserves India, Endangered vulnerable endemic species India, IUCN red list categories facts, Environmental pollution types and control measures, Climate change greenhouse gases global warming facts, Ozone layer depletion Montreal protocol facts, Indian environmental acts and policies, Forest conservation act wildlife protection act environment protection act, Project tiger project elephant project rhino facts, Ramsar sites India wetland facts, Mangroves coral reefs estuaries facts India, Environmental impact assessment EIA basics, Renewable and non renewable energy sources facts, International environmental conventions and organizations, State wise forest cover and FSI report facts, Recent environmental reports indices and rankings, cover one liner facts PYQ based",1
Which of the following is a direct use of solar energy?,Generating electricity in a nuclear power plant,Heating water for domestic use,Burning fossil fuels for transportation,Using coal to produce electricity,b,Environment & Ecology,"Ecosystem structure and components facts, Food chain food web ecological pyramids, Biogeochemical cycles carbon nitrogen water cycle, Biodiversity hotspots in India and world, National parks wildlife sanctuaries biosphere reserves India, Endangered vulnerable endemic species India, IUCN red list categories facts, Environmental pollution types and control measures, Climate change greenhouse gases global warming facts, Ozone layer depletion Montreal protocol facts, Indian environmental acts and policies, Forest conservation act wildlife protection act environment protection act, Project tiger project elephant project rhino facts, Ramsar sites India wetland facts, Mangroves coral reefs estuaries facts India, Environmental impact assessment EIA basics, Renewable and non renewable energy sources facts, International environmental conventions and organizations, State wise forest cover and FSI report facts, Recent environmental reports indices and rankings, cover one liner facts PYQ based",1
Which marine ecosystem is known for its high biodiversity and is often called the 'rainforests of the sea'?,Estuaries,Coral reefs,Mangrove forests,Salt marshes,b,Environment & Ecology,"Ecosystem structure and components facts, Food chain food web ecological pyramids, Biogeochemical cycles carbon nitrogen water cycle, Biodiversity hotspots in India and world, National parks wildlife sanctuaries biosphere reserves India, Endangered vulnerable endemic species India, IUCN red list categories facts, Environmental pollution types and control measures, Climate change greenhouse gases global warming facts, Ozone layer depletion Montreal protocol facts, Indian environmental acts and policies, Forest conservation act wildlife protection act environment protection act, Project tiger project elephant project rhino facts, Ramsar sites India wetland facts, Mangroves coral reefs estuaries facts India, Environmental impact assessment EIA basics, Renewable and non renewable energy sources facts, International environmental conventions and organizations, State wise forest cover and FSI report facts, Recent environmental reports indices and rankings, cover one liner facts PYQ based",1
What is the process of converting nitrates back into atmospheric nitrogen called?,Nitrification,Ammonification,Denitrification,Nitrogen Fixation,c,Environment & Ecology,"Ecosystem structure and components facts, Food chain food web ecological pyramids, Biogeochemical cycles carbon nitrogen water cycle, Biodiversity hotspots in India and world, National parks wildlife sanctuaries biosphere reserves India, Endangered vulnerable endemic species India, IUCN red list categories facts, Environmental pollution types and control measures, Climate change greenhouse gases global warming facts, Ozone layer depletion Montreal protocol facts, Indian environmental acts and policies, Forest conservation act wildlife protection act environment protection act, Project tiger project elephant project rhino facts, Ramsar sites India wetland facts, Mangroves coral reefs estuaries facts India, Environmental impact assessment EIA basics, Renewable and non renewable energy sources facts, International environmental conventions and organizations, State wise forest cover and FSI report facts, Recent environmental reports indices and rankings, cover one liner facts PYQ based",1
Which of the following criteria is used by the IUCN to categorize species?,Population size,Geographic range,Habitat loss,All of the above,d,Environment & Ecology,"Ecosystem structure and components facts, Food chain food web ecological pyramids, Biogeochemical cycles carbon nitrogen water cycle, Biodiversity hotspots in India and world, National parks wildlife sanctuaries biosphere reserves India, Endangered vulnerable endemic species India, IUCN red list categories facts, Environmental pollution types and control measures, Climate change greenhouse gases global warming facts, Ozone layer depletion Montreal protocol facts, Indian environmental acts and policies, Forest conservation act wildlife protection act environment protection act, Project tiger project elephant project rhino facts, Ramsar sites India wetland facts, Mangroves coral reefs estuaries facts India, Environmental impact assessment EIA basics, Renewable and non renewable energy sources facts, International environmental conventions and organizations, State wise forest cover and FSI report facts, Recent environmental reports indices and rankings, cover one liner facts PYQ based",1
Which part of the water cycle involves water soaking into the ground?,Runoff,Infiltration,Evaporation,Condensation,b,Environment & Ecology,"Ecosystem structure and components facts, Food chain food web ecological pyramids, Biogeochemical cycles carbon nitrogen water cycle, Biodiversity hotspots in India and world, National parks wildlife sanctuaries biosphere reserves India, Endangered vulnerable endemic species India, IUCN red list categories facts, Environmental pollution types and control measures, Climate change greenhouse gases global warming facts, Ozone layer depletion Montreal protocol facts, Indian environmental acts and policies, Forest conservation act wildlife protection act environment protection act, Project tiger project elephant project rhino facts, Ramsar sites India wetland facts, Mangroves coral reefs estuaries facts India, Environmental impact assessment EIA basics, Renewable and non renewable energy sources facts, International environmental conventions and organizations, State wise forest cover and FSI report facts, Recent environmental reports indices and rankings, cover one liner facts PYQ based",1
What is a major threat to biodiversity in the Indo-Burma hotspot?,Sustainable agriculture,Habitat destruction,Eco-tourism,Reforestation projects,b,Environment & Ecology,"Ecosystem structure and components facts, Food chain food web ecological pyramids, Biogeochemical cycles carbon nitrogen water cycle, Biodiversity hotspots in India and world, National parks wildlife sanctuaries biosphere reserves India, Endangered vulnerable endemic species India, IUCN red list categories facts, Environmental pollution types and control measures, Climate change greenhouse gases global warming facts, Ozone layer depletion Montreal protocol facts, Indian environmental acts and policies, Forest conservation act wildlife protection act environment protection act, Project tiger project elephant project rhino facts, Ramsar sites India wetland facts, Mangroves coral reefs estuaries facts India, Environmental impact assessment EIA basics, Renewable and non renewable energy sources facts, International environmental conventions and organizations, State wise forest cover and FSI report facts, Recent environmental reports indices and rankings, cover one liner facts PYQ based",1
"Which type of root system helps mangroves stabilize in soft, muddy soils?",Taproot system,Fibrous root system,Prop roots,Adventitious roots,c,Environment & Ecology,"Ecosystem structure and components facts, Food chain food web ecological pyramids, Biogeochemical cycles carbon nitrogen water cycle, Biodiversity hotspots in India and world, National parks wildlife sanctuaries biosphere reserves India, Endangered vulnerable endemic species India, IUCN red list categories facts, Environmental pollution types and control measures, Climate change greenhouse gases global warming facts, Ozone layer depletion Montreal protocol facts, Indian environmental acts and policies, Forest conservation act wildlife protection act environment protection act, Project tiger project elephant project rhino facts, Ramsar sites India wetland facts, Mangroves coral reefs estuaries facts India, Environmental impact assessment EIA basics, Renewable and non renewable energy sources facts, International environmental conventions and organizations, State wise forest cover and FSI report facts, Recent environmental reports indices and rankings, cover one liner facts PYQ based",1
Which of the following is a disadvantage of using wind energy?,Air pollution,Water pollution,Noise pollution,Greenhouse gas emissions,c,Environment & Ecology,"Ecosystem structure and components facts, Food chain food web ecological pyramids, Biogeochemical cycles carbon nitrogen water cycle, Biodiversity hotspots in India and world, National parks wildlife sanctuaries biosphere reserves India, Endangered vulnerable endemic species India, IUCN red list categories facts, Environmental pollution types and control measures, Climate change greenhouse gases global warming facts, Ozone layer depletion Montreal protocol facts, Indian environmental acts and policies, Forest conservation act wildlife protection act environment protection act, Project tiger project elephant project rhino facts, Ramsar sites India wetland facts, Mangroves coral reefs estuaries facts India, Environmental impact assessment EIA basics, Renewable and non renewable energy sources facts, International environmental conventions and organizations, State wise forest cover and FSI report facts, Recent environmental reports indices and rankings, cover one liner facts PYQ based",1
"In an estuary, what is the zone where fresh water and salt water mix called?",Halocline,Thermocline,Pycnocline,Oligocline,a,Environment & Ecology,"Ecosystem structure and components facts, Food chain food web ecological pyramids, Biogeochemical cycles carbon nitrogen water cycle, Biodiversity hotspots in India and world, National parks wildlife sanctuaries biosphere reserves India, Endangered vulnerable endemic species India, IUCN red list categories facts, Environmental pollution types and control measures, Climate change greenhouse gases global warming facts, Ozone layer depletion Montreal protocol facts, Indian environmental acts and policies, Forest conservation act wildlife protection act environment protection act, Project tiger project elephant project rhino facts, Ramsar sites India wetland facts, Mangroves coral reefs estuaries facts India, Environmental impact assessment EIA basics, Renewable and non renewable energy sources facts, International environmental conventions and organizations, State wise forest cover and FSI report facts, Recent environmental reports indices and rankings, cover one liner facts PYQ based",1
